text	entity_type		start	end
September 23, 2022	date		7098	9422
Ali	person_name		100648	101352
Ali	person_name		123882	124496
Friston	person_name		255260	255876
Brock	person_name		273032	273432
math	occupation		325942	326188
Ali	person_name		437960	438560
Mike	person_name		461852	462258
Ellie	person_name		462828	463026
Eric	person_name		709308	709666
psychology	occupation		740008	740558
machine learning	occupation		741208	742226
Eric	person_name		858716	859350
Eric	person_name		860658	861074
psychology	occupation		888548	889050
designer	occupation		941368	941886
Brock	person_name		1096808	1097650
Brock	person_name		1210076	1210498
Ryan Smith	person_name		1247928	1248702
folk psychology	occupation		1249256	1250334
Ali	person_name		1384494	1384756
Eric	person_name		1434478	1435320
Ali	person_name		1438862	1439476
agent	occupation		1494802	1495340
Yaakov	person_name		1739646	1740116
Jacob	person_name		1757940	1758476
Jakub	person_name		1907842	1908700
musician	occupation		2002834	2003660
neuroimaging	medical_process		2346706	2347464
Neuroimaging researcher	occupation		2369114	2370820
Eric	person_name		2527440	2528260
Bozaki	person_name		2753140	2753868
researcher	occupation		2755174	2755804
Eric	person_name		2925480	2925984
Eric	person_name		3068760	3069134
Stefan	person_name		3231098	3231480
