start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
1290	1840	1	A	0.71545	1	1	Welcome.
2530	2906	2	A	0.91484	1	2	It's
2938	3434	2	A	0.98853	2	3	cohort
3482	3790	2	A	1.0	3	4	one
3860	4330	2	A	0.97558	4	5	meeting,
4410	5210	2	A	1.0	5	6	17
5370	6174	2	A	0.99932	6	7	already.
6372	6782	3	A	1.0	1	8	And
6836	7066	3	A	0.95309	2	9	it's
7098	7530	3	A	0.55	3	10	September
7610	8174	3	A	0.73	4	11	23,
8212	9422	3	A	1.0	5	12	2022.
9556	9898	4	A	0.98639	1	13	We're
9914	10142	4	A	0.99068	2	14	having
10196	10414	4	A	0.99998	3	15	our
10452	10702	4	A	1.0	4	16	first
10756	11370	4	A	0.99995	5	17	discussion
11450	12126	4	A	1.0	6	18	of
12308	12794	4	A	0.99183	7	19	chapter
12842	13102	4	A	1.0	8	20	seven
13156	13278	4	A	1.0	9	21	in
13284	13358	4	A	0.99	10	22	the
13364	14190	4	A	0.54379	11	23	textbook.
15490	16334	5	A	0.99975	1	24	Well,
16532	16894	5	A	0.9999	2	25	we
16932	17520	5	A	0.99974	3	26	have
18210	18574	5	A	0.99996	4	27	many
18612	18862	5	A	0.86718	5	28	ways
18916	19086	5	A	1.0	6	29	to
19108	19680	5	A	0.96026	7	30	go.
20130	20494	6	A	0.99662	1	31	We
20532	20782	6	A	0.99966	2	32	have
20836	21294	6	A	0.99977	3	33	questions
21412	21790	6	A	0.99979	4	34	on
21860	22314	6	A	0.99989	5	35	chapter
22362	22958	6	A	1.0	6	36	seven
23124	23742	6	A	0.99971	7	37	that
23876	24270	6	A	0.60027	8	38	people
24340	24934	6	A	0.95593	9	39	have
25092	25462	6	A	0.84173	10	40	been
25516	26230	6	A	0.54659	11	41	adding.
27370	27734	7	A	0.99995	1	42	We
27772	28022	7	A	0.99998	2	43	also
28076	28680	7	A	0.99984	3	44	have
29130	29880	7	A	0.99968	4	45	some
30890	31554	7	A	0.9998	5	46	summaries
31602	31814	7	A	1.0	6	47	and
