docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs048-1	A	4200	00:04	00:00:04,196
gs048-1	A	3726210	1:02:06	01:02:06,152
gs048-1	A	4164930	1:09:24	01:09:24,119
gs048-1	A	4885892	1:21:25	01:21:25,160
gs048-1	A	5167952	1:26:07	01:26:07,412
gs048-1	A	5501400	1:31:41	01:31:41,716
gs048-1	A	6050360	1:40:50	01:40:50,211
gs048-1	A	6252280	1:44:12	01:44:12,389
gs048-1	B	32064	00:32	00:00:32,303
gs048-1	B	4149370	1:09:09	01:09:09,963
gs048-1	B	4294172	1:11:34	01:11:34,291
gs048-1	B	5248120	1:27:28	01:27:28,487
gs048-1	B	5560700	1:32:40	01:32:40,769
gs048-1	B	6140260	1:42:20	01:42:20,289
gs048-1	B	6695610	1:51:35	01:51:35,790
gs048-1	C	40780	00:40	00:00:40,174
gs048-1	C	2258000	37:38	00:37:38,036
gs048-1	C	2679750	44:39	00:44:39,416
gs048-1	C	2926630	48:46	00:48:46,639
gs048-1	C	4250030	1:10:50	01:10:50,909
gs048-1	C	4669540	1:17:49	01:17:49,684
gs048-1	C	4969984	1:22:49	01:22:49,238
gs048-1	C	5364940	1:29:24	01:29:24,591
gs048-1	C	5843220	1:37:23	01:37:23,022
gs048-1	C	6323810	1:45:23	01:45:23,454
gs048-1	C	6338470	1:45:38	01:45:38,469
gs048-1	D	1761410	29:21	00:29:21,588
gs048-1	D	2532090	42:12	00:42:12,281
gs048-1	D	2723270	45:23	00:45:23,454
gs048-1	D	4416120	1:13:36	01:13:36,390
gs048-1	D	5040720	1:24:00	01:24:00,297
gs048-1	D	5282420	1:28:02	01:28:02,515
gs048-1	D	5578400	1:32:58	01:32:58,787
gs048-1	D	6098680	1:41:38	01:41:38,253
gs048-1	D	6333490	1:45:33	01:45:33,464
gs048-1	D	6446190	1:47:26	01:47:26,565
