text	entity_type		start	end
June 20, 2023	date		6608	8724
Engineering	occupation		313712	314730
Systems engineering	occupation		327258	328278
data scientist	occupation		349998	350942
data science	occupation		371932	372626
machine learning	occupation		372828	373720
structure modeling	occupation		499400	500734
structure learning	occupation		501750	503000
Open	organization		543848	544494
Theofi Champion	person_name		618180	619680
regulators	occupation		942972	943810
Chris Fields	person_name		959504	960374
philosophy	occupation		1144252	1144834
cybernetics	occupation		1158992	1160118
Cybernetics ontology	occupation		1168228	1169354
ontology	occupation		1171562	1172270
cybernetics	occupation		1190356	1191640
Ali	person_name		1216186	1216496
ism	occupation		1229844	1231080
ism	occupation		1236722	1237592
Ollie	person_name		1422526	1422884
Maxwell	person_name		1591576	1592478
realism	political_affiliation		1602974	1603604
realism	political_affiliation		1611202	1611800
Majid	person_name		1630054	1630648
Benny	person_name		1630684	1631104
Bayesian Mechanics	occupation		1684928	1686260
Bayesian mechanics	occupation		1768690	1769804
Axle Constant	person_name		1828616	1829554
Daniel	person_name		1835810	1836666
physics	occupation		1934368	1935070
Bayesian mechanics	occupation		1935730	1937230
Karl Friston	person_name		1939092	1940106
Physics	occupation		1944404	1945258
Smith	person_name		2014174	2014516
Computational	occupation		2015070	2015652
ology	occupation		2015716	2016920
Sandbed Smith	person_name		2089638	2090364
phenomenology	occupation		2094346	2095392
Alexander	person_name		2180918	2181436
07:00	time		2358636	2359538
Thomas Parr	person_name		2620930	2621994
folk psychology	occupation		2718288	2719590
folk psychology	occupation		2723322	2724430
von Neumann	person_name		2935650	2936860
modeler	occupation		3137656	3138222
07:00 a.m	time		3177058	3178030
agent	occupation		3263166	3263480
Majid Benny	person_name		3278582	3279276
statistical modeling	occupation		3327326	3328472
Ali	person_name		3364602	3364992
