text	entity_type		start	end
September 18, 2023	date		8258	9606
Andy Keller	person_name		14700	15826
Andy	person_name		30148	30554
Active Inference group	organization		42356	43314
Andy	person_name		53048	53470
Maxwelling	person_name		56248	56730
University of Amsterdam	organization		56988	58310
Harvard	organization		60732	61122
David Wolford	person_name		232048	233314
Fukushima	location		287170	288138
asel	person_name		301864	302318
Deep Learning	occupation		332884	333390
Fukushima	person_name		520732	521470
Fukushima	location		625952	626998
Honin Yanlaka Apohevarnan	person_name		647720	650862
Helmholtz	person_name		706252	707042
Helmholtz	person_name		757372	757986
Erosimicelli	person_name		902456	903326
Bruno Olshausen	person_name		903528	904930
student	occupation		1053208	1053442
es	person_name		1120054	1120806
student	occupation		1134068	1134506
student	occupation		1445352	1445650
machine learning	occupation		1673744	1674282
fMRI	medical_process		1713586	1714450
anesthesia	medical_process		1720176	1721046
authors	occupation		1727152	1727670
anesthesized	medical_process		1756860	1757634
Kuramoto	person_name		1869888	1870438
Constantine	person_name		1875728	1876422
Rouge	person_name		1876486	1876966
Nisha	person_name		1877168	1878090
Rush	person_name		1924720	1924966
Mishra	person_name		1925168	1925930
HIE Gao	person_name		2204376	2205134
le	person_name		2368044	2368466
James Whittington	person_name		2403512	2404478
Tim Barrons	person_name		2404872	2405774
Surge Anguli	person_name		2406136	2407490
neuroscience	occupation		2458348	2459026
cognitive science	occupation		2460284	2460946
Fukushima	person_name		2565532	2566482
advisor	occupation		2587028	2587466
Max	person_name		2587498	2587802
co authors	occupation		2588068	2588634
Patrick Yue	person_name		2588682	2589658
Emile Jinghe	person_name		2589754	2590874
Yorn	person_name		2591108	2591734
Doral	person_name		2799910	2800702
Stefano Fousey	person_name		2872032	2873206
representational geometry	occupation		2875344	2877050
Evolve	organization		2926416	2926854
cognitive science	occupation		2979984	2980762
cognitive science	occupation		3000072	3000766
Nancy Kenwich	person_name		3099928	3100830
Upcycle club	organization		3114796	3115746
DembaBa	person_name		3263148	3264098
Harvard	organization		3264428	3264834
student	occupation		3375888	3376122
Dave Douglas	person_name		3412348	3413490
constancies	medical_condition		3419920	3420758
Talia Konkel	person_name		3606508	3607822
student	occupation		3899564	3899942
researcher	occupation		3900252	3900882
Nvidia	organization		3933828	3934186
Dave	person_name		4016416	4017050
Bert Devries	person_name		4018902	4020294
comment	person_name		4019222	4020294
Applied Active Inference Symposium	event		4021072	4023034
Professor	occupation		4032308	4032686
DeVries	person_name		4032718	4033230
Jackson Pollock	person_name		4155550	4157130
fMRI	medical_process		4296186	4297072
