docLabel	start	end	count	rank	text
3Symp_2_03	23802	25246	1	0.08	active inference agents
3Symp_2_03	1596590	1597898	2	0.08	active inference agents
3Symp_2_03	2178636	2179990	3	0.08	active inference agents
3Symp_2_03	2353428	2355198	4	0.08	active inference agents
3Symp_2_03	2561862	2562992	5	0.08	active inference agents
3Symp_2_03	1170542	1171534	1	0.07	time active inference
3Symp_2_03	1198838	1200198	2	0.07	time active inference
3Symp_2_03	23252	25246	1	0.07	Synthetic Active inference agents
3Symp_2_03	23802	24554	1	0.07	active inference
3Symp_2_03	72296	73410	2	0.07	active inference
3Symp_2_03	169030	170062	3	0.07	active inference
3Symp_2_03	243088	243814	4	0.07	active inference
3Symp_2_03	340236	341202	5	0.07	active inference
3Symp_2_03	750304	750966	6	0.07	active inference
3Symp_2_03	1117992	1118734	7	0.07	active inference
3Symp_2_03	1170792	1171534	8	0.07	active inference
3Symp_2_03	1199072	1200198	9	0.07	active inference
3Symp_2_03	1596590	1597494	10	0.07	active inference
3Symp_2_03	1606130	1606954	11	0.07	active inference
3Symp_2_03	1623848	1624446	12	0.07	active inference
3Symp_2_03	1835042	1835890	13	0.07	active inference
3Symp_2_03	2178636	2179426	14	0.07	active inference
3Symp_2_03	2193568	2194326	15	0.07	active inference
3Symp_2_03	2353428	2354458	16	0.07	active inference
3Symp_2_03	2528042	2528736	17	0.07	active inference
3Symp_2_03	2561862	2562684	18	0.07	active inference
3Symp_2_03	2755878	2756636	19	0.07	active inference
3Symp_2_03	1169830	1171534	1	0.07	branching time active inference
3Symp_2_03	1198368	1200198	2	0.07	branching time active inference
3Symp_2_03	750304	751366	1	0.07	active inference papers
3Symp_2_03	1741164	1742950	1	0.07	message passing algorithms
3Symp_2_03	2387858	2389730	1	0.07	grace model hierarchy models
3Symp_2_03	752128	753594	1	0.06	variational message passing
3Symp_2_03	2381836	2383590	1	0.06	different inference constraints
3Symp_2_03	364484	366102	1	0.06	Bayesian inference
3Symp_2_03	686076	687026	2	0.06	Bayesian inference
3Symp_2_03	925096	926450	3	0.06	Bayesian inference
3Symp_2_03	1836882	1837794	4	0.06	Bayesian inference
3Symp_2_03	1868622	1869810	5	0.06	Bayesian inference
3Symp_2_03	1987778	1988978	6	0.06	Bayesian inference
3Symp_2_03	1986796	1988978	1	0.06	actual variational Bayesian inference
3Symp_2_03	1369270	1370370	1	0.06	reactive message
3Symp_2_03	1539212	1539910	2	0.06	reactive message
3Symp_2_03	1587452	1588582	3	0.06	reactive message
3Symp_2_03	1659066	1659790	4	0.06	reactive message
3Symp_2_03	1822568	1823202	5	0.06	reactive message
3Symp_2_03	1984556	1985382	6	0.06	reactive message
3Symp_2_03	348240	349334	1	0.06	message passing
3Symp_2_03	355092	355786	2	0.06	message passing
3Symp_2_03	430152	431054	3	0.06	message passing
3Symp_2_03	730412	731590	4	0.06	message passing
3Symp_2_03	733276	734034	5	0.06	message passing
3Symp_2_03	752742	753594	6	0.06	message passing
3Symp_2_03	918504	919326	7	0.06	message passing
3Symp_2_03	1056042	1056826	8	0.06	message passing
3Symp_2_03	1079820	1080722	9	0.06	message passing
3Symp_2_03	1184092	1185314	10	0.06	message passing
3Symp_2_03	1188748	1189506	11	0.06	message passing
3Symp_2_03	1291644	1292406	12	0.06	message passing
3Symp_2_03	1303648	1304566	13	0.06	message passing
3Symp_2_03	1318808	1319854	14	0.06	message passing
3Symp_2_03	1346688	1347366	15	0.06	message passing
3Symp_2_03	1370062	1371330	16	0.06	message passing
3Symp_2_03	1388978	1389714	17	0.06	message passing
3Symp_2_03	1411098	1411786	18	0.06	message passing
3Symp_2_03	1539618	1540638	19	0.06	message passing
3Symp_2_03	1588258	1589490	20	0.06	message passing
3Symp_2_03	1630252	1631106	21	0.06	message passing
3Symp_2_03	1654610	1656250	22	0.06	message passing
3Symp_2_03	1658196	1659002	23	0.06	message passing
3Symp_2_03	1659498	1660362	24	0.06	message passing
3Symp_2_03	1733660	1734562	25	0.06	message passing
3Symp_2_03	1741164	1741986	26	0.06	message passing
3Symp_2_03	1822958	1823790	27	0.06	message passing
3Symp_2_03	1985122	1985954	28	0.06	message passing
3Symp_2_03	2616182	2617276	29	0.06	message passing
3Symp_2_03	1167806	1169490	1	0.06	Sophisticated inference
3Symp_2_03	1196750	1198134	2	0.06	Sophisticated inference
3Symp_2_03	1217656	1219390	3	0.06	Sophisticated inference
3Symp_2_03	1254036	1255790	4	0.06	Sophisticated inference
3Symp_2_03	2553538	2554664	5	0.06	Sophisticated inference
