key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Travel>TravelType>BusinessTravel	0.3133225440979004
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.29984045028686523
Technology&Computing>Computing>Internet>SocialNetworking	0.1964295208454132
Travel>TravelType	0.1840929239988327
Religion&Spirituality>Spirituality	0.1737602949142456
Hobbies&Interests>ContentProduction	0.17373955249786377
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.16477932035923004
Technology&Computing>Computing>Internet>InternetOfThings	0.15084120631217957
PersonalFinance>RetirementPlanning	0.1264035701751709
Travel	0.11953701078891754
EventsAndAttractions>PoliticalEvent	0.11412952840328217
Religion&Spirituality	0.10856988281011581
NewsAndPolitics>Politics>PoliticalIssues	0.09559043496847153
Travel>TravelType>AirTravel	0.08614836633205414
Hobbies&Interests>ParanormalPhenomena	0.06814459711313248
Education>LanguageLearning	0.06496663391590118
BusinessAndFinance>Business>BusinessOperations	0.06089154630899429
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.06032441556453705
NewsAndPolitics>Weather	0.05583614856004715
