key	relevance
Science	1.0
Hobbies&Interests>ContentProduction>FreelanceWriting	0.7779320478439331
Technology&Computing>ArtificialIntelligence	0.7710368037223816
Education>OnlineEducation	0.7515643835067749
EventsAndAttractions>Museums&Galleries	0.7013205885887146
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.7009942531585693
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	0.615678071975708
Hobbies&Interests>ContentProduction	0.5903059840202332
Technology&Computing>Computing>ProgrammingLanguages	0.4879871606826782
Technology&Computing>Computing>Internet>InternetOfThings	0.45143887400627136
Education	0.3896065354347229
BusinessAndFinance>Industries>EducationIndustry	0.3834374248981476
Science>Environment	0.36907759308815
EventsAndAttractions>Parks&Nature	0.3653792440891266
Technology&Computing	0.3220118284225464
Technology&Computing>Computing>ComputerSoftwareAndApplications>DesktopPublishing	0.2901321053504944
BooksAndLiterature>Biographies	0.28762274980545044
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.27743664383888245
EventsAndAttractions>HistoricSiteAndLandmarkTours	0.276869535446167
Technology&Computing>Computing>ComputerSoftwareAndApplications	0.2764515280723572
