docLabel	start	end	count	rank	text
3Symp_2_01	1633154	1633864	1	0.07	causal theory
3Symp_2_01	1638402	1639580	2	0.07	causal theory
3Symp_2_01	1668718	1669880	3	0.07	causal theory
3Symp_2_01	1671182	1671988	4	0.07	causal theory
3Symp_2_01	1679758	1680344	5	0.07	causal theory
3Symp_2_01	1705360	1706032	6	0.07	causal theory
3Symp_2_01	1769982	1771240	7	0.07	causal theory
3Symp_2_01	1774894	1775572	8	0.07	causal theory
3Symp_2_01	1784674	1785304	9	0.07	causal theory
3Symp_2_01	1802278	1803404	10	0.07	causal theory
3Symp_2_01	1917116	1918390	11	0.07	causal theory
3Symp_2_01	1943252	1943886	12	0.07	causal theory
3Symp_2_01	1946888	1947582	13	0.07	causal theory
3Symp_2_01	1961276	1962530	14	0.07	causal theory
3Symp_2_01	2085012	2085722	15	0.07	causal theory
3Symp_2_01	2095752	2096510	16	0.07	causal theory
3Symp_2_01	2105640	2106706	17	0.07	causal theory
3Symp_2_01	2178318	2179332	18	0.07	causal theory
3Symp_2_01	2281726	2282584	19	0.07	causal theory
3Symp_2_01	2382978	2384140	20	0.07	causal theory
3Symp_2_01	2460682	2462992	21	0.07	causal theory
3Symp_2_01	2515392	2516224	22	0.07	causal theory
3Symp_2_01	2533298	2534072	23	0.07	causal theory
3Symp_2_01	2536530	2537176	24	0.07	causal theory
3Symp_2_01	2554518	2555244	25	0.07	causal theory
3Symp_2_01	2557350	2558224	26	0.07	causal theory
3Symp_2_01	2676894	2677620	27	0.07	causal theory
3Symp_2_01	2686200	2687528	28	0.07	causal theory
3Symp_2_01	2755948	2756684	29	0.07	causal theory
3Symp_2_01	2832430	2833144	30	0.07	causal theory
3Symp_2_01	2872254	2873364	31	0.07	causal theory
3Symp_2_01	2996674	2997356	32	0.07	causal theory
3Symp_2_01	3056326	3057388	33	0.07	causal theory
3Symp_2_01	3087554	3088648	34	0.07	causal theory
3Symp_2_01	3162330	3163056	35	0.07	causal theory
3Symp_2_01	3214138	3214960	36	0.07	causal theory
3Symp_2_01	3226398	3227268	37	0.07	causal theory
3Symp_2_01	3410402	3411500	38	0.07	causal theory
3Symp_2_01	2822190	2823524	1	0.06	possible causal theories
3Symp_2_01	392772	394378	1	0.06	other cognition actors
3Symp_2_01	834726	835836	2	0.06	other cognition actors
3Symp_2_01	3490858	3491984	3	0.06	other cognition actors
3Symp_2_01	3562238	3563640	4	0.06	other cognition actors
3Symp_2_01	3575542	3577120	5	0.06	other cognition actors
3Symp_2_01	1838514	1839900	1	0.06	causal rules
3Symp_2_01	2783458	2784136	2	0.06	causal rules
3Symp_2_01	3413298	3413976	3	0.06	causal rules
3Symp_2_01	348132	349434	1	0.06	cognition actors
3Symp_2_01	381696	382966	2	0.06	cognition actors
3Symp_2_01	393076	394378	3	0.06	cognition actors
3Symp_2_01	449748	451170	4	0.06	cognition actors
3Symp_2_01	771426	772440	5	0.06	cognition actors
3Symp_2_01	789862	790764	6	0.06	cognition actors
3Symp_2_01	818232	818984	7	0.06	cognition actors
3Symp_2_01	834982	835836	8	0.06	cognition actors
3Symp_2_01	2868600	2869836	9	0.06	cognition actors
3Symp_2_01	3491146	3491984	10	0.06	cognition actors
3Symp_2_01	3553662	3554920	11	0.06	cognition actors
3Symp_2_01	3562462	3563640	12	0.06	cognition actors
3Symp_2_01	3575846	3577120	13	0.06	cognition actors
3Symp_2_01	1793654	1794236	1	0.05	other objects
3Symp_2_01	1896422	1897036	2	0.05	other objects
3Symp_2_01	2637938	2638824	1	0.05	latent objects
3Symp_2_01	2662752	2663728	2	0.05	latent objects
3Symp_2_01	2760458	2761168	3	0.05	latent objects
3Symp_2_01	2887954	2889480	4	0.05	latent objects
3Symp_2_01	2890258	2891432	5	0.05	latent objects
3Symp_2_01	3454996	3455748	6	0.05	latent objects
3Symp_2_01	300748	301856	1	0.05	different cognition models
3Symp_2_01	1720622	1724520	1	0.05	unobserved objects
3Symp_2_01	2494400	2495900	2	0.05	unobserved objects
3Symp_2_01	1700038	1701612	1	0.05	latent object types
3Symp_2_01	2861146	2862336	2	0.05	latent object types
3Symp_2_01	1707168	1708784	1	0.05	hidden objects
3Symp_2_01	1950856	1952014	2	0.05	hidden objects
3Symp_2_01	3435514	3437460	1	0.05	cognitive actors
3Symp_2_01	321870	323160	1	0.04	simple actors
3Symp_2_01	323520	324664	1	0.04	independent actors
3Symp_2_01	1341222	1344650	1	0.04	engineer cognition
3Symp_2_01	1398858	1399898	2	0.04	engineer cognition
