text	entity_type		start	end
Mahault	person_name		21524	22202
Mahault Abu Rasin	person_name		32132	33610
Mahault	person_name		39348	39994
Mawal Bahasa	person_name		105708	106686
PhD student	occupation		107648	108570
cognitive computing	occupation		108912	110118
social sciences	occupation		114350	115690
philosophy	occupation		116210	117338
consciousness	occupation		117514	118154
science	occupation		118202	118778
artificial intelligence	occupation		119492	120990
philosophy	occupation		132150	132766
phenomenology	occupation		151876	152714
agent	occupation		327478	327896
agent	occupation		336538	336896
Mike Levin	person_name		588388	589210
ominnology	occupation		662242	662786
Jeff Yoshimi	person_name		1033784	1034894
agents	occupation		1211632	1211978
agents	occupation		1233172	1233470
agent	occupation		1243032	1243234
agents	occupation		1248380	1248790
Agents	occupation		1287350	1287810
agents	occupation		1296408	1296758
Karl Rozan	person_name		1342710	1344130
Emma Holmes	person_name		1349564	1350550
category theory	occupation		1624218	1624896
category theory	occupation		1783874	1785100
ology	occupation		1810704	1811588
Daniel	person_name		1828222	1828692
