docLabel	sp	myTime	myTimeDisplay	myTimeSRT
mo009-1	A	7210	00:07	00:00:07,203
mo009-1	A	909720	15:09	00:15:09,207
mo009-1	A	1472210	24:32	00:24:32,329
mo009-1	A	1735360	28:55	00:28:55,568
mo009-1	A	2053540	34:13	00:34:13,850
mo009-1	A	2219960	36:59	00:36:59,004
mo009-1	A	2362520	39:22	00:39:22,129
mo009-1	A	2513466	41:53	00:41:53,268
mo009-1	A	2574380	42:54	00:42:54,323
mo009-1	A	2734880	45:34	00:45:34,465
mo009-1	A	2795540	46:35	00:46:35,520
mo009-1	A	3099380	51:39	00:51:39,794
mo009-1	A	3335790	55:35	00:55:35,006
mo009-1	A	3533100	58:53	00:58:53,186
mo009-1	B	44998	00:44	00:00:44,595
mo009-1	B	941542	15:41	00:15:41,525
mo009-1	B	1526874	25:26	00:25:26,377
mo009-1	B	1793200	29:53	00:29:53,620
mo009-1	B	2079900	34:39	00:34:39,876
mo009-1	B	2260682	37:40	00:37:40,039
mo009-1	B	2441826	40:41	00:40:41,202
mo009-1	B	2543592	42:23	00:42:23,292
mo009-1	B	2634386	43:54	00:43:54,377
mo009-1	B	2785010	46:25	00:46:25,509
mo009-1	B	2848588	47:28	00:47:28,567
mo009-1	B	3207010	53:27	00:53:27,889
mo009-1	B	3469336	57:49	00:57:49,128
mo009-1	B	3575452	59:35	00:59:35,222
