key	relevance
Science	1.0
Technology&Computing>ArtificialIntelligence	0.6068370938301086
NewsAndPolitics>Politics>PoliticalIssues	0.4652969241142273
Technology&Computing>Computing>Internet>SocialNetworking	0.42455339431762695
EventsAndAttractions>PoliticalEvent	0.40025776624679565
Hobbies&Interests>ContentProduction	0.3778727352619171
Science>Environment	0.3271538019180298
Technology&Computing	0.3075244724750519
BusinessAndFinance>Industries>InformationServicesIndustry	0.2427099645137787
NewsAndPolitics>Politics	0.22550801932811737
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.18342627584934235
Hobbies&Interests>ParanormalPhenomena	0.17063629627227783
Pets>Birds	0.16229557991027832
Hobbies&Interests>Beekeeping	0.16104313731193542
BusinessAndFinance>Industries>TechnologyIndustry	0.15049107372760773
MedicalHealth>DiseasesAndConditions>MentalHealth	0.14053352177143097
FamilyAndRelationships	0.13930091261863708
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.12765248119831085
Science>BiologicalSciences	0.11235476285219193
Sports>Soccer	0.10535824298858643
