docLabel	start	end	count	rank	text
Basics2023-05	1230500	4678056	3	0.06	social systems
Basics2023-05	13214	4825768	22	0.06	collective behavior
Basics2023-05	3511516	3512556	1	0.06	collective systems
Basics2023-05	1023214	2680046	4	0.06	different kinds
Basics2023-05	3714358	3716320	1	0.06	different social intelligences
Basics2023-05	4747206	4749760	1	0.06	different social considerations
Basics2023-05	1734578	1735238	1	0.06	other system
Basics2023-05	18558	4828500	9	0.06	social sciences
Basics2023-05	2242742	2246230	1	0.06	collective behavior crossover
Basics2023-05	4653578	4654550	1	0.06	social questions
Basics2023-05	2007972	2009710	1	0.05	information systems
Basics2023-05	3245822	3247364	1	0.05	certain social scientific methods
Basics2023-05	2209156	2753060	3	0.05	other people
Basics2023-05	3567930	3568950	1	0.05	different agents
Basics2023-05	3071728	3072880	1	0.05	individual behavior
