docLabel	sp	myTime	myTimeDisplay	myTimeSRT
Basics2023-05	A	5460	00:05	00:00:05,455
Basics2023-05	A	243340	04:03	00:04:03,203
Basics2023-05	A	305070	05:05	00:05:05,760
Basics2023-05	A	461170	07:41	00:07:41,201
Basics2023-05	A	562340	09:22	00:09:22,093
Basics2023-05	A	794020	13:14	00:13:14,170
Basics2023-05	A	981760	16:21	00:16:21,867
Basics2023-05	A	1597710	26:37	00:26:37,442
Basics2023-05	A	1756380	29:16	00:29:16,583
Basics2023-05	A	1908200	31:48	00:31:48,723
Basics2023-05	A	2327280	38:47	00:38:47,100
Basics2023-05	A	2564220	42:44	00:42:44,313
Basics2023-05	A	2875520	47:55	00:47:55,594
Basics2023-05	A	3014580	50:14	00:50:14,715
Basics2023-05	A	3337420	55:37	00:55:37,008
Basics2023-05	A	3612180	1:00:12	01:00:12,316
Basics2023-05	A	3993700	1:06:33	01:06:33,586
Basics2023-05	A	4379830	1:12:59	01:12:59,087
Basics2023-05	A	4610250	1:16:50	01:16:50,152
Basics2023-05	B	48840	00:48	00:00:48,979
Basics2023-05	B	384230	06:24	00:06:24,492
Basics2023-05	B	539540	08:59	00:08:59,924
Basics2023-05	B	825820	13:45	00:13:45,487
Basics2023-05	B	1288590	21:28	00:21:28,163
Basics2023-05	B	1485800	24:45	00:24:45,342
Basics2023-05	B	1839480	30:39	00:30:39,660
Basics2023-05	B	2294040	38:14	00:38:14,067
Basics2023-05	B	2345640	39:05	00:39:05,112
Basics2023-05	B	2504580	41:44	00:41:44,259
Basics2023-05	B	2703960	45:03	00:45:03,434
Basics2023-05	B	3275960	54:35	00:54:35,952
Basics2023-05	B	3587660	59:47	00:59:47,234
Basics2023-05	B	4288940	1:11:28	01:11:28,239
Basics2023-05	B	4476490	1:14:36	01:14:36,934
Basics2023-05	C	66580	01:06	00:01:06,157
Basics2023-05	C	748770	12:28	00:12:28,777
Basics2023-05	C	1291550	21:31	00:21:31,166
Basics2023-05	C	1398550	23:18	00:23:18,261
Basics2023-05	D	97850	01:37	00:01:37,281
Basics2023-05	D	160830	02:40	00:02:40,497
Basics2023-05	D	249820	04:09	00:04:09,268
Basics2023-05	D	348250	05:48	00:05:48,192
Basics2023-05	D	439130	07:19	00:07:19,981
Basics2023-05	D	704530	11:44	00:11:44,394
Basics2023-05	D	802100	13:22	00:13:22,250
Basics2023-05	D	922220	15:22	00:15:22,331
Basics2023-05	D	1354790	22:34	00:22:34,223
Basics2023-05	D	1554010	25:54	00:25:54,404
Basics2023-05	D	1702430	28:22	00:28:22,535
Basics2023-05	D	2462760	41:02	00:41:02,217
Basics2023-05	D	2514280	41:54	00:41:54,269
Basics2023-05	D	2916380	48:36	00:48:36,629
Basics2023-05	E	120610	02:00	00:02:00,096
Basics2023-05	E	494652	08:14	00:08:14,476
Basics2023-05	E	3867920	1:04:27	01:04:27,448
Basics2023-05	E	4413730	1:13:33	01:13:33,366
