"Start Time","End Time","Transcript"
"00;00;26;29","00;00;27;15","Hello"
"00;00;27;15","00;00;27;24","and"
"00;00;27;24","00;00;28;07","welcome"
"00;00;28;07","00;00;29;13","everyone."
"00;00;29;13","00;00;29;20","It's"
"00;00;29;20","00;00;30;21","April 28th,"
"00;00;30;21","00;00;31;08","20,"
"00;00;31;08","00;00;32;07","22."
"00;00;32;07","00;00;32;17","And"
"00;00;32;17","00;00;32;23","we're"
"00;00;32;23","00;00;33;03","here"
"00;00;33;03","00;00;33;13","in"
"00;00;33;13","00;00;33;25","Acton"
"00;00;33;25","00;00;34;05","five"
"00;00;34;05","00;00;34;13","live"
"00;00;34;13","00;00;34;22","stream"
"00;00;34;22","00;00;35;00","number"
"00;00;35;00","00;00;36;26","43.0"
"00;00;36;26","00;00;37;20","discussing"
"00;00;37;20","00;00;38;03","predictive"
"00;00;38;03","00;00;38;19","coding"
"00;00;38;19","00;00;38;24","a"
"00;00;38;24","00;00;39;23","theoretical"
"00;00;39;23","00;00;40;17","experimental"
"00;00;40;17","00;00;41;09","review."
"00;00;42;08","00;00;42;21","Welcome"
"00;00;42;21","00;00;43;03","to the"
"00;00;43;03","00;00;43;12","Acton"
"00;00;43;12","00;00;44;04","Flop"
"00;00;44;09","00;00;44;17","We're"
"00;00;44;17","00;00;45;14","participatory"
"00;00;45;14","00;00;45;28","online"
"00;00;45;28","00;00;46;09","lab"
"00;00;46;09","00;00;46;18","that is"
"00;00;46;18","00;00;47;15","communicating,"
"00;00;47;15","00;00;48;12","learning"
"00;00;48;12","00;00;48;14","and"
"00;00;48;14","00;00;49;02","practicing"
"00;00;49;02","00;00;49;14","applied"
"00;00;49;14","00;00;49;23","active"
"00;00;49;23","00;00;50;18","inference."
"00;00;50;18","00;00;50;22","You"
"00;00;50;22","00;00;50;26","can"
"00;00;50;26","00;00;51;04","find"
"00;00;51;04","00;00;51;12","us at"
"00;00;51;12","00;00;51;21","links"
"00;00;51;21","00;00;51;27","here"
"00;00;51;27","00;00;52;27","on the slide."
"00;00;53;09","00;00;54;07","This is recorded"
"00;00;54;07","00;00;54;15","in an"
"00;00;54;15","00;00;54;28","archived"
"00;00;54;28","00;00;55;04","live"
"00;00;55;04","00;00;55;18","stream,"
"00;00;55;18","00;00;55;26","so"
"00;00;55;26","00;00;56;06","please"
"00;00;56;06","00;00;56;16","provide"
"00;00;56;16","00;00;56;20","us"
"00;00;56;20","00;00;57;06","with feedback"
"00;00;57;06","00;00;57;11","so"
"00;00;57;11","00;00;57;19","we can"
"00;00;57;19","00;00;58;02","improve"
"00;00;58;02","00;00;58;07","our"
"00;00;58;07","00;00;58;26","work."
"00;01;00;09","00;01;00;15","All"
"00;01;00;15","00;01;01;01","backgrounds"
"00;01;01;01","00;01;01;05","and"
"00;01;01;05","00;01;01;23","perspectives"
"00;01;01;23","00;01;01;26","are"
"00;01;01;26","00;01;02;23","welcome"
"00;01;02;28","00;01;03;02","and"
"00;01;03;02","00;01;03;06","we'll"
"00;01;03;06","00;01;03;10","be"
"00;01;03;10","00;01;03;26","following"
"00;01;03;26","00;01;03;28","the"
"00;01;03;28","00;01;04;07","video"
"00;01;04;07","00;01;04;21","etiquette"
"00;01;04;21","00;01;04;27","for"
"00;01;04;27","00;01;05;03","live"
"00;01;05;03","00;01;05;28","streams"
"00;01;07;24","00;01;07;29","head"
"00;01;07;29","00;01;08;05","over"
"00;01;08;05","00;01;08;20","to"
"00;01;08;20","00;01;09;00","active"
"00;01;09;00","00;01;09;12","inference"
"00;01;09;12","00;01;09;18","dot"
"00;01;09;18","00;01;10;09","org"
"00;01;10;09","00;01;10;15","if you"
"00;01;10;15","00;01;10;20","want"
"00;01;10;20","00;01;10;24","to"
"00;01;10;24","00;01;11;04","learn"
"00;01;11;04","00;01;11;15","more"
"00;01;11;15","00;01;11;23","about"
"00;01;11;23","00;01;12;01","how to"
"00;01;12;01","00;01;13;01","participate"
"00;01;13;01","00;01;13;08","in the"
"00;01;13;08","00;01;13;14","live"
"00;01;13;14","00;01;13;28","streams"
"00;01;13;28","00;01;14;03","or"
"00;01;14;03","00;01;14;14","anything"
"00;01;14;14","00;01;14;21","else"
"00;01;14;21","00;01;15;07","happening"
"00;01;15;07","00;01;15;13","in"
"00;01;15;13","00;01;15;24","Acton"
"00;01;15;24","00;01;16;13","Flat"
"00;01;18;06","00;01;19;03","OK,"
"00;01;19;13","00;01;19;21","we're"
"00;01;19;21","00;01;20;00","here"
"00;01;20;00","00;01;20;18","today"
"00;01;20;18","00;01;21;03","to"
"00;01;21;03","00;01;21;19","learn"
"00;01;21;19","00;01;21;27","and"
"00;01;21;27","00;01;23;07","discuss"
"00;01;23;07","00;01;23;10","the"
"00;01;23;10","00;01;24;04","paper."
"00;01;24;04","00;01;24;18","Predictive"
"00;01;24;18","00;01;25;03","Coding"
"00;01;25;03","00;01;25;07","A"
"00;01;25;07","00;01;25;29","theoretical"
"00;01;25;29","00;01;26;03","and"
"00;01;26;03","00;01;26;24","experimental"
"00;01;26;24","00;01;27;15","review"
"00;01;27;15","00;01;27;23","by"
"00;01;27;23","00;01;28;04","Barron"
"00;01;28;04","00;01;29;03","Milledge"
"00;01;29;03","00;01;29;08","and"
"00;01;29;08","00;01;29;15","you'll"
"00;01;29;15","00;01;30;02","Seth"
"00;01;30;02","00;01;30;08","and"
"00;01;30;08","00;01;30;23","Christopher"
"00;01;30;23","00;01;31;22","Buckley."
"00;01;32;05","00;01;32;25","The video"
"00;01;32;25","00;01;33;02","is"
"00;01;33;02","00;01;33;13","just"
"00;01;33;13","00;01;33;17","an"
"00;01;33;17","00;01;34;09","introduction"
"00;01;34;09","00;01;34;16","and a"
"00;01;34;16","00;01;35;19","contextualization"
"00;01;35;19","00;01;35;25","for"
"00;01;35;25","00;01;36;23","some of the ideas"
"00;01;36;23","00;01;36;26","and"
"00;01;36;26","00;01;37;04","some of"
"00;01;37;04","00;01;37;07","the"
"00;01;37;07","00;01;37;22","details"
"00;01;37;22","00;01;37;26","of the"
"00;01;37;26","00;01;38;20","paper"
"00;01;38;20","00;01;38;25","and"
"00;01;38;25","00;01;39;09","the"
"00;01;39;09","00;01;39;19","broad"
"00;01;39;19","00;01;40;15","sense."
"00;01;40;15","00;01;40;24","It's"
"00;01;40;24","00;01;41;02","not a"
"00;01;41;02","00;01;41;21","review"
"00;01;41;21","00;01;42;03","or"
"00;01;42;03","00;01;42;05","a"
"00;01;42;05","00;01;42;17","final"
"00;01;42;17","00;01;43;12","word."
"00;01;43;12","00;01;44;05","It's"
"00;01;44;11","00;01;44;21","as"
"00;01;44;21","00;01;44;24","with"
"00;01;44;24","00;01;45;00","some"
"00;01;45;00","00;01;45;02","of"
"00;01;45;02","00;01;45;07","these"
"00;01;45;07","00;01;45;21","other"
"00;01;45;21","00;01;46;11","technical"
"00;01;46;11","00;01;46;22","dense"
"00;01;46;22","00;01;47;16","papers,"
"00;01;47;16","00;01;47;25","it's"
"00;01;47;25","00;01;48;00","like"
"00;01;48;00","00;01;48;04","an"
"00;01;48;04","00;01;48;19","opening"
"00;01;48;19","00;01;48;24","for"
"00;01;48;24","00;01;49;03","those"
"00;01;49;03","00;01;49;07","who"
"00;01;49;07","00;01;49;18","have"
"00;01;49;18","00;01;50;08","technical"
"00;01;50;08","00;01;51;05","questions"
"00;01;51;05","00;01;51;16","at the"
"00;01;51;16","00;01;52;02","learning"
"00;01;52;02","00;01;52;15","side"
"00;01;52;15","00;01;52;19","of"
"00;01;52;19","00;01;53;02","things"
"00;01;53;02","00;01;53;18","or at"
"00;01;53;18","00;01;53;21","the"
"00;01;53;21","00;01;54;14","more"
"00;01;54;14","00;01;55;01","advanced"
"00;01;55;01","00;01;55;14","research"
"00;01;55;14","00;01;55;21","side"
"00;01;55;21","00;01;56;11","of things"
"00;01;56;11","00;01;56;20","to"
"00;01;56;20","00;01;56;29","come"
"00;01;56;29","00;01;57;17","get involved"
"00;01;57;17","00;01;57;28","because"
"00;01;57;28","00;01;58;03","this"
"00;01;58;03","00;01;58;09","is a"
"00;01;58;09","00;01;58;24","technical"
"00;01;58;24","00;01;59;05","paper,"
"00;01;59;05","00;01;59;19","but"
"00;01;59;24","00;02;00;08","also"
"00;02;00;08","00;02;00;22","hopefully"
"00;02;00;22","00;02;01;00","as"
"00;02;01;00","00;02;01;06","well"
"00;02;01;06","00;02;01;23","unpack."
"00;02;01;23","00;02;02;00","It has"
"00;02;02;00","00;02;02;08","a lot"
"00;02;02;08","00;02;02;11","of"
"00;02;02;11","00;02;03;04","cool"
"00;02;03;04","00;02;04;00","biological"
"00;02;04;00","00;02;04;06","and"
"00;02;04;06","00;02;05;11","philosophical"
"00;02;05;11","00;02;06;04","implications"
"00;02;07;17","00;02;07;27","so in"
"00;02;07;27","00;02;09;18","43.0,"
"00;02;09;18","00;02;09;24","we're"
"00;02;09;24","00;02;10;01","going"
"00;02;10;01","00;02;10;18","to say"
"00;02;10;18","00;02;11;12","hello"
"00;02;11;12","00;02;11;22","and"
"00;02;11;22","00;02;12;06","introduce"
"00;02;12;06","00;02;12;10","some"
"00;02;12;10","00;02;12;16","big"
"00;02;12;16","00;02;13;12","questions,"
"00;02;13;12","00;02;13;22","then"
"00;02;13;22","00;02;14;03","cover"
"00;02;14;03","00;02;14;17","the aims"
"00;02;14;17","00;02;14;20","and"
"00;02;14;20","00;02;15;01","claims"
"00;02;15;01","00;02;15;07","of the"
"00;02;15;07","00;02;15;24","paper."
"00;02;15;24","00;02;16;16","The abstract"
"00;02;16;16","00;02;17;20","in the roadmap,"
"00;02;17;20","00;02;17;28","and"
"00;02;17;28","00;02;18;05","then"
"00;02;18;05","00;02;18;13","pretty"
"00;02;18;13","00;02;18;20","much"
"00;02;18;20","00;02;18;28","just"
"00;02;18;28","00;02;19;08","jump"
"00;02;19;08","00;02;19;14","right"
"00;02;19;14","00;02;20;15","in and"
"00;02;20;15","00;02;20;18","we're"
"00;02;20;18","00;02;20;21","going"
"00;02;20;21","00;02;20;24","to"
"00;02;20;24","00;02;21;16","focus"
"00;02;21;16","00;02;22;02","a lot"
"00;02;22;02","00;02;22;15","on the"
"00;02;22;15","00;02;23;11","introduction,"
"00;02;23;11","00;02;24;06","the context"
"00;02;24;06","00;02;24;15","and"
"00;02;24;15","00;02;24;18","the"
"00;02;24;18","00;02;25;00","single"
"00;02;25;00","00;02;25;11","layer"
"00;02;25;11","00;02;25;25","predictive"
"00;02;25;25","00;02;26;07","coding"
"00;02;26;07","00;02;27;01","model."
"00;02;27;01","00;02;27;07","And"
"00;02;27;07","00;02;27;25","then"
"00;02;27;25","00;02;28;01","we'll"
"00;02;28;01","00;02;28;05","go"
"00;02;28;05","00;02;28;07","a"
"00;02;28;07","00;02;28;12","little"
"00;02;28;12","00;02;28;17","bit"
"00;02;28;17","00;02;29;05","faster"
"00;02;29;05","00;02;29;16","through"
"00;02;29;16","00;02;29;19","the"
"00;02;29;19","00;02;29;27","later"
"00;02;29;27","00;02;30;10","sections"
"00;02;30;10","00;02;30;14","of the"
"00;02;30;14","00;02;31;04","paper"
"00;02;31;04","00;02;31;18","talking"
"00;02;31;18","00;02;31;25","about"
"00;02;31;25","00;02;32;00","some"
"00;02;32;00","00;02;32;29","generalizations"
"00;02;32;29","00;02;33;04","of"
"00;02;33;04","00;02;33;17","predictive"
"00;02;33;17","00;02;34;08","coding"
"00;02;34;08","00;02;34;13","and"
"00;02;34;13","00;02;34;19","some"
"00;02;34;19","00;02;35;01","important"
"00;02;35;01","00;02;35;17","points"
"00;02;35;17","00;02;35;23","that"
"00;02;35;23","00;02;35;25","the"
"00;02;35;25","00;02;36;08","authors"
"00;02;36;08","00;02;36;28","raise."
"00;02;37;01","00;02;37;07","So"
"00;02;37;07","00;02;37;15","if you want"
"00;02;37;15","00;02;37;17","to"
"00;02;37;17","00;02;38;07","participate"
"00;02;38;07","00;02;38;14","in"
"00;02;38;14","00;02;39;18","43.1"
"00;02;39;18","00;02;39;23","or"
"00;02;39;23","00;02;40;01","point"
"00;02;40;01","00;02;40;18","two in"
"00;02;40;18","00;02;40;28","the coming"
"00;02;40;28","00;02;41;20","weeks,"
"00;02;41;20","00;02;42;08","just"
"00;02;42;08","00;02;42;18","let us"
"00;02;42;18","00;02;43;00","know."
"00;02;43;28","00;02;44;18","OK,"
"00;02;44;18","00;02;45;04","so"
"00;02;45;04","00;02;45;23","we can"
"00;02;45;23","00;02;46;00","say"
"00;02;46;00","00;02;46;27","hello"
"00;02;46;28","00;02;47;17","and"
"00;02;47;17","00;02;48;07","give"
"00;02;48;07","00;02;48;15","any"
"00;02;48;15","00;02;48;28","information"
"00;02;48;28","00;02;49;03","that"
"00;02;49;03","00;02;49;07","we'd"
"00;02;49;07","00;02;49;18","like."
"00;02;49;18","00;02;50;03","And"
"00;02;50;03","00;02;50;17","also"
"00;02;50;17","00;02;50;28","just"
"00;02;50;28","00;02;51;09","maybe"
"00;02;51;09","00;02;51;23","something"
"00;02;51;23","00;02;51;28","that"
"00;02;51;28","00;02;52;03","we"
"00;02;52;03","00;02;52;11","thought"
"00;02;52;11","00;02;52;16","was"
"00;02;52;16","00;02;53;03","exciting"
"00;02;53;03","00;02;53;17","or"
"00;02;53;17","00;02;53;27","something"
"00;02;53;27","00;02;54;02","that"
"00;02;54;02","00;02;54;19","motivated"
"00;02;54;19","00;02;55;16","us to"
"00;02;55;16","00;02;56;00","get"
"00;02;56;00","00;02;56;18","involved"
"00;02;56;18","00;02;56;23","in"
"00;02;56;23","00;02;57;14","this"
"00;02;57;14","00;02;57;23","quite"
"00;02;57;23","00;02;58;09","involved"
"00;02;58;09","00;02;59;06","paper."
"00;02;59;11","00;02;59;20","So I'm"
"00;02;59;20","00;03;00;14","Daniel,"
"00;03;00;14","00;03;00;23","I'm a"
"00;03;00;23","00;03;01;11","researcher"
"00;03;01;11","00;03;01;14","in"
"00;03;01;14","00;03;02;20","California,"
"00;03;02;20","00;03;03;12","and I"
"00;03;03;12","00;03;03;20","was"
"00;03;03;20","00;03;04;08","curious"
"00;03;04;08","00;03;04;17","to"
"00;03;04;17","00;03;04;27","learn"
"00;03;04;27","00;03;05;07","more"
"00;03;05;07","00;03;05;16","about"
"00;03;05;16","00;03;05;26","how"
"00;03;05;26","00;03;06;11","predictive"
"00;03;06;11","00;03;07;03","coding"
"00;03;07;03","00;03;07;09","and"
"00;03;07;09","00;03;07;21","predictive"
"00;03;07;21","00;03;08;13","processing"
"00;03;08;13","00;03;08;25","related"
"00;03;08;25","00;03;09;09","to"
"00;03;09;09","00;03;09;20","active"
"00;03;09;20","00;03;10;22","inference"
"00;03;10;22","00;03;11;01","and"
"00;03;11;01","00;03;11;12","also"
"00;03;11;12","00;03;11;20","just"
"00;03;11;20","00;03;12;00","about"
"00;03;12;00","00;03;12;18","how"
"00;03;12;18","00;03;13;03","different"
"00;03;13;03","00;03;14;04","models"
"00;03;14;04","00;03;14;24","framed"
"00;03;14;24","00;03;15;27","anticipatory"
"00;03;15;27","00;03;16;27","systems."
"00;03;16;27","00;03;17;08","So"
"00;03;17;08","00;03;17;14","over"
"00;03;17;14","00;03;17;18","to"
"00;03;17;18","00;03;17;27","you,"
"00;03;17;27","00;03;18;08","Maria,"
"00;03;22;01","00;03;22;16","hello,"
"00;03;22;16","00;03;23;00","Daniel."
"00;03;23;00","00;03;23;03","And"
"00;03;23;03","00;03;24;08","everyone."
"00;03;25;05","00;03;25;18","I have"
"00;03;25;18","00;03;25;20","a"
"00;03;25;20","00;03;26;08","bachelor's"
"00;03;26;08","00;03;26;20","degree"
"00;03;26;20","00;03;26;26","in"
"00;03;26;26","00;03;27;25","psychology"
"00;03;27;25","00;03;28;14","and I"
"00;03;28;14","00;03;28;21","am a"
"00;03;28;21","00;03;29;07","master's"
"00;03;29;07","00;03;29;26","candidate."
"00;03;29;26","00;03;29;28","In"
"00;03;29;28","00;03;30;14","Philosophy"
"00;03;30;14","00;03;30;16","of"
"00;03;30;16","00;03;31;22","Science"
"00;03;32;00","00;03;32;09","in the"
"00;03;32;09","00;03;33;02","University"
"00;03;33;02","00;03;33;12","of San"
"00;03;33;12","00;03;33;23","Paulo,"
"00;03;33;23","00;03;34;21","Brazil."
"00;03;34;24","00;03;36;08","And I"
"00;03;36;08","00;03;36;17","am"
"00;03;36;17","00;03;37;10","researching"
"00;03;37;10","00;03;37;12","the"
"00;03;37;12","00;03;38;04","relationship"
"00;03;38;04","00;03;38;28","between"
"00;03;38;28","00;03;39;11","predictive"
"00;03;39;11","00;03;40;05","processing"
"00;03;40;05","00;03;40;21","and"
"00;03;40;21","00;03;41;12","illusionist"
"00;03;41;12","00;03;41;27","theories"
"00;03;41;27","00;03;42;01","of"
"00;03;42;01","00;03;43;09","consciousness."
"00;03;43;09","00;03;43;17","And"
"00;03;43;17","00;03;43;28","I think"
"00;03;43;28","00;03;44;14","what"
"00;03;44;14","00;03;45;02","brought me"
"00;03;45;02","00;03;45;09","here"
"00;03;45;09","00;03;45;21","today"
"00;03;45;21","00;03;46;15","was"
"00;03;47;20","00;03;48;13","my"
"00;03;48;13","00;03;49;03","my wish"
"00;03;49;03","00;03;49;19","to"
"00;03;49;19","00;03;50;03","start"
"00;03;50;03","00;03;50;18","learning"
"00;03;50;18","00;03;50;28","about"
"00;03;50;28","00;03;51;00","the"
"00;03;51;00","00;03;51;24","Formalisms,"
"00;03;51;24","00;03;52;05","because"
"00;03;52;05","00;03;52;06","I"
"00;03;52;06","00;03;52;19","don't"
"00;03;52;19","00;03;52;28","really"
"00;03;52;28","00;03;53;16","see it"
"00;03;53;16","00;03;53;21","in"
"00;03;53;21","00;03;54;16","philosophy"
"00;03;54;16","00;03;54;25","and I"
"00;03;54;25","00;03;55;04","don't"
"00;03;55;04","00;03;55;13","actually"
"00;03;55;13","00;03;55;25","needed"
"00;03;55;25","00;03;56;20","for my"
"00;03;56;22","00;03;57;14","dissertation,"
"00;03;57;14","00;03;57;26","but"
"00;03;57;26","00;03;58;21","eventually"
"00;03;58;21","00;03;59;05","I wanted"
"00;03;59;05","00;03;59;09","to"
"00;03;59;09","00;04;00;11","continue"
"00;04;00;11","00;04;00;23","my"
"00;04;00;23","00;04;00;28","my"
"00;04;00;28","00;04;01;10","work"
"00;04;01;10","00;04;01;15","on"
"00;04;01;15","00;04;01;23","predict"
"00;04;01;23","00;04;02;11","destruction."
"00;04;02;11","00;04;03;00","So"
"00;04;03;00","00;04;03;14","eventually"
"00;04;03;14","00;04;03;25","I had"
"00;04;03;25","00;04;03;28","to"
"00;04;03;28","00;04;04;10","study"
"00;04;04;10","00;04;04;11","it"
"00;04;04;11","00;04;05;01","and I"
"00;04;05;01","00;04;05;09","just"
"00;04;05;09","00;04;05;17","thought,"
"00;04;05;17","00;04;05;23","well,"
"00;04;05;23","00;04;06;07","maybe"
"00;04;06;07","00;04;06;15","that's"
"00;04;06;15","00;04;07;13","a good idea"
"00;04;07;28","00;04;08;04","to"
"00;04;08;04","00;04;08;13","come"
"00;04;08;13","00;04;08;23","here"
"00;04;08;23","00;04;09;15","and"
"00;04;09;15","00;04;10;01","minimize"
"00;04;10;01","00;04;10;12","my"
"00;04;10;12","00;04;12;04","uncertainties."
"00;04;12;11","00;04;13;06","Awesome."
"00;04;13;06","00;04;13;14","Through"
"00;04;13;14","00;04;13;29","inference"
"00;04;13;29","00;04;14;23","and or"
"00;04;14;23","00;04;15;04","through"
"00;04;15;04","00;04;15;27","action."
"00;04;15;27","00;04;16;02","And"
"00;04;16;02","00;04;16;16","also,"
"00;04;16;16","00;04;16;26","thanks"
"00;04;16;26","00;04;17;04","a lot,"
"00;04;17;04","00;04;17;15","Brock,"
"00;04;17;15","00;04;17;22","for"
"00;04;17;22","00;04;18;03","helping"
"00;04;18;03","00;04;18;07","in the"
"00;04;18;07","00;04;18;16","Dark"
"00;04;18;16","00;04;18;27","Zero"
"00;04;20;05","00;04;20;09","So"
"00;04;20;09","00;04;20;13","we'll"
"00;04;20;13","00;04;20;18","just"
"00;04;20;18","00;04;20;27","start"
"00;04;20;27","00;04;21;02","with"
"00;04;21;02","00;04;21;04","the"
"00;04;21;04","00;04;21;19","big"
"00;04;21;19","00;04;22;08","questions."
"00;04;22;08","00;04;22;11","And"
"00;04;22;11","00;04;22;16","these"
"00;04;22;16","00;04;22;18","are"
"00;04;22;18","00;04;22;21","the"
"00;04;22;21","00;04;22;27","kind"
"00;04;22;27","00;04;22;29","of"
"00;04;22;29","00;04;23;17","questions"
"00;04;23;17","00;04;23;24","that"
"00;04;23;24","00;04;24;10","might"
"00;04;24;10","00;04;24;24","motivate"
"00;04;24;24","00;04;25;16","someone"
"00;04;25;16","00;04;25;24","or"
"00;04;25;24","00;04;26;07","interest"
"00;04;26;07","00;04;26;17","them"
"00;04;26;17","00;04;26;22","in"
"00;04;26;22","00;04;27;26","this paper"
"00;04;27;26","00;04;28;06","without"
"00;04;28;06","00;04;28;14","even"
"00;04;28;14","00;04;29;00","mentioning"
"00;04;29;00","00;04;29;11","active"
"00;04;29;11","00;04;29;24","inference"
"00;04;29;24","00;04;29;29","per"
"00;04;29;29","00;04;30;07","se."
"00;04;30;07","00;04;30;11","But"
"00;04;30;11","00;04;30;16","these"
"00;04;30;16","00;04;30;18","are"
"00;04;30;18","00;04;30;24","like"
"00;04;30;24","00;04;30;27","some"
"00;04;30;27","00;04;31;03","big"
"00;04;31;03","00;04;31;17","questions"
"00;04;31;17","00;04;31;21","that"
"00;04;31;21","00;04;31;29","get"
"00;04;31;29","00;04;32;08","touched"
"00;04;32;08","00;04;32;28","upon."
"00;04;33;07","00;04;33;20","What is the"
"00;04;33;20","00;04;34;03","formal"
"00;04;34;03","00;04;34;19","basis"
"00;04;34;19","00;04;34;23","of"
"00;04;34;23","00;04;35;07","predictive"
"00;04;35;07","00;04;36;00","coding?"
"00;04;36;10","00;04;36;25","How is"
"00;04;36;25","00;04;37;09","predictive"
"00;04;37;09","00;04;37;24","coding"
"00;04;37;24","00;04;38;12","used"
"00;04;38;12","00;04;38;18","or"
"00;04;38;18","00;04;39;20","useful"
"00;04;39;24","00;04;40;10","what are some"
"00;04;40;10","00;04;40;27","areas"
"00;04;40;27","00;04;41;02","of"
"00;04;41;02","00;04;41;15","current"
"00;04;41;15","00;04;41;20","and"
"00;04;41;20","00;04;42;02","future"
"00;04;42;02","00;04;43;05","developments"
"00;04;43;05","00;04;43;14","and"
"00;04;43;14","00;04;43;24","what is"
"00;04;43;24","00;04;43;27","the"
"00;04;43;27","00;04;44;16","relationship"
"00;04;44;16","00;04;45;01","between"
"00;04;45;01","00;04;45;15","predictive"
"00;04;45;15","00;04;46;03","coding"
"00;04;46;03","00;04;46;10","and"
"00;04;46;10","00;04;46;21","active"
"00;04;46;21","00;04;47;18","inference?"
"00;04;47;18","00;04;47;27","And"
"00;04;47;27","00;04;48;11","hopefully"
"00;04;48;11","00;04;48;19","we'll"
"00;04;48;19","00;04;48;26","draw"
"00;04;48;26","00;04;49;03","out"
"00;04;49;03","00;04;49;18","more"
"00;04;49;18","00;04;50;19","questions."
"00;04;50;19","00;04;51;13","Anything else"
"00;04;51;13","00;04;52;04","to add"
"00;04;52;04","00;04;52;10","about"
"00;04;52;10","00;04;53;00","this"
"00;04;56;24","00;04;57;09","no,"
"00;04;57;09","00;04;57;15","that's"
"00;04;57;15","00;04;57;29","really"
"00;04;58;22","00;04;59;12","cool."
"00;05;00;18","00;05;01;05","The paper"
"00;05;01;05","00;05;01;22","is"
"00;05;01;22","00;05;02;06","predictive"
"00;05;02;06","00;05;02;22","coding"
"00;05;02;22","00;05;02;25","a"
"00;05;02;25","00;05;03;18","theoretical"
"00;05;03;18","00;05;03;23","and"
"00;05;03;23","00;05;04;15","experimental"
"00;05;04;15","00;05;05;03","view."
"00;05;05;03","00;05;05;12","I think"
"00;05;05;12","00;05;05;29","the first"
"00;05;05;29","00;05;06;13","version"
"00;05;06;13","00;05;06;22","was"
"00;05;06;22","00;05;07;13","from"
"00;05;07;13","00;05;08;11","2021,"
"00;05;08;11","00;05;08;20","but"
"00;05;08;20","00;05;09;22","the second"
"00;05;09;22","00;05;10;08","revised"
"00;05;10;08","00;05;10;19","version"
"00;05;10;19","00;05;11;28","was 22"
"00;05;11;28","00;05;12;07","by"
"00;05;12;07","00;05;12;21","Milledge,"
"00;05;12;21","00;05;13;04","Seth"
"00;05;13;04","00;05;13;10","and"
"00;05;13;10","00;05;14;01","Buckley"
"00;05;14;01","00;05;14;09","and"
"00;05;14;09","00;05;14;17","just"
"00;05;14;17","00;05;14;26","to"
"00;05;14;26","00;05;15;25","review"
"00;05;15;25","00;05;16;21","the"
"00;05;16;24","00;05;17;24","core claim"
"00;05;17;24","00;05;17;27","and"
"00;05;17;27","00;05;18;02","then"
"00;05;18;02","00;05;18;08","some"
"00;05;18;08","00;05;18;17","of the"
"00;05;18;17","00;05;19;02","aims"
"00;05;19;02","00;05;19;05","and"
"00;05;19;05","00;05;19;20","directions"
