"Start Time","End Time","Transcript"
"00;00;28;26","00;00;29;04","Hello,"
"00;00;29;04","00;00;30;01","everyone."
"00;00;30;03","00;00;30;18","Welcome"
"00;00;30;18","00;00;30;28","to"
"00;00;30;28","00;00;31;10","Acton"
"00;00;31;10","00;00;31;22","Flat"
"00;00;31;22","00;00;31;29","Live"
"00;00;31;29","00;00;32;09","Stream"
"00;00;32;09","00;00;32;18","number"
"00;00;32;18","00;00;35;07","43.2."
"00;00;35;07","00;00;35;18","It is"
"00;00;35;18","00;00;36;24","May 11th."
"00;00;36;24","00;00;37;12","20,"
"00;00;37;12","00;00;38;12","22."
"00;00;40;02","00;00;40;12","Welcome"
"00;00;40;12","00;00;40;21","to the"
"00;00;40;21","00;00;40;29","acting"
"00;00;40;29","00;00;41;18","flop."
"00;00;41;27","00;00;42;02","We're"
"00;00;42;02","00;00;42;04","a"
"00;00;42;04","00;00;42;29","participatory"
"00;00;42;29","00;00;43;12","online"
"00;00;43;12","00;00;44;06","lab"
"00;00;44;06","00;00;44;20","that is"
"00;00;44;20","00;00;45;09","communicating,"
"00;00;45;09","00;00;45;23","learning"
"00;00;45;23","00;00;46;00","and"
"00;00;46;00","00;00;46;20","practicing."
"00;00;46;20","00;00;47;06","Apply"
"00;00;47;06","00;00;47;16","active"
"00;00;47;16","00;00;48;13","inference."
"00;00;48;22","00;00;48;25","You"
"00;00;48;25","00;00;49;00","can"
"00;00;49;00","00;00;49;08","find"
"00;00;49;08","00;00;49;17","us at"
"00;00;49;17","00;00;49;19","the"
"00;00;49;19","00;00;50;07","links"
"00;00;50;07","00;00;50;15","on this"
"00;00;50;15","00;00;51;05","slide."
"00;00;51;21","00;00;52;06","This is a"
"00;00;52;06","00;00;52;24","recorded"
"00;00;52;24","00;00;53;04","and"
"00;00;53;04","00;00;53;18","archived"
"00;00;53;18","00;00;53;25","live"
"00;00;53;25","00;00;54;15","stream,"
"00;00;54;20","00;00;55;01","so"
"00;00;55;01","00;00;55;10","please"
"00;00;55;10","00;00;55;19","provide"
"00;00;55;19","00;00;55;22","us"
