"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;11;00","00;00;11;09","All."
"Speaker 2","00;00;11;09","00;00;39;15","Right. Welcome, everybody, to the Active Inference Lab. Today, it's Active Lab Lifestream number 27.1 on August 24th. 20, 21. Welcome to the Active Inference Lab. We are a participatory online lab that is communicating, learning and practicing apply to active inference. You can find us at the links here on this slide. This is recorded in an archived live stream. So please provide us with feedback so that we can improve on our work."
"Speaker 2","00;00;40;08","00;01;07;27","All backgrounds and perspectives are welcome here and will follow good video etiquette for live stream so people could just raise their hand and see if they want to speak at any time or write a question. Live Chat. This short link has a calendar of upcoming live streams and today we're here at 27.1 on the 24th and in August 31st we'll follow up with another discussion on this same paper and then we haven't yet decided what to read in the upcoming weeks."
"Speaker 2","00;01;07;27","00;01;37;07","So if you want to come on and discuss that would be cool today in active stream 27.1. Our goal is to learn and discuss this very cool paper active inference applicability to different types of social organization explained through reference to industrial engineering and quality management by Steven Fox. And we're going to go anywhere we want with a paper or a questions and we're really appreciative to have Steven here."
"Speaker 2","00;01;37;07","00;02;01;04","So that will be a cool discussion. Let's start with just introductions. The non authors can say what was interesting to them or what kind of brought them to this discussion, and then it will be awesome to hear some context on the paper that we can take the discussion anywhere. So I'm Daniel, I'm a postdoc in California and I'll pass it to Dean Yeah."
"Speaker 3","00;02;01;04","00;02;23;02","Good morning. My name is Dean. I'm in Calgary, and the thing I found really interesting is that this was the fastest turnaround time between the point zero, which is a bit of a deconstruction. And now this point one, which is now going to be sort of put back together, reconstructed today. And I just like the, the idea that the sort of the feedback loop is really tight."
"Speaker 3","00;02;23;17","00;02;33;22","So I'm really kind of both curious and happy that that the feedback of is such quick turnaround and I'll pass it over to Stephen."
"Speaker 4","00;02;33;22","00;02;56;29","So it oh, thank you, Dean. Yeah, yeah. I'm just really intrigued. I'm very excited to hear more questions about how active inference fits in at the larger social and applied scales. And I know a lot of us here, it's kind of a bit of our thing is how does this get applied in different contexts? So yeah, thanks."
"Speaker 2","00;02;58;22","00;03;06;24","Awesome. Agreed about the whiplash dot zero. So Stephen, welcome. Please introduce yourself and then maybe give us some context."
"Speaker 1","00;03;09;26","00;03;17;23","Hello, everybody. My name's Stephen Fox. I'm a principal scientist at the Technical Research Center of Finland."
"Speaker 1","00;03;19;24","00;03;57;09","And my background is I left school when I was 16. I was an apprentice and a craftsman. And master craftsman with manual work for ten years. Then one, I was working full time in industry. I got a Ph.D. in engineering design and subsequently I've got a doctor science degree in production, engineering and I came across acts of inference and I thought it looked pretty straightforward and useful."
