"Start Time","End Time","Transcript"
"00;00;12;01","00;00;12;11","Hello"
"00;00;12;11","00;00;12;27","everyone,"
"00;00;12;27","00;00;13;05","and"
"00;00;13;05","00;00;13;19","welcome"
"00;00;13;19","00;00;14;07","to the"
"00;00;14;07","00;00;14;16","Active"
"00;00;14;16","00;00;14;27","Inference"
"00;00;14;27","00;00;15;08","Lab."
"00;00;15;08","00;00;15;22","This is"
"00;00;15;22","00;00;16;05","Active"
"00;00;16;05","00;00;16;14","Lab"
"00;00;16;14","00;00;16;21","Live"
"00;00;16;21","00;00;17;11","stream"
"00;00;17;11","00;00;17;19","number"
"00;00;17;19","00;00;19;11","27.2"
"00;00;19;11","00;00;19;19","on"
"00;00;19;19","00;00;21;21","August 31st 2021"
"00;00;23;21","00;00;24;26","we are a participatory"
"00;00;24;26","00;00;25;08","online"
"00;00;25;08","00;00;25;26","lab"
"00;00;25;26","00;00;26;09","that is"
"00;00;26;09","00;00;27;01","communicating,"
"00;00;27;01","00;00;27;17","learning"
"00;00;27;17","00;00;27;21","and"
"00;00;27;21","00;00;28;18","practicing"
"00;00;28;18","00;00;29;01","applied"
"00;00;29;01","00;00;29;09","active"
"00;00;29;09","00;00;29;26","inference."
"00;00;29;26","00;00;30;01","You"
"00;00;30;01","00;00;30;04","can"
"00;00;30;04","00;00;30;16","find us"
"00;00;30;16","00;00;30;21","at the"
"00;00;30;21","00;00;30;28","links"
"00;00;30;28","00;00;31;15","here"
"00;00;32;06","00;00;33;05","this is a recorded"
"00;00;33;05","00;00;33;10","and"
"00;00;33;10","00;00;33;28","an archived"
"00;00;33;28","00;00;34;05","live"
"00;00;34;05","00;00;34;21","stream"
"00;00;34;21","00;00;35;02","so"
"00;00;35;02","00;00;35;11","please"
"00;00;35;11","00;00;35;20","provide"
"00;00;35;20","00;00;35;23","us"
"00;00;35;23","00;00;36;11","with feedback"
"00;00;36;11","00;00;36;16","so"
"00;00;36;16","00;00;36;19","that"
"00;00;36;19","00;00;36;26","we can"
"00;00;36;26","00;00;37;09","improve"
"00;00;37;09","00;00;37;14","our"
"00;00;37;14","00;00;38;04","work."
"00;00;39;03","00;00;39;10","All"
"00;00;39;10","00;00;39;24","backgrounds"
"00;00;39;24","00;00;39;26","and"
"00;00;39;26","00;00;40;14","perspectives"
"00;00;40;14","00;00;40;19","are"
"00;00;40;19","00;00;40;29","welcome"
"00;00;40;29","00;00;41;10","here"
"00;00;41;10","00;00;41;17","and"
"00;00;41;17","00;00;41;20","we'll"
"00;00;41;20","00;00;42;10","follow"
"00;00;42;10","00;00;42;20","video"
"00;00;42;20","00;00;43;07","etiquette"
"00;00;43;07","00;00;43;12","for"
"00;00;43;12","00;00;43;19","live"
"00;00;43;19","00;00;44;00","streams"
"00;00;44;00","00;00;44;21","and"
"00;00;44;21","00;00;44;28","see"
"00;00;44;28","00;00;45;07","who"
"00;00;45;07","00;00;45;17","joins"
"00;00;45;17","00;00;46;03","us."
"00;00;47;02","00;00;47;12","The short"
"00;00;47;12","00;00;47;21","link"
"00;00;47;21","00;00;48;01","is the"
"00;00;48;01","00;00;48;22","calendar"
"00;00;48;22","00;00;49;02","of"
"00;00;49;02","00;00;49;10","live"
"00;00;49;10","00;00;50;07","streams"
"00;00;50;14","00;00;50;21","of"
"00;00;50;21","00;00;51;09","the past"
"00;00;51;09","00;00;51;14","and"
"00;00;51;14","00;00;51;29","future"
"00;00;51;29","00;00;52;10","and"
"00;00;52;10","00;00;52;29","we did"
"00;00;52;29","00;00;53;13","choose"
"00;00;53;13","00;00;54;11","28"
"00;00;55;14","00;00;56;11","paper"
"00;00;56;12","00;00;56;23","but"
"00;00;56;23","00;00;57;03","didn't"
"00;00;57;03","00;00;57;13","update"
"00;00;57;13","00;00;58;01","the slide."
"00;00;58;01","00;00;58;16","So"
"00;00;58;16","00;00;58;25","check"
"00;00;58;25","00;00;59;26","the link"
"00;00;59;26","00;01;00;03","for"
"00;01;00;03","00;01;00;09","next"
"00;01;00;09","00;01;00;15","week's"
"00;01;00;15","00;01;01;07","paper."
"00;01;01;28","00;01;02;11","Today"
"00;01;02;11","00;01;02;29","in"
"00;01;02;29","00;01;04;25","27.2."
"00;01;04;25","00;01;05;12","Welcome"
