key	relevance
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	1.0
Hobbies&Interests>ContentProduction	0.7640842795372009
Education>OnlineEducation	0.7472158074378967
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	0.6369637846946716
Science>Environment	0.6230111122131348
BusinessAndFinance>Industries>Non-ProfitOrganizations	0.6209643483161926
Technology&Computing>Robotics	0.4801930785179138
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.4634570777416229
Technology&Computing>Computing>Internet>SocialNetworking	0.43910056352615356
Science>Physics	0.40698954463005066
Technology&Computing>Computing>ComputerSoftwareAndApplications>SharewareAndFreeware	0.3713189959526062
Science	0.3349657952785492
BusinessAndFinance>Business>BusinessOperations	0.31105706095695496
Hobbies&Interests>ContentProduction>VideoProduction	0.27357155084609985
Education>AdultEducation	0.2533411383628845
Technology&Computing>ArtificialIntelligence	0.2394690215587616
BusinessAndFinance>Business>BusinessBanking&Finance>AngelInvestment	0.1589052528142929
Careers>CareerAdvice	0.14251264929771423
EventsAndAttractions>Parks&Nature	0.12919074296951294
BusinessAndFinance>Business>GreenSolutions	0.12645766139030457
