text	entity_type		start	end
october 7, 2022	date		3018	5760
Folk Psychology	occupation		154980	156400
Ryan Smith	person_name		159606	160380
ical systems modeling	occupation		284420	286560
Eric	person_name		460176	460890
Ali	person_name		520370	521002
neuroimaging	medical_process		743468	744098
Bayesian mechanics	occupation		892544	893366
Eric	person_name		1049042	1049820
physics	occupation		1117322	1117664
BT lab	organization		1174394	1175060
MIT	organization		1175338	1176020
Feldman	person_name		1250320	1251364
physics	occupation		1425034	1425344
Feldman, Barrett	person_name		1432140	1433108
ecology	occupation		1925566	1926628
neuroscience	occupation		1959254	1959836
Friston	person_name		2083070	2083700
Friston	person_name		2128014	2128804
Herrero	person_name		2129454	2130196
Yaakob	person_name		2205250	2205780
Ali	person_name		2206022	2206444
Bayesian physics	occupation		2210972	2212160
Bart Simpson	person_name		2220348	2221104
Yakavarli	person_name		2270298	2271296
classical physics	occupation		2281482	2282784
Bayesian mechanics	occupation		2287338	2288740
Thomas Parr	person_name		2325380	2326346
CPC 2022	event		2328932	2330174
Bayesian physics	occupation		2421222	2422202
gauge theory	occupation		2424308	2425082
Jakub	person_name		2440788	2441226
Ali	person_name		2441524	2441866
physical impairments	medical_condition		2531892	2533114
Learning incontinence	medical_condition		2569710	2570934
Stochastic calculus	occupation		2597304	2598686
Bayesian mechanics	occupation		2601404	2602950
Friston	person_name		2628176	2628610
Frith	person_name		2677444	2677786
Friston	person_name		2678052	2679066
utics	occupation		2682052	2683150
Connor Hines	person_name		2703372	2704514
folk psychology	occupation		2766838	2767830
Jakub	person_name		2890172	2890546
author	occupation		3011956	3012314
Isamura	person_name		3012362	3013066
Dalton	person_name		3030088	3030462
Isomer	person_name		3038348	3038786
Par	person_name		3039388	3039526
Frisk	person_name		3039644	3039938
psychosis	medical_condition		3042978	3043554
Eric	person_name		3078020	3078880
hermeneutics	occupation		3186698	3187344
inference practitioners	occupation		3233004	3235040
Hermeneutics	occupation		3245978	3246624
ecology	occupation		3348878	3349316
