key	relevance
Pets>Birds	1.0
Hobbies&Interests>Birdwatching	0.8498371839523315
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.3193051218986511
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.28534314036369324
Technology&Computing>Robotics	0.2795957326889038
Technology&Computing>ArtificialIntelligence	0.19433321058750153
Science>Physics	0.1512478142976761
Technology&Computing>AugmentedReality	0.0795690044760704
Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems	0.07933934032917023
Hobbies&Interests>ContentProduction>FreelanceWriting	0.06939894706010818
MusicAndAudio	0.06762724369764328
Religion&Spirituality>Agnosticism	0.06169293820858002
Science>BiologicalSciences	0.05588867515325546
Technology&Computing>Computing>DataStorageAndWarehousing	0.05302926152944565
Hobbies&Interests>ContentProduction>Screenwriting	0.05033261328935623
EventsAndAttractions>PoliticalEvent	0.04365840554237366
BusinessAndFinance>Business>MarketingAndAdvertising	0.0414959080517292
MusicAndAudio>Religious(MusicAndAudio)	0.04035630077123642
BusinessAndFinance>Business>Sales	0.0390557199716568
Technology&Computing>Computing>ProgrammingLanguages	0.03784561529755592
