docLabel	start	end	count	rank	text
gs056-1	3955282	3956136	1	0.08	projective spaces
gs056-1	490928	3658790	30	0.07	state space
gs056-1	209348	4111532	6	0.06	3D space
gs056-1	2527278	4410400	3	0.06	Latent space
gs056-1	3894248	3912922	2	0.06	Eclidean space
gs056-1	3911808	3912922	1	0.06	3D Eclidean space
gs056-1	4189118	4189892	1	0.06	projective frames
gs056-1	2826142	2828116	1	0.06	projective 3D projective geometry
gs056-1	1639488	4195076	5	0.06	projective transformations
gs056-1	339628	1841594	2	0.06	several ways
gs056-1	1572070	1579430	2	0.06	changing frames
gs056-1	1837148	4315904	6	0.05	projective case
gs056-1	203062	3335570	22	0.05	epistemic value
gs056-1	2827118	3983060	5	0.05	projective geometry
gs056-1	673208	2618096	2	0.05	certain objects
