text	entity_type		start	end
September 15, 2023	date		1802	3166
Active Inference Institute	organization		5124	6362
Gregory Sargent Petri	person_name		11092	13338
Daniel	person_name		37052	37394
Gregor Santui	person_name		64634	65702
david Rodrof	person_name		68390	69582
kenneth willie Ford	person_name		69646	70654
Daniel Benka	person_name		70702	71742
Zecholia	person_name		162868	163350
agent	occupation		273928	274210
agent	occupation		274584	274754
POMDP	organization		737186	738254
agents	occupation		738402	738810
NDP PMDP	organization		750848	751766
fiston	person_name		1385660	1386114
paranoiac	medical_condition		2276062	2276836
paranoid	medical_condition		2277294	2277876
MOC Four conference	event		2331020	2332456
Oxford	location		2332994	2333416
math	occupation		2380574	2380836
maths	occupation		2393298	2393656
statistical physics	occupation		2420526	2421540
advisor	occupation		2450022	2450524
PhD advisor	occupation		2450950	2451756
David	person_name		2452358	2452860
statistics	occupation		2485320	2485976
machine learning	occupation		2486242	2487052
consciousness study	occupation		2542546	2543292
cognitive sciences	occupation		2543346	2544436
robotics	occupation		2546118	2546556
geometry	occupation		2601878	2602364
Geometry	occupation		2603990	2604748
geometric deep learning	occupation		2612570	2613652
Geometry	occupation		2631646	2632292
deep learning	occupation		2703974	2704560
geometric deep learning	occupation		2713658	2714612
mathematician	occupation		2756966	2758080
Vladimir	person_name		2855126	2855596
geometry	occupation		3018944	3019622
deep learning	occupation		3027092	3027582
machine learning	occupation		3028372	3028814
geometry	occupation		3044312	3045250
geometry	occupation		3049052	3049666
geometric deep learning	occupation		3088456	3089780
Asian	nationality		3134248	3134574
David	person_name		3780212	3780554
kenneth williford	person_name		3787256	3788046
Gregor	person_name		3818496	3818934
brain scientist	occupation		3824868	3826058
math	occupation		3877028	3877226
Gregor	person_name		3877428	3877834
geometry	occupation		3922714	3923274
geometry	occupation		3944318	3945102
geometry	occupation		3946558	3947410
David	person_name		3953440	3954024
psychedelic	drug		4047138	4048056
drugs	drug		4169446	4169884
David	person_name		4353250	4353800
maladati	person_name		4368038	4368876
students	occupation		4381568	4381860
machine learning	occupation		4396700	4397512
