start	end	relevance	label
970	49962	0.0068760099820792675	Technology&Computing>ArtificialIntelligence
970	49962	0.004852581769227982	Science
970	49962	0.0024668138939887285	Technology&Computing>Computing>DataStorageAndWarehousing
970	49962	0.0018863551085814834	Technology&Computing>Computing>Internet>Search
970	49962	0.0018240043427795172	BusinessAndFinance>Business>MarketingAndAdvertising
970	49962	0.0010734954848885536	Technology&Computing>Computing>ProgrammingLanguages
970	49962	0.0009964273776859045	BusinessAndFinance>Business>Sales
970	49962	0.0006931415409781039	PersonalFinance>PersonalInvesting
970	49962	0.0006908871000632644	Shopping>SalesAndPromotions
970	49962	0.0005428831209428608	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
50096	92774	0.09998735785484314	Education>OnlineEducation
50096	92774	0.0014255123678594828	Education>AdultEducation
50096	92774	0.001379334949888289	Careers>VocationalTraining
50096	92774	0.0009887387277558446	Education>EducationalAssessment
50096	92774	0.0009689193684607744	BusinessAndFinance>Industries>EducationIndustry
50096	92774	0.0006080040475353599	Education>CollegeEducation>PostgraduateEducation>ProfessionalSchool
50096	92774	0.0005942403222434223	Careers>Apprenticeships
50096	92774	0.00045600696466863155	BusinessAndFinance>Industries>PublishingIndustry
50096	92774	0.00037428573705255985	Hobbies&Interests>ContentProduction
50096	92774	0.00036996204289607704	Hobbies&Interests>GamesAndPuzzles>RoleplayingGames
92902	122914	0.18343129754066467	Education>OnlineEducation
92902	122914	0.16603481769561768	BusinessAndFinance>Industries>PublishingIndustry
92902	122914	0.09484568983316422	Technology&Computing>Computing>ComputerSoftwareAndApplications>DesktopPublishing
92902	122914	0.01177539024502039	Hobbies&Interests>ArtsAndCrafts>Scrapbooking
92902	122914	0.007214270532131195	Hobbies&Interests>ContentProduction
92902	122914	0.005288294982165098	Hobbies&Interests>ContentProduction>FreelanceWriting
92902	122914	0.00437275180593133	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
92902	122914	0.0024726935662329197	BooksAndLiterature>YoungAdultLiterature
92902	122914	0.0012241965159773827	BooksAndLiterature>ArtAndPhotographyBooks
92902	122914	0.0011802545050159097	BooksAndLiterature>Biographies
123032	148522	0.8997443318367004	Hobbies&Interests>ContentProduction
123032	148522	0.04931841418147087	Technology&Computing>Computing>Internet>SocialNetworking
123032	148522	0.04342330992221832	Hobbies&Interests>ContentProduction>FreelanceWriting
123032	148522	0.038936320692300797	Technology&Computing>Computing>ComputerSoftwareAndApplications>DesktopPublishing
123032	148522	0.02068495750427246	BusinessAndFinance>Industries>PublishingIndustry
123032	148522	0.015479153953492641	Technology&Computing>Computing>Internet>WebDevelopment
123032	148522	0.014237100258469582	FineArt>Design
123032	148522	0.0071581946685910225	Technology&Computing>Computing>Internet>WebDesignAndHTML
123032	148522	0.0045373765751719475	Hobbies&Interests>ContentProduction>Screenwriting
