docLabel	sp	myTime	myTimeDisplay	myTimeSRT
cFPIP-04W	A	8730	00:08	00:00:08,722
cFPIP-04W	A	1157190	19:17	00:19:17,044
cFPIP-04W	A	2028440	33:48	00:33:48,831
cFPIP-04W	A	2678270	44:38	00:44:38,415
cFPIP-04W	A	2988980	49:48	00:49:48,695
cFPIP-04W	A	3120060	52:00	00:52:00,809
cFPIP-04W	A	3212810	53:32	00:53:32,895
cFPIP-04W	A	3717160	1:01:57	01:01:57,121
cFPIP-04W	A	3739580	1:02:19	01:02:19,285
cFPIP-04W	A	3939502	1:05:39	01:05:39,104
cFPIP-04W	A	3979930	1:06:19	01:06:19,449
cFPIP-04W	B	48432	00:48	00:00:48,938
cFPIP-04W	B	438320	07:18	00:07:18,973
cFPIP-04W	B	501390	08:21	00:08:21,543
cFPIP-04W	B	548990	09:08	00:09:08,959
cFPIP-04W	B	685170	11:25	00:11:25,201
cFPIP-04W	B	876256	14:36	00:14:36,932
cFPIP-04W	B	1189010	19:49	00:19:49,075
cFPIP-04W	B	1312242	21:52	00:21:52,187
cFPIP-04W	B	1359450	22:39	00:22:39,228
cFPIP-04W	B	1582270	26:22	00:26:22,427
cFPIP-04W	B	1694050	28:14	00:28:14,527
cFPIP-04W	B	2013200	33:33	00:33:33,816
cFPIP-04W	B	3239850	53:59	00:53:59,922
cFPIP-04W	B	3353112	55:53	00:55:53,024
cFPIP-04W	B	3558260	59:18	00:59:18,205
cFPIP-04W	B	3796888	1:03:16	01:03:16,798
cFPIP-04W	C	299860	04:59	00:04:59,768
cFPIP-04W	C	466078	07:46	00:07:46,250
cFPIP-04W	C	531770	08:51	00:08:51,847
cFPIP-04W	C	663890	11:03	00:11:03,988
cFPIP-04W	C	727390	12:07	00:12:07,563
cFPIP-04W	C	927950	15:27	00:15:27,389
cFPIP-04W	C	1227390	20:27	00:20:27,108
cFPIP-04W	C	1348680	22:28	00:22:28,217
cFPIP-04W	C	1364090	22:44	00:22:44,233
cFPIP-04W	C	1628270	27:08	00:27:08,467
cFPIP-04W	C	1743020	29:03	00:29:03,570
cFPIP-04W	C	2114320	35:14	00:35:14,905
cFPIP-04W	C	2283740	38:03	00:38:03,056
cFPIP-04W	C	2478510	41:18	00:41:18,233
cFPIP-04W	C	2848230	47:28	00:47:28,567
cFPIP-04W	C	3050900	50:50	00:50:50,751
cFPIP-04W	C	3179230	52:59	00:52:59,868
cFPIP-04W	C	3313120	55:13	00:55:13,984
cFPIP-04W	C	3374020	56:14	00:56:14,039
cFPIP-04W	C	3620360	1:00:20	01:00:20,134
cFPIP-04W	C	3728220	1:02:08	01:02:08,172
cFPIP-04W	D	2049774	34:09	00:34:09,846
cFPIP-04W	D	2155440	35:55	00:35:55,946
cFPIP-04W	D	2356660	39:16	00:39:16,123
cFPIP-04W	D	2675150	44:35	00:44:35,412
cFPIP-04W	D	3973290	1:06:13	01:06:13,382
cFPIP-04W	E	2691910	44:51	00:44:51,428
cFPIP-04W	E	3165100	52:45	00:52:45,854
