docLabel	start	end	count	rank	text
gs015-3	412752	413740	1	0.06	will people
gs015-3	4979252	4980566	1	0.05	higher level systems
gs015-3	55088	56410	1	0.05	free energy principle
gs015-3	2446508	2448150	2	0.05	free energy principle
gs015-3	3242888	3243822	3	0.05	free energy principle
gs015-3	3343448	3344506	4	0.05	free energy principle
gs015-3	3361584	3362326	5	0.05	free energy principle
gs015-3	5701884	5702802	6	0.05	free energy principle
gs015-3	5708108	5709218	7	0.05	free energy principle
gs015-3	5717008	5718202	8	0.05	free energy principle
gs015-3	5722276	5723514	9	0.05	free energy principle
gs015-3	5734290	5735274	10	0.05	free energy principle
gs015-3	5780004	5781002	11	0.05	free energy principle
gs015-3	5799820	5800626	12	0.05	free energy principle
gs015-3	5855744	5856758	13	0.05	free energy principle
gs015-3	6019028	6019962	14	0.05	free energy principle
gs015-3	55088	55562	1	0.05	free energy
gs015-3	2446508	2447206	2	0.05	free energy
gs015-3	3242888	3243282	3	0.05	free energy
gs015-3	3343448	3344002	4	0.05	free energy
gs015-3	3361584	3361962	5	0.05	free energy
gs015-3	5701884	5702342	6	0.05	free energy
gs015-3	5708108	5708502	7	0.05	free energy
gs015-3	5717008	5717414	8	0.05	free energy
gs015-3	5722276	5722942	9	0.05	free energy
gs015-3	5734290	5734862	10	0.05	free energy
gs015-3	5737688	5738082	11	0.05	free energy
gs015-3	5744738	5745510	12	0.05	free energy
gs015-3	5780004	5780462	13	0.05	free energy
gs015-3	5799820	5800294	14	0.05	free energy
gs015-3	5855744	5856122	15	0.05	free energy
gs015-3	6019028	6019502	16	0.05	free energy
gs015-3	6003372	6005506	1	0.05	different models
gs015-3	6088472	6089310	2	0.05	different models
gs015-3	5297048	5298742	1	0.05	different memory systems building
gs015-3	5213552	5214202	1	0.05	living things
gs015-3	1127892	1128702	1	0.05	different ways
gs015-3	1550028	1551000	2	0.05	different ways
gs015-3	4526756	4527214	1	0.05	certain things
gs015-3	224228	225226	1	0.05	system science
gs015-3	229748	230414	2	0.05	system science
gs015-3	232296	233054	3	0.05	system science
gs015-3	1577418	1577774	1	0.05	other people
gs015-3	6001010	6002258	1	0.05	different competing models
gs015-3	3488168	3488674	1	0.05	crazy things
gs015-3	5743634	5745510	1	0.05	real thermodynamic free energy
gs015-3	1862910	1864246	1	0.05	biological systems
gs015-3	1948364	1949586	2	0.05	biological systems
