docLabel	start	end	count	rank	text
gs015-3	412752	413740	1	0.06	will people
gs015-3	4979252	4980566	1	0.05	higher level systems
gs015-3	55088	6019962	14	0.05	free energy principle
gs015-3	55088	6019502	16	0.05	free energy
gs015-3	6003372	6089310	2	0.05	different models
gs015-3	5297048	5298742	1	0.05	different memory systems building
gs015-3	5213552	5214202	1	0.05	living things
gs015-3	1127892	1551000	2	0.05	different ways
gs015-3	4526756	4527214	1	0.05	certain things
gs015-3	224228	233054	3	0.05	system science
gs015-3	1577418	1577774	1	0.05	other people
gs015-3	6001010	6002258	1	0.05	different competing models
gs015-3	3488168	3488674	1	0.05	crazy things
gs015-3	5743634	5745510	1	0.05	real thermodynamic free energy
gs015-3	1862910	1949586	2	0.05	biological systems
