"Start Time","End Time","Transcript"
"00;00;29;01","00;00;29;15","Hello"
"00;00;29;15","00;00;29;22","and"
"00;00;29;22","00;00;30;01","welcome,"
"00;00;30;01","00;00;30;20","everyone."
"00;00;30;20","00;00;30;29","It's"
"00;00;30;29","00;00;31;14","active."
"00;00;31;14","00;00;31;24","Live,"
"00;00;31;24","00;00;32;03","live"
"00;00;32;03","00;00;32;13","stream"
"00;00;32;13","00;00;33;02","number"
"00;00;33;02","00;00;34;23","38.0."
"00;00;34;23","00;00;35;22","February 10th."
"00;00;35;22","00;00;36;10","20,"
"00;00;36;10","00;00;37;14","22."
"00;00;37;21","00;00;37;26","We're"
"00;00;37;26","00;00;38;00","going"
"00;00;38;00","00;00;38;05","to be"
"00;00;38;05","00;00;38;21","discussing"
"00;00;38;21","00;00;38;24","the"
"00;00;38;24","00;00;39;07","paper,"
"00;00;39;07","00;00;39;29","the evolution"
"00;00;39;29","00;00;40;06","of"
"00;00;40;06","00;00;40;17","brain"
"00;00;40;17","00;00;41;09","architectures"
"00;00;41;09","00;00;41;16","for"
"00;00;41;16","00;00;42;00","predictive"
"00;00;42;00","00;00;42;13","coding"
"00;00;42;13","00;00;42;24","and"
"00;00;42;24","00;00;43;07","active"
"00;00;43;07","00;00;44;08","inference"
"00;00;45;10","00;00;45;20","welcome"
"00;00;45;20","00;00;46;02","to the"
"00;00;46;02","00;00;46;11","active"
"00;00;46;11","00;00;46;14","in"
"00;00;46;14","00;00;46;20","front"
"00;00;46;20","00;00;47;09","slot."
"00;00;47;17","00;00;47;25","We"
"00;00;47;25","00;00;48;28","are a participatory"
"00;00;48;28","00;00;49;11","online"
"00;00;49;11","00;00;49;22","lab"
"00;00;49;22","00;00;50;02","that is"
"00;00;50;02","00;00;50;26","communicating,"
"00;00;50;26","00;00;51;11","learning"
"00;00;51;11","00;00;51;14","and"
"00;00;51;14","00;00;52;05","practicing"
"00;00;52;05","00;00;52;18","applied"
"00;00;52;18","00;00;52;27","active"
"00;00;52;27","00;00;53;25","inference"
"00;00;53;25","00;00;54;00","you"
"00;00;54;00","00;00;54;04","can"
"00;00;54;04","00;00;54;14","find us"
"00;00;54;14","00;00;54;20","at"
"00;00;54;20","00;00;54;28","some of"
"00;00;54;28","00;00;55;00","the"
"00;00;55;00","00;00;55;08","links"
"00;00;55;08","00;00;55;12","here"
"00;00;55;12","00;00;55;15","on"
"00;00;55;15","00;00;56;08","the slide."
"00;00;57;00","00;00;58;06","This is a recorded"
"00;00;58;06","00;00;58;15","and"
"00;00;58;15","00;00;58;28","archived"
"00;00;58;28","00;00;59;05","live"
"00;00;59;05","00;00;59;21","stream,"
"00;00;59;21","00;00;59;28","so"
"00;00;59;28","00;01;00;10","please"
"00;01;00;10","00;01;00;20","provide"
"00;01;00;20","00;01;00;23","us"
"00;01;00;23","00;01;01;08","with feedback"
"00;01;01;08","00;01;01;13","so"
"00;01;01;13","00;01;01;20","we can"
"00;01;01;20","00;01;02;00","improve"
"00;01;02;00","00;01;02;04","on"
"00;01;02;04","00;01;02;27","our work"
"00;01;03;18","00;01;04;11","all backgrounds"
"00;01;04;11","00;01;04;16","and"
"00;01;04;16","00;01;05;04","perspectives"
"00;01;05;04","00;01;05;13","are"
"00;01;05;13","00;01;05;22","welcome"
"00;01;05;22","00;01;06;09","here"
"00;01;06;14","00;01;06;22","and"
"00;01;06;22","00;01;06;26","we'll"
"00;01;06;26","00;01;06;29","be"
"00;01;06;29","00;01;07;11","following"
"00;01;07;11","00;01;07;17","good"
"00;01;07;17","00;01;07;24","video"
"00;01;07;24","00;01;08;06","etiquette"
"00;01;08;06","00;01;08;11","for"
"00;01;08;11","00;01;08;17","live"
"00;01;08;17","00;01;09;00","streams."
"00;01;09;00","00;01;09;07","It's"
"00;01;09;07","00;01;09;10","going"
"00;01;09;10","00;01;09;17","to be"
"00;01;09;17","00;01;09;28","a slow"
"00;01;09;28","00;01;10;06","stream"
"00;01;10;06","00;01;10;19","though."
"00;01;12;12","00;01;12;22","Go to"
"00;01;12;22","00;01;13;02","active"
"00;01;13;02","00;01;13;12","inference"
"00;01;13;12","00;01;13;18","dot"
"00;01;13;18","00;01;13;29","org"
"00;01;13;29","00;01;14;07","if you"
"00;01;14;07","00;01;14;10","want"
"00;01;14;10","00;01;14;12","to"
"00;01;14;12","00;01;14;20","learn"
"00;01;14;20","00;01;14;28","more"
"00;01;14;28","00;01;15;06","about"
"00;01;15;06","00;01;15;21","how to"
"00;01;15;21","00;01;16;13","participate"
"00;01;16;13","00;01;16;19","or"
"00;01;16;19","00;01;17;04","contribute"
"00;01;17;04","00;01;17;14","or get"
"00;01;17;14","00;01;17;29","involved"
"00;01;17;29","00;01;18;09","with"
"00;01;18;09","00;01;18;19","any"
"00;01;18;19","00;01;19;00","active"
"00;01;19;00","00;01;19;13","fly"
"00;01;19;13","00;01;20;06","project"
"00;01;20;06","00;01;20;11","and"
"00;01;20;11","00;01;20;22","check out"
"00;01;20;22","00;01;20;29","this"
"00;01;20;29","00;01;21;08","code."
"00;01;21;08","00;01;21;21","A link"
"00;01;21;21","00;01;22;02","to see"
"00;01;22;02","00;01;22;15","past"
"00;01;22;15","00;01;22;18","and"
"00;01;22;18","00;01;23;01","upcoming"
"00;01;23;01","00;01;23;08","live"
"00;01;23;08","00;01;24;06","streams."
"00;01;24;08","00;01;24;20","The page"
"00;01;24;20","00;01;25;18","looks like this"
"00;01;25;18","00;01;25;22","so"
"00;01;25;22","00;01;26;00","you can"
"00;01;26;00","00;01;26;20","see"
"00;01;26;24","00;01;27;04","events"
"00;01;27;04","00;01;27;08","that"
"00;01;27;08","00;01;27;15","haven't"
"00;01;27;15","00;01;27;24","happened"
"00;01;27;24","00;01;28;02","yet,"
"00;01;28;02","00;01;30;07","like 3940"
"00;01;31;01","00;01;31;07","and"
"00;01;31;07","00;01;31;10","then"
"00;01;31;10","00;01;31;19","also"
"00;01;31;19","00;01;31;22","you"
"00;01;31;22","00;01;31;26","can"
"00;01;31;26","00;01;32;14","look back"
"00;01;32;14","00;01;32;17","and"
"00;01;32;17","00;01;32;23","you can"
"00;01;32;23","00;01;33;01","see"
"00;01;33;01","00;01;33;10","who is"
"00;01;33;10","00;01;34;01","participating"
"00;01;34;01","00;01;34;05","and"
"00;01;34;05","00;01;34;09","read"
"00;01;34;09","00;01;34;23","the papers"
"00;01;34;23","00;01;34;26","and"
"00;01;34;26","00;01;35;18","all of that."
"00;01;36;00","00;01;36;18","So"
"00;01;36;26","00;01;37;02","check"
"00;01;37;02","00;01;37;16","it out"
"00;01;38;02","00;01;38;13","today"
"00;01;38;13","00;01;38;26","in"
"00;01;38;26","00;01;39;09","active"
"00;01;39;09","00;01;39;22","stream"
"00;01;40;29","00;01;41;07","number"
"00;01;41;07","00;01;41;29","38."
"00;01;41;29","00;01;42;04","The"
"00;01;42;04","00;01;42;10","goal"
"00;01;42;10","00;01;42;20","is to"
"00;01;42;20","00;01;42;29","learn"
"00;01;42;29","00;01;43;03","and"
"00;01;43;03","00;01;43;18","discuss"
"00;01;43;18","00;01;43;23","this"
"00;01;43;23","00;01;44;00","cool"
"00;01;44;00","00;01;44;16","paper."
"00;01;44;16","00;01;44;23","The"
"00;01;44;23","00;01;45;09","Evolution"
"00;01;45;09","00;01;45;12","of"
"00;01;45;12","00;01;45;19","Brain"
"00;01;45;19","00;01;46;07","Architectures"
"00;01;46;07","00;01;46;15","for"
"00;01;46;15","00;01;46;29","Predictive"
"00;01;46;29","00;01;47;11","Coding"
"00;01;47;11","00;01;47;21","and"
"00;01;47;21","00;01;48;01","Active"
"00;01;48;01","00;01;48;26","Inference."
"00;01;49;12","00;01;50;01","The papers"
"00;01;50;01","00;01;50;16","by"
"00;01;50;16","00;01;51;02","Giovanni"
"00;01;51;02","00;01;51;26","Piazzolla,"
"00;01;51;26","00;01;52;10","Thomas"
"00;01;52;10","00;01;52;20","Parr"
"00;01;52;20","00;01;53;03","and"
"00;01;53;03","00;01;53;12","Carl"
"00;01;53;12","00;01;54;07","Freeston"
"00;01;54;07","00;01;54;18","from"
"00;01;54;18","00;01;55;00","December"
"00;01;55;00","00;01;55;06","20,"
"00;01;55;06","00;01;56;01","21."
"00;01;56;05","00;01;56;12","And"
"00;01;56;12","00;01;56;18","just"
"00;01;56;18","00;01;56;23","like"
"00;01;56;23","00;01;57;04","all"
"00;01;57;04","00;01;58;07","videos,"
"00;01;58;07","00;01;58;14","it's"
"00;01;58;14","00;01;58;21","just"
"00;01;58;21","00;01;58;24","an"
"00;01;58;24","00;01;59;11","introduction"
"00;01;59;11","00;01;59;15","to"
"00;01;59;15","00;01;59;23","some of"
"00;01;59;23","00;01;59;25","the"
"00;01;59;25","00;02;00;12","ideas."
"00;02;00;12","00;02;00;18","It's"
"00;02;00;18","00;02;01;00","not a"
"00;02;01;00","00;02;01;16","review"
"00;02;01;16","00;02;01;26","or"
"00;02;01;26","00;02;02;24","a final word."
"00;02;02;24","00;02;03;12","So go"
"00;02;03;12","00;02;03;25","check out"
"00;02;03;25","00;02;04;09","the paper"
"00;02;04;09","00;02;04;12","to"
"00;02;04;12","00;02;04;17","learn"
"00;02;04;17","00;02;05;05","more"
"00;02;05;18","00;02;06;08","and"
"00;02;06;08","00;02;06;16","there's"
"00;02;06;16","00;02;06;21","going"
"00;02;06;21","00;02;07;04","to be"
"00;02;07;04","00;02;07;12","an"
"00;02;07;12","00;02;08;10","overview"
"00;02;08;10","00;02;09;07","with"
"00;02;09;13","00;02;09;28","first"
"00;02;09;28","00;02;10;09","names"
"00;02;10;09","00;02;10;12","and"
"00;02;10;12","00;02;10;26","claims"
"00;02;10;26","00;02;11;14","abstract"
"00;02;11;14","00;02;11;20","and"
"00;02;11;20","00;02;12;15","roadmap."
"00;02;13;08","00;02;13;16","All right."
"00;02;13;16","00;02;13;22","I'm"
"00;02;13;22","00;02;14;03","Daniel."
"00;02;14;03","00;02;14;09","I'm a"
"00;02;14;09","00;02;15;00","researcher"
"00;02;15;00","00;02;15;04","in"
"00;02;15;04","00;02;16;08","California."
"00;02;17;07","00;02;17;11","The"
"00;02;17;11","00;02;18;09","big question"
"00;02;18;09","00;02;18;13","that"
"00;02;18;13","00;02;18;26","this"
"00;02;18;26","00;02;19;14","paper"
"00;02;19;14","00;02;19;22","is"
"00;02;19;22","00;02;20;06","getting on"
"00;02;20;06","00;02;21;00","is"
"00;02;21;00","00;02;21;09","what"
"00;02;21;09","00;02;21;19","is the"
"00;02;21;19","00;02;23;07","evolutionary"
"00;02;23;07","00;02;24;06","neurophysiological"
"00;02;24;06","00;02;24;20","basis"
"00;02;24;20","00;02;25;06","of"
"00;02;25;06","00;02;25;25","cognition"
"00;02;25;25","00;02;26;00","and"
"00;02;26;00","00;02;26;09","how do"
"00;02;26;09","00;02;27;02","complex"
"00;02;27;02","00;02;27;19","cognitive"
"00;02;27;19","00;02;28;08","phenotypes"
"00;02;28;08","00;02;29;10","arise?"
"00;02;29;14","00;02;30;02","So"
"00;02;30;02","00;02;31;13","how do things"
"00;02;31;13","00;02;31;28","develop"
"00;02;31;28","00;02;32;06","and"
"00;02;32;06","00;02;33;08","evolve"
"00;02;33;13","00;02;33;20","how"
"00;02;33;20","00;02;34;16","they think"
"00;02;34;16","00;02;34;25","and"
"00;02;34;25","00;02;35;05","how does"
"00;02;35;05","00;02;35;09","that"
"00;02;35;09","00;02;35;23","change"
"00;02;35;23","00;02;36;02","over"
"00;02;36;02","00;02;36;19","evolutionary"
"00;02;36;19","00;02;37;05","time"
"00;02;37;17","00;02;38;07","and"
"00;02;38;07","00;02;38;16","shown?"
"00;02;38;16","00;02;38;22","Here"
"00;02;38;22","00;02;38;26","are"
"00;02;38;26","00;02;39;12","three"
"00;02;39;12","00;02;39;28","images"
"00;02;39;28","00;02;40;16","representing"
"00;02;40;16","00;02;40;26","three"
"00;02;40;26","00;02;41;08","scales"
