"Start Time","End Time","Transcript"
"00;02;18;12","00;02;18;18","Hello"
"00;02;18;18","00;02;19;07","everyone."
"00;02;19;07","00;02;20;01","It is"
"00;02;20;01","00;02;20;15","active"
"00;02;20;15","00;02;20;24","live"
"00;02;20;24","00;02;21;13","livestream"
"00;02;21;13","00;02;21;23","number"
"00;02;21;23","00;02;24;06","45.0."
"00;02;24;08","00;02;24;12","It's"
"00;02;24;12","00;02;26;15","May 27th 2022."
"00;02;26;15","00;02;26;25","And"
"00;02;26;25","00;02;27;06","we're"
"00;02;27;06","00;02;27;21","discussing"
"00;02;27;21","00;02;28;07","the paper"
"00;02;28;07","00;02;28;29","the free energy"
"00;02;28;29","00;02;29;21","principle"
"00;02;29;21","00;02;30;00","made"
"00;02;30;00","00;02;30;18","simpler"
"00;02;30;18","00;02;30;26","but"
"00;02;30;26","00;02;33;01","not too simple."
"00;02;33;16","00;02;33;27","Welcome"
"00;02;33;27","00;02;34;13","to the"
"00;02;34;13","00;02;34;23","Acton"
"00;02;34;23","00;02;35;11","flap."
"00;02;35;14","00;02;35;21","We're"
"00;02;35;21","00;02;36;19","participatory"
"00;02;36;19","00;02;37;03","online"
"00;02;37;03","00;02;37;15","live"
"00;02;37;15","00;02;37;20","that"
"00;02;37;20","00;02;37;26","is"
"00;02;37;26","00;02;38;26","communicating,"
"00;02;38;26","00;02;39;11","learning"
"00;02;39;11","00;02;39;14","and"
"00;02;39;14","00;02;40;05","practicing"
"00;02;40;05","00;02;40;20","applied"
"00;02;40;20","00;02;41;01","active"
"00;02;41;01","00;02;42;00","inference."
"00;02;42;00","00;02;42;04","You"
"00;02;42;04","00;02;42;10","can"
"00;02;42;10","00;02;42;17","find"
"00;02;42;17","00;02;42;28","us at"
"00;02;42;28","00;02;43;01","the"
"00;02;43;01","00;02;43;15","links"
"00;02;43;15","00;02;43;25","on this"
"00;02;43;25","00;02;44;12","slide."
"00;02;45;00","00;02;46;02","This is a recorded"
"00;02;46;02","00;02;46;13","and an"
"00;02;46;13","00;02;46;24","archived"
"00;02;46;24","00;02;47;19","livestream"
"00;02;47;19","00;02;47;26","so"
"00;02;47;26","00;02;48;05","please"
"00;02;48;05","00;02;48;14","provide"
"00;02;48;14","00;02;48;17","us"
"00;02;48;17","00;02;49;11","with feedback"
"00;02;49;11","00;02;49;18","so"
"00;02;49;18","00;02;49;24","we can"
"00;02;49;24","00;02;50;11","improve"
"00;02;50;11","00;02;50;17","our"
"00;02;50;17","00;02;51;05","work."
"00;02;51;25","00;02;52;02","All"
"00;02;52;02","00;02;52;22","backgrounds"
"00;02;52;22","00;02;52;26","and"
"00;02;52;26","00;02;53;17","perspectives"
"00;02;53;17","00;02;53;20","are"
"00;02;53;20","00;02;54;15","welcome"
"00;02;54;15","00;02;54;26","and"
"00;02;54;26","00;02;55;00","we'll"
"00;02;55;00","00;02;55;03","be"
"00;02;55;03","00;02;55;25","following"
"00;02;55;25","00;02;56;05","video"
"00;02;56;05","00;02;56;19","etiquette"
"00;02;56;19","00;02;56;25","for"
"00;02;56;25","00;02;57;25","livestreams"
"00;02;58;17","00;02;58;28","if you want"
"00;02;58;28","00;02;58;29","to"
"00;02;58;29","00;02;59;06","learn"
"00;02;59;06","00;02;59;18","more"
"00;02;59;18","00;03;00;07","about"
"00;03;00;07","00;03;00;10","the"
"00;03;00;10","00;03;00;17","live"
"00;03;00;17","00;03;01;03","streams"
"00;03;01;03","00;03;01;21","or any"
"00;03;01;21","00;03;01;28","of the"
"00;03;01;28","00;03;02;11","other"
"00;03;02;11","00;03;03;01","projects"
"00;03;03;01","00;03;03;09","to get"
"00;03;03;09","00;03;03;24","involved"
"00;03;03;24","00;03;04;00","at"
"00;03;04;00","00;03;04;11","Active"
"00;03;04;11","00;03;04;29","Vlad,"
"00;03;04;29","00;03;05;07","head"
"00;03;05;07","00;03;05;13","over"
"00;03;05;13","00;03;05;22","to"
"00;03;05;22","00;03;06;04","Active"
"00;03;06;04","00;03;06;19","Inference"
"00;03;06;19","00;03;07;21","Board"
"00;03;08;25","00;03;09;13","in"
"00;03;09;13","00;03;09;27","stream"
"00;03;09;27","00;03;10;07","number"
"00;03;10;07","00;03;12;11","45.0."
"00;03;12;11","00;03;12;16","Our"
"00;03;12;16","00;03;12;27","goal"
"00;03;12;27","00;03;13;18","is to"
"00;03;13;18","00;03;14;01","learn"
"00;03;14;01","00;03;14;05","and"
"00;03;14;05","00;03;14;28","discuss"
"00;03;14;28","00;03;15;06","this"
"00;03;15;06","00;03;15;15","very"
"00;03;15;15","00;03;16;03","interesting"
"00;03;16;03","00;03;17;02","paper"
"00;03;17;03","00;03;17;22","The Free Energy"
"00;03;17;22","00;03;18;15","Principle"
"00;03;18;15","00;03;18;24","Made"
"00;03;18;24","00;03;19;09","Simpler"
"00;03;19;09","00;03;19;15","But"
"00;03;19;15","00;03;19;22","Not"
"00;03;19;22","00;03;19;28","Too"
"00;03;19;28","00;03;20;20","Simple"
"00;03;20;20","00;03;21;08","by"
"00;03;21;08","00;03;21;18","Karl"
"00;03;21;18","00;03;22;01","Fiston"
"00;03;22;01","00;03;22;16","Lancelot"
"00;03;22;16","00;03;22;20","de"
"00;03;22;20","00;03;23;14","Costa"
"00;03;23;14","00;03;24;15","Norsigian"
"00;03;24;15","00;03;24;25","Connor"
"00;03;24;25","00;03;25;20","Hines"
"00;03;25;23","00;03;26;05","guy"
"00;03;26;05","00;03;26;13","will"
"00;03;26;13","00;03;27;07","suffer"
"00;03;27;12","00;03;27;25","Gregory"
"00;03;27;25","00;03;28;08","is"
"00;03;28;08","00;03;28;20","probably"
"00;03;28;20","00;03;29;10","Otis"
"00;03;29;10","00;03;29;19","and"
"00;03;29;19","00;03;29;29","Thomas"
"00;03;29;29","00;03;30;21","Parr,"
"00;03;30;26","00;03;31;06","and"
"00;03;31;06","00;03;31;15","just"
"00;03;31;15","00;03;31;21","like"
"00;03;31;21","00;03;31;26","with"
"00;03;31;26","00;03;32;02","all"
"00;03;32;02","00;03;32;05","the"
"00;03;32;05","00;03;32;11","dot"
"00;03;32;11","00;03;32;21","zero"
"00;03;32;21","00;03;33;07","videos"
"00;03;33;07","00;03;33;12","and"
"00;03;33;12","00;03;33;19","indeed"
"00;03;33;19","00;03;33;24","all"
"00;03;33;24","00;03;34;25","the videos,"
"00;03;34;25","00;03;35;06","this is"
"00;03;35;06","00;03;35;14","an"
"00;03;35;14","00;03;36;11","introduction"
"00;03;36;11","00;03;36;17","and"
"00;03;36;17","00;03;37;12","an overview"
"00;03;37;12","00;03;37;28","to a"
"00;03;37;28","00;03;38;16","quite"
"00;03;38;16","00;03;39;14","technical"
"00;03;39;14","00;03;40;02","and"
"00;03;41;05","00;03;42;03","lengthy"
"00;03;42;03","00;03;42;25","ish"
"00;03;42;25","00;03;43;20","paper."
"00;03;43;20","00;03;43;26","It's"
"00;03;43;26","00;03;44;10","not a"
"00;03;44;10","00;03;44;29","review"
"00;03;44;29","00;03;45;05","or"
"00;03;45;05","00;03;45;19","a final"
"00;03;45;19","00;03;46;02","word"
"00;03;46;02","00;03;46;23","this is like"
"00;03;46;23","00;03;46;29","the"
"00;03;46;29","00;03;47;19","opening"
"00;03;47;19","00;03;48;20","context"
"00;03;48;20","00;03;49;04","for"
"00;03;49;04","00;03;49;10","some"
"00;03;49;10","00;03;49;16","of the"
"00;03;49;16","00;03;49;27","coming"
"00;03;49;27","00;03;50;13","discussions"
"00;03;50;13","00;03;50;16","we're"
"00;03;50;16","00;03;50;21","going"
"00;03;50;21","00;03;50;24","to"
"00;03;50;24","00;03;51;05","have"
"00;03;51;05","00;03;51;10","in the"
"00;03;51;10","00;03;52;01","following"
"00;03;52;01","00;03;52;26","weeks"
"00;03;52;26","00;03;53;03","and"
"00;03;53;03","00;03;54;02","beyond,"
"00;03;54;13","00;03;54;27","and"
"00;03;54;27","00;03;55;02","we're"
"00;03;55;02","00;03;55;09","going"
"00;03;55;09","00;03;56;08","to"
"00;03;56;08","00;03;56;18","first"
"00;03;56;18","00;03;56;24","just"
"00;03;56;24","00;03;56;28","say"
"00;03;56;28","00;03;57;19","hello,"
"00;03;57;20","00;03;58;06","introduce"
"00;03;58;06","00;03;59;11","the big question,"
"00;03;59;11","00;03;59;23","the aims,"
"00;03;59;23","00;04;00;17","claims,"
"00;04;00;17","00;04;01;07","abstract"
"00;04;01;07","00;04;01;13","and"
"00;04;01;13","00;04;02;13","roadmap."
"00;04;02;14","00;04;02;29","Then"
"00;04;02;29","00;04;03;05","we're"
"00;04;03;05","00;04;03;08","going"
"00;04;03;08","00;04;03;11","to"
"00;04;03;11","00;04;03;22","give"
"00;04;03;22","00;04;03;27","an"
"00;04;03;27","00;04;04;14","overview"
"00;04;04;14","00;04;04;18","of"
"00;04;04;18","00;04;04;23","some"
"00;04;04;23","00;04;04;29","of the"
"00;04;04;29","00;04;05;25","keywords"
"00;04;05;25","00;04;06;01","that"
"00;04;06;01","00;04;06;11","are"
"00;04;06;11","00;04;07;26","in the paper."
"00;04;08;06","00;04;08;19","Then"
"00;04;08;19","00;04;08;26","we're"
"00;04;08;26","00;04;09;02","going"
"00;04;09;02","00;04;09;11","to go"
"00;04;09;11","00;04;09;19","through"
"00;04;09;19","00;04;09;22","the"
"00;04;09;22","00;04;10;03","sections"
"00;04;10;03","00;04;10;05","of"
"00;04;10;05","00;04;10;26","the paper"
"00;04;10;26","00;04;11;04","with a"
"00;04;11;04","00;04;11;20","focus"
"00;04;11;20","00;04;12;07","on"
"00;04;12;07","00;04;12;15","some of"
"00;04;12;15","00;04;12;18","the"
"00;04;12;18","00;04;12;23","key"
"00;04;12;23","00;04;13;14","points,"
"00;04;13;14","00;04;13;19","the"
"00;04;13;19","00;04;14;13","formalisms"
"00;04;14;13","00;04;14;17","and"
"00;04;14;17","00;04;14;20","the"
"00;04;14;20","00;04;15;04","figures,"
"00;04;15;04","00;04;16;03","especially"
"00;04;16;03","00;04;16;10","so it"
"00;04;16;10","00;04;16;15","should"
"00;04;16;15","00;04;16;22","be"
"00;04;16;22","00;04;16;24","a"
"00;04;16;24","00;04;17;00","great"
"00;04;17;00","00;04;18;03","discussion"
"00;04;18;03","00;04;19;04","and"
"00;04;19;04","00;04;19;23","let's"
"00;04;19;23","00;04;20;00","get"
"00;04;20;00","00;04;20;09","into"
"00;04;20;09","00;04;20;16","it."
"00;04;20;26","00;04;21;02","We'll"
"00;04;21;02","00;04;21;12","start"
"00;04;21;12","00;04;21;20","with"
"00;04;21;20","00;04;21;29","just"
"00;04;21;29","00;04;22;02","an"
"00;04;22;02","00;04;22;22","introduction"
"00;04;22;22","00;04;23;02","and"
"00;04;23;02","00;04;23;12","saying"
"00;04;23;12","00;04;23;28","Hello."
"00;04;23;28","00;04;24;22","So I'm"
"00;04;24;22","00;04;25;16","Daniel"
"00;04;25;16","00;04;25;24","I'm a"
"00;04;25;24","00;04;26;13","researcher"
"00;04;26;13","00;04;26;24","in"
"00;04;26;24","00;04;27;27","California"
"00;04;27;27","00;04;28;08","and"
"00;04;28;08","00;04;28;12","I'll"
"00;04;28;12","00;04;28;19","pass"
"00;04;28;19","00;04;28;23","to"
"00;04;28;23","00;04;29;03","Brock"
"00;04;29;03","00;04;29;13","Brock."
"00;04;29;13","00;04;30;07","Thanks for"
"00;04;30;07","00;04;30;24","joining"
"00;04;30;24","00;04;30;27","and"
"00;04;30;27","00;04;31;03","for"
"00;04;31;03","00;04;31;09","all"
"00;04;31;09","00;04;31;18","the"
"00;04;31;18","00;04;32;12","contributions"
"00;04;32;12","00;04;32;14","in"
"00;04;32;14","00;04;32;29","this"
"00;04;32;29","00;04;33;08","dot"
"00;04;33;08","00;04;33;18","zero."
"00;04;34;22","00;04;35;05","Yeah,"
"00;04;35;05","00;04;35;23","so"
"00;04;35;23","00;04;36;06","exciting"
"00;04;36;06","00;04;36;25","to be"
"00;04;36;25","00;04;37;01","here"
"00;04;37;01","00;04;37;09","and to"
"00;04;37;09","00;04;37;17","spend"
"00;04;37;17","00;04;38;00","an"
"00;04;38;03","00;04;38;16","afternoon"
"00;04;38;16","00;04;38;29","flat"
"00;04;38;29","00;04;39;15","and"
"00;04;41;15","00;04;41;22","yeah,"
"00;04;41;22","00;04;41;26","I'm"
"00;04;41;26","00;04;42;08","just"
"00;04;42;08","00;04;42;22","really"
"00;04;42;22","00;04;43;02","drawn"
"00;04;43;02","00;04;43;04","to"
"00;04;43;04","00;04;43;12","this"
"00;04;43;12","00;04;43;26","topic"
"00;04;43;26","00;04;43;28","and"
"00;04;43;28","00;04;44;03","this"
"00;04;44;03","00;04;44;27","paper's"
"00;04;44;27","00;04;45;02","a"
"00;04;45;02","00;04;45;23","great"
"00;04;45;23","00;04;46;06","starting"
"00;04;46;06","00;04;46;16","point"
"00;04;46;16","00;04;46;22","for"
"00;04;46;22","00;04;47;01","that."
"00;04;47;01","00;04;47;06","It's"
"00;04;47;06","00;04;47;27","really"
"00;04;48;16","00;04;48;24","got"
"00;04;48;24","00;04;49;21","a lot"
"00;04;49;21","00;04;50;15","of"
"00;04;51;11","00;04;52;22","detail"
"00;04;52;22","00;04;53;14","that"
"00;04;53;14","00;04;53;23","to dig"
"00;04;53;23","00;04;54;10","into"
"00;04;54;10","00;04;54;20","and"
"00;04;55;17","00;04;55;25","a lot"
"00;04;55;25","00;04;55;28","to"
"00;04;55;28","00;04;56;05","learn."
"00;04;56;05","00;04;57;01","So"
"00;04;57;01","00;04;57;18","yeah,"
"00;04;57;25","00;04;58;20","OK,"
"00;04;59;23","00;05;00;17","so"
"00;05;01;11","00;05;01;24","one of"
"00;05;01;24","00;05;02;04","the"
"00;05;02;04","00;05;02;12","big"
"00;05;02;12","00;05;02;28","questions"
"00;05;02;28","00;05;03;01","or"
"00;05;03;01","00;05;03;08","one"
"00;05;03;08","00;05;03;15","way"
"00;05;03;15","00;05;04;03","to state"
"00;05;04;03","00;05;04;06","the"
"00;05;04;06","00;05;04;11","big"
"00;05;04;11","00;05;05;11","question"
"00;05;05;11","00;05;06;05","was"
"00;05;06;05","00;05;06;15","what"
"00;05;06;15","00;05;07;15","are the"
"00;05;07;15","00;05;08;06","foundations"
"00;05;08;06","00;05;08;12","of"
"00;05;08;12","00;05;08;15","the"
"00;05;08;15","00;05;08;21","free"
"00;05;08;21","00;05;09;01","energy"
"00;05;09;01","00;05;10;03","principle?"
"00;05;10;03","00;05;10;16","And"
"00;05;10;16","00;05;11;06","what does it"
"00;05;11;06","00;05;12;07","contribute"
"00;05;13;02","00;05;13;09","in"
"00;05;13;09","00;05;14;00","the paper?"
"00;05;14;00","00;05;14;09","They"
"00;05;14;09","00;05;14;18","write"
"00;05;14;18","00;05;14;22","that"
"00;05;14;22","00;05;14;27","they"
"00;05;14;27","00;05;15;06","start"
"00;05;15;06","00;05;15;13","from a"
"00;05;15;13","00;05;15;29","description"
"00;05;15;29","00;05;16;03","of"
"00;05;16;03","00;05;16;19","the world"
"00;05;16;19","00;05;16;23","in"
"00;05;16;23","00;05;17;02","terms"
"00;05;17;02","00;05;17;08","of a"
"00;05;17;08","00;05;17;21","random"
"00;05;17;21","00;05;18;07","dynamical"
"00;05;18;07","00;05;18;29","system,"
"00;05;18;29","00;05;19;13","systems"
"00;05;19;13","00;05;19;23","changing"
"00;05;19;23","00;05;19;28","through"
"00;05;19;28","00;05;20;17","time"
"00;05;20;25","00;05;21;01","and"
"00;05;21;01","00;05;21;13","end up"
"00;05;21;13","00;05;21;16","with"
"00;05;21;16","00;05;21;18","the"
"00;05;21;18","00;05;22;12","description"
"00;05;22;12","00;05;22;19","of"
"00;05;22;19","00;05;23;29","self-organization"
"00;05;23;29","00;05;24;07","as"
"00;05;24;07","00;05;24;29","sentient"
"00;05;24;29","00;05;25;27","sensing,"
"00;05;25;27","00;05;26;12","active"
"00;05;26;12","00;05;27;02","behavior."
"00;05;27;02","00;05;27;08","And"
"00;05;27;08","00;05;27;13","that's"
"00;05;27;13","00;05;27;22","active"
