text	entity_type		start	end
facilitator	occupation		50046	51172
Kurt Jamungol	person_name		51316	52672
Kurt	person_name		53106	53544
researchers	occupation		61330	62024
Kurt	person_name		74294	74908
Kurt	person_name		90282	90624
Karl Friston	person_name		167150	168086
welcome Principal Research Fellow	occupation		168384	170650
Scientific Director	occupation		171076	172794
welcome Trust Center for Neuroimaging	organization		173188	175274
professor of Neurology	occupation		175572	176874
University College London	organization		177236	178714
chief scientist	occupation		179652	180522
Versus	organization		180852	181630
Anna Lempke	person_name		182290	183670
chief	occupation		184296	184782
Stanford Addiction Medical sorry. Medicine dual diagnosis clinic	organization		185208	189646
Stanford University	organization		189912	191134
Raphael Kaufman	person_name		197450	199042
CTO	occupation		199596	200114
Digital Gaia	organization		200412	201250
onboard sorry	organization		201852	203222
board of directors	organization		203948	205154
Active Inference Institute	organization		206670	208970
Bert DeVries	person_name		209390	210390
professor	occupation		210784	211610
Eindhoven University of Technology	organization		212288	214266
Bias Lab research team	organization		215712	217226
Guillaume Dumas	person_name		220130	221466
associate professor	occupation		221988	223146
computational psychiatry	occupation		223508	225754
Faculty of Medicine	organization		226244	227322
University of Montreal	organization		227748	229018
Director	occupation		229508	230330
Precision, Psychiatry and Social Physiology Laboratory	organization		230948	234718
Chu St. Sorry	organization		235240	238162
Chu St. Justine Research Center	organization		238856	241522
Mila	organization		243240	243742
Mila	organization		244072	244930
Quebec	location		246092	246754
Artificial Intelligence Institute	organization		246802	249010
Kurt Chamongle	person_name		254044	254786
mathematical physics	occupation		256524	257442
theoretical physics	occupation		262592	263366
Bert	person_name		287990	288590
Bertovis	person_name		340560	341346
electrical engineering department	organization		345764	347470
Bislab	organization		349588	350426
PhD students	occupation		394608	395738
Professor	occupation		404792	405118
Lemke	person_name		405134	405758
Daniel Friedman	person_name		466520	467538
Professor	occupation		489360	489814
Friston	person_name		489862	490810
Karl	person_name		499220	499626
Daniel Friedman	person_name		519132	520450
Axel constant	person_name		523932	524930
Mahault	person_name		554676	555034
Versus	organization		556052	556910
Bert	person_name		589216	590070
Mahault	person_name		598788	599114
Bert	person_name		631312	631654
Ashwin	person_name		650778	651386
Raphael kaufman	person_name		681488	682854
nine month	person_age		710906	711432
Med crisis	event		755258	756048
