start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
13740	14290	A	0.59	1	1	1	You.
16260	16576	A	0.94	1	2	2	All
16598	17170	A	1.0	1	3	3	right,
17700	18016	A	1.0	1	4	4	the
18038	18224	A	1.0	1	5	5	next
18262	18684	A	0.99983	1	6	6	session
18732	18896	A	0.99999	1	7	7	is
18918	19056	A	0.89232	1	8	8	going.
19078	19168	B	1.0	1	9	9	To
19174	19392	B	0.99996	1	10	10	be
19446	20000	B	1.0	1	11	11	the
20150	20560	B	0.99999	1	12	12	final
20630	21420	B	0.88111	1	13	13	session
21580	22290	B	1.0	1	14	14	of
22900	23456	B	0.99999	1	15	15	this
23558	24640	B	0.99894	1	16	16	symposium.
25140	25516	B	0.99952	1	17	17	It's
25548	25696	B	1.0	1	18	18	been
25718	25856	B	1.0	1	19	19	a
25878	26496	B	0.99998	1	20	20	really
26678	27404	B	0.71414	1	21	21	incredible
27452	28240	B	0.99684	1	22	22	journey,
28580	28992	B	1.0	1	23	23	and
29046	29216	B	0.52	1	24	24	I
29238	29424	B	0.9968	1	25	25	think
29462	29904	B	0.99997	1	26	26	this
30022	30352	B	0.99998	1	27	27	final
30406	30668	B	0.9999	1	28	28	session
30684	30816	B	0.53549	1	29	29	is
30838	30928	B	0.99668	1	30	30	going
30934	31008	B	1.0	1	31	31	to
31014	31136	B	0.9999	1	32	32	be
31158	31344	B	0.99997	1	33	33	great
31382	31536	B	0.99999	1	34	34	as
31558	32130	B	0.99999	1	35	35	well.
32500	33250	B	0.99981	1	36	36	So
33860	34224	B	0.99992	1	37	37	we
34262	34464	B	0.99992	1	38	38	have
34502	34608	B	1.0	1	39	39	a
34614	35120	B	0.7452	1	40	40	whole
35270	36092	B	0.99766	1	41	41	panel
36236	36930	B	1.0	1	42	42	here,
37780	38530	B	0.91	1	43	43	and
40300	40664	B	0.99438	1	44	44	people
40702	40952	B	0.54982	1	45	45	can
41006	41224	B	0.99994	1	46	46	use
41262	41464	B	0.99998	1	47	47	their
41502	41876	B	0.99068	1	48	48	cameras,
41908	42056	B	0.99995	1	49	49	even
42078	42360	B	0.99975	1	50	50	though
42430	42820	B	0.89567	1	51	51	I'm
42900	43144	B	0.99624	1	52	52	not
43182	43336	B	0.99793	1	53	53	if
43358	43496	B	0.99998	1	54	54	they
43518	43656	B	0.99964	1	55	55	want
43678	44250	B	0.9	1	56	56	to
46060	46616	B	0.99988	1	57	57	welcome
46718	47370	B	0.99974	1	58	58	everyone,
48300	48756	B	0.81412	1	59	59	I'll
48788	49080	B	0.99994	1	60	60	just
49150	49716	B	0.99518	1	61	61	introduce
49748	49992	B	1.0	1	62	62	the
50046	51172	B	0.76817	1	63	63	facilitator,
51316	51764	B	0.87096	1	64	64	Kurt
51812	52672	B	0.09552	1	65	65	Jamungol.
52756	53052	B	0.99226	2	1	66	So
53106	53544	B	0.99427	2	2	67	Kurt
53592	54236	B	0.99957	2	3	68	is
54418	54764	B	0.55	2	4	69	a
54802	55144	B	0.99962	2	5	70	legend
55192	55356	B	0.99981	2	6	71	in
55378	55516	B	1.0	2	7	72	the
55538	56056	B	0.71901	2	8	73	active
56088	56712	B	0.97758	2	9	74	ecosystem
56776	57004	B	1.0	2	10	75	and
57042	57196	B	0.99995	2	11	76	has
57218	57404	B	1.0	2	12	77	done
57442	58300	B	0.99877	2	13	78	incredible
58640	59100	B	0.99996	2	14	79	work
59170	59548	B	0.99998	2	15	80	with
59634	59836	B	1.0	2	16	81	a
59858	60456	B	0.68045	2	17	82	variety
60568	61180	B	1.0	2	18	83	of
61330	62024	B	0.99993	2	19	84	researchers
62072	62284	B	1.0	2	20	85	and
62322	62792	B	0.99997	2	21	86	curious
62856	63476	B	0.50849	2	22	87	individuals
63528	63648	B	0.96781	2	23	88	in
63654	63776	B	1.0	2	24	89	the
63798	64368	B	0.99981	2	25	90	space,
64534	64864	B	0.99735	2	26	91	so
64902	65152	B	0.99956	2	27	92	we
65206	65424	B	0.9984	2	28	93	could
65462	65616	B	0.99994	2	29	94	think
65638	65776	B	1.0	2	30	95	of
65798	65984	B	0.99715	2	31	96	no
66022	66224	B	1.0	2	32	97	one
66262	66850	B	0.99998	2	33	98	better
67300	67664	B	1.0	2	34	99	to
67702	67964	B	0.99961	2	35	100	host
68012	68416	B	0.99974	2	36	101	this
68518	69440	B	0.9517	2	37	102	conversation
70100	70850	B	0.99	2	38	103	and
71700	72064	B	0.9998	2	39	104	bring
72102	72256	B	1.0	2	40	105	it
72278	72656	B	1.0	2	41	106	all
72758	73504	B	0.99991	2	42	107	together.
73702	74208	B	0.99761	2	43	108	So,
74294	74908	B	0.99357	2	44	109	Kurt,
75004	75372	B	0.83334	2	45	110	I'll
75436	75664	B	0.99999	2	46	111	pass
75702	75856	B	1.0	2	47	112	it
75878	76028	B	1.0	2	48	113	to
76054	76630	B	0.99	2	49	114	you.
77320	77776	B	0.83848	2	50	115	You'll
77808	77956	B	0.99998	2	51	116	keep
