start	end	sentNum	speaker	confidence	text
7500	9096	2	B	0.78605	Hello and welcome, everyone.
9198	10200	3	B	0.99993	Welcome back.
10350	22010	4	B	0.99999	This is the second interval of the third applied active inference symposium at the active inference institute on August 22, 2023.
23100	35628	5	B	0.99995	This is going to be another packed and exciting interval, and we're kicking it off with Jean Francois Cloutier, a Collective of theorizers First Steps.
35724	40572	6	B	0.9969	So, JF, thank you for joining and to you for this presentation.
40716	48116	7	B	0.99	And if anybody has questions for this presentation or any of the others, please just put it in the live chat and I'll do it.
48138	48628	8	B	0.98	I can.
48714	49536	9	B	0.99288	So thanks, JF.
49568	50310	11	B	1	To you.
54900	56560	12	A	0.99961	Thank you, Daniel.
57800	65300	13	A	0.98627	I'm a software engineer at a company called Smart Rent, where I write software for smart home systems.
66120	73530	14	A	0.74	I also work on a research project at the Active Inference Institute called the Robotics and Embodied Project.
74620	80650	15	A	0.99962	My current focus is unsupervised learning in active inference agents.
81840	100930	16	A	0.95451	In my presentation today, which is titled A Collective of theorizers First Steps, I'll first start with a brief recap of the project, then dive into recent progress, and then I'll conclude with what I see as the next steps of the project.
103780	111300	17	A	0.99992	Well, since 2017, I've been experimenting with Lego robots and models of cognition.
111880	121690	18	A	1	I do this for my own education, because, like I think most of us, I understand something better when I build it.
122460	126776	19	A	0.99999	What you see here is my latest robot model.
126958	128276	20	A	0.75574	It's a rover.
128468	134780	21	A	0.99999	It has a whole bunch of sensors and a number of effectors actuators.
135360	142860	22	A	0.90671	As a matter of fact, those sensors and actuators can be understood as forming the marker blanket of my robot.
146330	156310	23	A	0.99888	Last year, I presented at the symposium about the history of the project, its then status, and its ambitions.
156730	164470	24	A	1	I presented a cognitive model that implemented predictive processing from an active inference perspective.
164630	170006	25	A	0.99984	So there were generative models, there was predictions, there was prediction errors.
170198	187374	26	A	1	And these generative models animated the robots so that they would roam, avoid obstacles, observe their companion, and also, in a very simplistic way, build a theory of mind of the other robot.
187502	207734	27	A	0.57432	They could from observations infer that the other robot had detected food, food being presented here as a sheet of paper on the floor, and then would kind of try to track the other robot to also get to the food and fun stuff like this.
207932	214006	28	A	0.96	The implementation combined multi processing and functional computing.
214038	218250	29	A	0.99795	There was nothing probabilistic in the implementation.
220830	223114	30	A	1	I thought maybe we'd see them in action.
223162	224574	31	A	0.46984	That's what's presented last year.
224612	232698	32	A	0.99951	But just to get a sense of what they do, I have two robots here, one named Karl and Andy.
232794	236290	33	A	1	I named them before I knew I was going to present at the conference.
237350	243090	34	A	0.99956	So they benefited from a number of training sessions.
243510	253000	35	A	0.99995	They learned how to find which policies would achieve their goals better than others.
253370	256150	36	A	1	And one here on the left.
256300	288850	37	A	0.99996	Found the food rather right away but got closer to the pedestal where the beacon is that simulates the scent of food feared was getting into a collision and then backs off in a hurry as we'll see the other robot observes all this, sees the robot backing off as being in a panic and decides to share this emotion and backs up as well.
289000	291540	38	A	0.99912	So fun stuff.
298180	306390	39	A	0.99993	From the beginning I've implemented different cognition models but they all have in common the fact that they implement a society of mind.
