docLabel	start	end	count	rank	text
3Symp_2_08	1545128	1545854	1	0.08	agents actions
3Symp_2_08	1740678	1741356	2	0.08	agents actions
3Symp_2_08	1821278	1822148	3	0.08	agents actions
3Symp_2_08	934088	934980	1	0.08	other agents
3Symp_2_08	1211392	1211978	2	0.08	other agents
3Symp_2_08	1232932	1233470	3	0.08	other agents
3Symp_2_08	1436776	1437410	4	0.08	other agents
3Symp_2_08	1247682	1248790	1	0.08	information agents
3Symp_2_08	494488	495118	1	0.08	agents beliefs
3Symp_2_08	604088	604866	2	0.08	agents beliefs
3Symp_2_08	664828	666360	1	0.07	active inference agents
3Symp_2_08	846252	847030	1	0.07	individual agents
3Symp_2_08	930468	931182	2	0.07	individual agents
3Symp_2_08	1585624	1586610	3	0.07	individual agents
3Symp_2_08	578110	579398	1	0.07	Different agents
3Symp_2_08	1023028	1024026	1	0.07	agents preferences
3Symp_2_08	1690584	1691384	2	0.07	agents preferences
3Symp_2_08	1503116	1503910	1	0.07	multiple agents
3Symp_2_08	1577716	1578800	2	0.07	multiple agents
3Symp_2_08	1598178	1598870	3	0.07	multiple agents
3Symp_2_08	1608716	1609574	4	0.07	multiple agents
3Symp_2_08	1552796	1554018	1	0.07	multi agent systems
3Symp_2_08	1732354	1733416	1	0.06	shared potential goals
3Symp_2_08	1787458	1788216	1	0.06	shared retentions
3Symp_2_08	949730	950870	1	0.06	shared goals
3Symp_2_08	1203068	1204150	2	0.06	shared goals
3Symp_2_08	1679412	1680180	3	0.06	shared goals
3Symp_2_08	1620138	1621152	1	0.06	goal oriented actions
3Symp_2_08	91916	92722	1	0.06	shared potential
3Symp_2_08	149572	150410	2	0.06	shared potential
3Symp_2_08	195776	197130	3	0.06	shared potential
3Symp_2_08	237008	238086	4	0.06	shared potential
3Symp_2_08	1397992	1398734	5	0.06	shared potential
3Symp_2_08	1514128	1514902	6	0.06	shared potential
3Symp_2_08	1732354	1733112	7	0.06	shared potential
