docLabel	start	end	count	rank	text
3Symp_2_04	27722	28416	1	0.07	active inference
3Symp_2_04	30826	31536	2	0.07	active inference
3Symp_2_04	32378	33024	3	0.07	active inference
3Symp_2_04	211658	212554	4	0.07	active inference
3Symp_2_04	271048	271806	5	0.07	active inference
3Symp_2_04	354288	354906	6	0.07	active inference
3Symp_2_04	461988	462586	7	0.07	active inference
3Symp_2_04	484444	485266	8	0.07	active inference
3Symp_2_04	522968	523774	9	0.07	active inference
3Symp_2_04	537772	538870	10	0.07	active inference
3Symp_2_04	546896	547734	11	0.07	active inference
3Symp_2_04	582894	583486	12	0.07	active inference
3Symp_2_04	598912	599654	13	0.07	active inference
3Symp_2_04	674232	674846	14	0.07	active inference
3Symp_2_04	690738	691378	15	0.07	active inference
3Symp_2_04	816484	817066	16	0.07	active inference
3Symp_2_04	957318	958106	17	0.07	active inference
3Symp_2_04	966228	967390	18	0.07	active inference
3Symp_2_04	992268	992946	19	0.07	active inference
3Symp_2_04	994028	994834	20	0.07	active inference
3Symp_2_04	1037084	1037794	21	0.07	active inference
3Symp_2_04	1049024	1049766	22	0.07	active inference
3Symp_2_04	1098416	1099254	23	0.07	active inference
3Symp_2_04	1273078	1273804	24	0.07	active inference
3Symp_2_04	1337002	1338016	25	0.07	active inference
3Symp_2_04	1580038	1580764	26	0.07	active inference
3Symp_2_04	1611750	1612604	27	0.07	active inference
3Symp_2_04	1628874	1629824	28	0.07	active inference
3Symp_2_04	1701842	1702664	29	0.07	active inference
3Symp_2_04	1775674	1776336	30	0.07	active inference
3Symp_2_04	1789438	1790036	31	0.07	active inference
3Symp_2_04	1805192	1805992	32	0.07	active inference
3Symp_2_04	1813878	1814572	33	0.07	active inference
3Symp_2_04	1837028	1838276	34	0.07	active inference
3Symp_2_04	1853698	1854584	35	0.07	active inference
3Symp_2_04	1890078	1890724	36	0.07	active inference
3Symp_2_04	1931098	1931856	37	0.07	active inference
3Symp_2_04	2091502	2092244	38	0.07	active inference
3Symp_2_04	2177338	2178500	39	0.07	active inference
3Symp_2_04	690738	692338	1	0.06	active inference symposia
3Symp_2_04	27722	29280	1	0.06	active Inference Institute
3Symp_2_04	30826	32016	2	0.06	active Inference Institute
3Symp_2_04	211658	213498	3	0.06	active Inference Institute
3Symp_2_04	816484	817434	4	0.06	active Inference Institute
3Symp_2_04	1037084	1038274	5	0.06	active Inference Institute
3Symp_2_04	1890078	1891412	6	0.06	active Inference Institute
3Symp_2_04	1931098	1932576	7	0.06	active Inference Institute
3Symp_2_04	210826	213498	1	0.05	comma active Inference institute
3Symp_2_04	2075408	2077092	1	0.05	active build
3Symp_2_04	2317142	2319024	1	0.05	other people
3Symp_2_04	1797758	1799076	1	0.05	sophisticated inference
3Symp_2_04	1761286	1762704	1	0.05	augmented people
3Symp_2_04	2265782	2266384	1	0.05	only people
3Symp_2_04	2268902	2269344	2	0.05	only people
3Symp_2_04	1651122	1652590	1	0.05	individual people
3Symp_2_04	32378	34000	1	0.04	active inference ecosystem
3Symp_2_04	354288	355850	2	0.04	active inference ecosystem
3Symp_2_04	1049024	1050294	3	0.04	active inference ecosystem
3Symp_2_04	1273078	1274764	4	0.04	active inference ecosystem
3Symp_2_04	1789438	1791028	5	0.04	active inference ecosystem
3Symp_2_04	1813878	1815244	6	0.04	active inference ecosystem
3Symp_2_04	1611302	1613104	1	0.04	first active inference game
3Symp_2_04	741452	742678	1	0.04	ecosystem governance
3Symp_2_04	28064	29280	1	0.04	Inference Institute
3Symp_2_04	31184	32016	2	0.04	Inference Institute
3Symp_2_04	212138	213498	3	0.04	Inference Institute
3Symp_2_04	816778	817434	4	0.04	Inference Institute
3Symp_2_04	1037394	1038274	5	0.04	Inference Institute
3Symp_2_04	1890388	1891412	6	0.04	Inference Institute
3Symp_2_04	1931488	1932576	7	0.04	Inference Institute
3Symp_2_04	461988	463214	1	0.04	active inference textbook group
