docLabel	start	end	count	rank	text
3Symp_2_07	419960	420610	1	0.06	big things
3Symp_2_07	1331732	1333476	2	0.05	role games
3Symp_2_07	710788	712042	1	0.05	happier games
3Symp_2_07	226332	229318	1	0.05	different things
3Symp_2_07	380092	380582	1	0.05	other things
3Symp_2_07	826076	829270	1	0.05	Curious people
3Symp_2_07	517256	1206080	5	0.04	digital assets
3Symp_2_07	5748	1659036	5	0.04	active inference
3Symp_2_07	185356	186694	1	0.04	reputed people
3Symp_2_07	960404	1063184	2	0.04	external state
3Symp_2_07	929708	931240	1	0.04	first active game
3Symp_2_07	35996	38082	1	0.04	Pablo Fernandez Macchia
3Symp_2_07	220472	224890	2	0.04	digital revolution
3Symp_2_07	1319562	1320950	1	0.04	education research
3Symp_2_07	655732	657550	1	0.04	Creative Commons license
