docLabel	start	end	count	rank	text
3Symp_2_02	1340942	1342152	1	0.11	local active inference agents
3Symp_2_02	245698	247084	1	0.11	active inference agents
3Symp_2_02	475840	476900	2	0.11	active inference agents
3Symp_2_02	537828	538936	3	0.11	active inference agents
3Symp_2_02	1341246	1342152	4	0.11	active inference agents
3Symp_2_02	769546	771728	1	0.1	multi agent active inference systems
3Symp_2_02	911718	913308	1	0.1	collective active inference systems
3Symp_2_02	993198	994836	2	0.1	collective active inference systems
3Symp_2_02	33364	35236	1	0.1	Multi agent active inference
3Symp_2_02	148402	150216	2	0.1	Multi agent active inference
3Symp_2_02	769546	771168	3	0.1	Multi agent active inference
3Symp_2_02	537438	538936	1	0.1	nested active inference agents
3Symp_2_02	146626	148136	1	0.1	multiscale active inference
3Symp_2_02	164342	165644	2	0.1	multiscale active inference
3Symp_2_02	177568	179248	3	0.1	multiscale active inference
3Symp_2_02	326458	327920	4	0.1	multiscale active inference
3Symp_2_02	405624	407360	5	0.1	multiscale active inference
3Symp_2_02	471882	473568	6	0.1	multiscale active inference
3Symp_2_02	510438	511596	7	0.1	multiscale active inference
3Symp_2_02	581658	582944	8	0.1	multiscale active inference
3Symp_2_02	655762	657144	9	0.1	multiscale active inference
3Symp_2_02	661036	662380	10	0.1	multiscale active inference
3Symp_2_02	714908	716412	11	0.1	multiscale active inference
3Symp_2_02	760918	762124	12	0.1	multiscale active inference
3Symp_2_02	766054	767244	13	0.1	multiscale active inference
3Symp_2_02	908662	909804	14	0.1	multiscale active inference
3Symp_2_02	1121482	1122784	15	0.1	multiscale active inference
3Symp_2_02	1148338	1149880	16	0.1	multiscale active inference
3Symp_2_02	1296724	1298004	17	0.1	multiscale active inference
3Symp_2_02	1390622	1392148	18	0.1	multiscale active inference
3Symp_2_02	1402514	1403864	19	0.1	multiscale active inference
3Symp_2_02	1498210	1499496	20	0.1	multiscale active inference
3Symp_2_02	1576298	1577856	21	0.1	multiscale active inference
3Symp_2_02	1641518	1642916	22	0.1	multiscale active inference
3Symp_2_02	1647442	1648856	23	0.1	multiscale active inference
3Symp_2_02	1659270	1660636	24	0.1	multiscale active inference
3Symp_2_02	911718	912748	1	0.1	collective active inference
3Symp_2_02	938780	939956	2	0.1	collective active inference
3Symp_2_02	993198	994468	3	0.1	collective active inference
3Symp_2_02	1290542	1291668	4	0.1	collective active inference
3Symp_2_02	1658812	1661212	1	0.1	actual multiscale active inference systems
3Symp_2_02	34446	35236	1	0.1	active inference
3Symp_2_02	147432	148136	2	0.1	active inference
3Symp_2_02	149026	150216	3	0.1	active inference
3Symp_2_02	164988	165644	4	0.1	active inference
3Symp_2_02	176538	177456	5	0.1	active inference
3Symp_2_02	178368	179248	6	0.1	active inference
3Symp_2_02	187716	188484	7	0.1	active inference
3Symp_2_02	217558	218316	8	0.1	active inference
3Symp_2_02	227962	228656	9	0.1	active inference
3Symp_2_02	241566	242196	10	0.1	active inference
3Symp_2_02	245698	246344	11	0.1	active inference
3Symp_2_02	263366	264028	12	0.1	active inference
3Symp_2_02	274604	275520	13	0.1	active inference
3Symp_2_02	282718	283444	14	0.1	active inference
3Symp_2_02	296466	297176	15	0.1	active inference
3Symp_2_02	301218	302024	16	0.1	active inference
3Symp_2_02	327088	327920	17	0.1	active inference
3Symp_2_02	406268	407360	18	0.1	active inference
3Symp_2_02	432128	432816	19	0.1	active inference
3Symp_2_02	440062	440788	20	0.1	active inference
3Symp_2_02	472672	473568	21	0.1	active inference
3Symp_2_02	475840	476576	22	0.1	active inference
3Symp_2_02	492724	493684	23	0.1	active inference
3Symp_2_02	510988	511596	24	0.1	active inference
3Symp_2_02	532602	533296	25	0.1	active inference
3Symp_2_02	537828	538516	26	0.1	active inference
3Symp_2_02	542228	542916	27	0.1	active inference
3Symp_2_02	545326	546200	28	0.1	active inference
3Symp_2_02	582288	582944	29	0.1	active inference
3Symp_2_02	610108	610764	30	0.1	active inference
3Symp_2_02	627050	627776	31	0.1	active inference
3Symp_2_02	633732	634628	32	0.1	active inference
3Symp_2_02	656392	657144	33	0.1	active inference
3Symp_2_02	661628	662380	34	0.1	active inference
3Symp_2_02	715628	716412	35	0.1	active inference
3Symp_2_02	761548	762124	36	0.1	active inference
