docLabel	start	end	count	rank	text
3Symp_2_06	1751182	1752090	1	0.09	specific agent
3Symp_2_06	1026812	1027958	1	0.08	specific landscape
3Symp_2_06	562926	563646	1	0.08	specific norms
3Symp_2_06	978416	979446	2	0.08	specific norms
3Symp_2_06	1611448	1612620	1	0.08	specific behavior
3Symp_2_06	563848	565050	1	0.08	specific values
3Symp_2_06	1507746	1509336	1	0.07	specific structure
3Symp_2_06	1686122	1687296	2	0.07	specific structure
3Symp_2_06	1741690	1743756	1	0.07	specific communication
3Symp_2_06	1069290	1072040	1	0.07	embedded normativity thing
3Symp_2_06	1740042	1741168	1	0.07	specific scales
3Symp_2_06	855678	856686	1	0.07	specific causes
3Symp_2_06	1737706	1738944	1	0.07	specific coordination
3Symp_2_06	1629302	1630476	1	0.07	specific fordance
3Symp_2_06	1510434	1512232	1	0.07	specific collective dynamics
3Symp_2_06	999716	1001018	1	0.07	specific natural categories
3Symp_2_06	23100	24466	1	0.06	embedded normativity
3Symp_2_06	424012	425298	2	0.06	embedded normativity
3Symp_2_06	597250	598314	3	0.06	embedded normativity
3Symp_2_06	1069290	1071202	4	0.06	embedded normativity
3Symp_2_06	1154664	1156130	5	0.06	embedded normativity
3Symp_2_06	1193396	1194830	6	0.06	embedded normativity
3Symp_2_06	1528598	1530028	7	0.06	embedded normativity
