text	entity_type		start	end
third applied active inference symposium	event		14126	16436
active inference institute	organization		16878	18340
August 22, 2023	date		18894	22010
Jean Francois Cloutier	person_name		30902	32620
Collective of theorizers First Steps	organization		33078	35628
JF	person_name		36086	36540
Daniel	person_name		55670	56560
software engineer	occupation		58314	59248
Smart Rent	organization		60986	61968
Active Inference Institute	organization		68746	70196
theorizers	occupation		85282	86024
Karl	person_name		231386	231754
Andy	person_name		232116	232698
Marvin Minsky	person_name		332146	333656
cognition actors	occupation		348132	349434
cognition actor	occupation		349892	350606
cognition actor	occupation		361272	361966
cognition actor	occupation		373004	373874
cognition actors	occupation		381696	382966
cognition actors	occupation		393076	394378
connection actors	occupation		407430	408462
programmer	occupation		744042	744496
metacognition actor	occupation		826082	827800
cognition actors	occupation		834982	835836
Enterprise One	event		1013118	1014056
Keith Duggar	person_name		1014158	1015380
cognition actor	occupation		1090420	1091756
cognition actor	occupation		1092986	1093968
cognition actor	occupation		1120204	1120966
statistics	occupation		1176496	1177530
machine learning	occupation		1186564	1187454
philosophy	occupation		1314440	1315230
Emmanuel Kant	person_name		1315848	1317090
Emmanuel Kant	person_name		1317510	1318414
Emmanuel Kong	person_name		1337776	1338890
April	person_name		1374796	1375442
April	person_name		1383122	1383730
Emmanuel Kant	person_name		1421280	1422488
pneumonia	medical_condition		1433318	1433884
philosophy	occupation		1528688	1529264
Richard Evans	person_name		1540702	1541572
machine learning	occupation		1574758	1575360
machine learning	occupation		1576700	1577660
Richard Evans	person_name		1972864	1973734
Dr	occupation		2099640	2100050
Kant	person_name		2100120	2100750
Dr	occupation		2279102	2279480
Kant	person_name		2279550	2280200
Kant	person_name		2296080	2296584
Kant	person_name		2303346	2303672
German	nationality		2307352	2307968
engineer	occupation		2308064	2308912
Herman von Hemholz	person_name		2309056	2310980
Kant	person_name		2312762	2313264
Kant	person_name		2318272	2318656
Peter Day	person_name		2324462	2325272
Jeff Hinton	person_name		2326158	2327460
philosophy	occupation		2360666	2361780
machine learning	occupation		2365578	2366550
machine learning	occupation		2406678	2407244
science	occupation		2623534	2624004
machine learning	occupation		2721118	2721768
Richard Evans	person_name		2850150	2851836
cognition actors	occupation		2868600	2869836
cognition actor	occupation		3204038	3204956
cognitive science	occupation		3229886	3230852
cognizant science	occupation		3243720	3244656
cognitive science	occupation		3259618	3260456
programmer	occupation		3425574	3426400
actors	occupation		3436560	3437460
cognition actor	occupation		3475942	3476924
cognition actors	occupation		3491146	3491984
physical damage	injury		3506804	3508120
cognition actor	occupation		3529638	3530880
cognition actor	occupation		3532118	3532924
cognition actor	occupation		3542138	3542896
cognition actor	occupation		3550474	3551880
cognition actors	occupation		3553662	3554920
actors	occupation		3560772	3561092
actors	occupation		3562916	3563640
actor	occupation		3566788	3567016
collective theorizers	occupation		3597246	3599236
theorizers	occupation		3605716	3606436
Active Inference Institute	organization		3612882	3614152
JF	person_name		3626902	3627756
Robotics and embodied meeting	event		3636064	3638112
Robotics and Embodied	event		3645994	3646944
David Williams	person_name		3649338	3650064
robotics	occupation		3659218	3659704
JF	person_name		3668818	3669580
