start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
4980	5530	1	A	0.64	1	1	You.
7500	7960	2	B	0.78605	1	2	Hello
8030	8264	2	B	1.0	2	3	and
8302	8600	2	B	0.99999	3	4	welcome,
8670	9096	2	B	0.56502	4	5	everyone.
9198	9560	3	B	0.99993	1	6	Welcome
9630	10200	3	B	0.99719	2	7	back.
10350	10664	4	B	0.99999	1	8	This
10702	10904	4	B	1.0	2	9	is
10942	11530	4	B	0.94	3	10	the
11900	12504	4	B	1.0	4	11	second
12622	13396	4	B	0.54836	5	12	interval
13508	13784	4	B	1.0	6	13	of
13822	14072	4	B	1.0	7	14	the
14126	14392	4	B	1.0	8	15	third
14446	14836	4	B	0.99981	9	16	applied
14868	15188	4	B	0.99694	10	17	active
15204	15604	4	B	0.44931	11	18	inference
15652	16436	4	B	0.99981	12	19	symposium
16548	16728	4	B	1.0	13	20	at
16734	16856	4	B	0.76	14	21	the
16878	17188	4	B	0.99759	15	22	active
17204	17652	4	B	0.55321	16	23	inference
17716	18340	4	B	0.91879	17	24	institute
18420	18808	4	B	0.53	18	25	on
18894	19364	4	B	0.78	19	26	August
19412	20296	4	B	1.0	20	27	22,
20478	22010	4	B	0.87	21	28	2023.
23100	23416	5	B	0.99995	1	29	This
23438	23576	5	B	0.99996	2	30	is
23598	23688	5	B	0.87062	3	31	going
23694	23816	5	B	0.65	4	32	to
23838	24216	5	B	0.99995	5	33	be
24318	24776	5	B	0.99994	6	34	another
24878	25812	5	B	0.53062	7	35	packed
25956	26504	5	B	1.0	8	36	and
26622	27556	5	B	0.9754	9	37	exciting
27748	28772	5	B	0.99992	10	38	interval,
28916	29224	5	B	1.0	11	39	and
29262	29548	5	B	0.90353	12	40	we're
29604	29916	5	B	0.94766	13	41	kicking
29948	30096	5	B	0.99991	14	42	it
30118	30496	5	B	0.99996	15	43	off
30598	30864	5	B	0.99988	16	44	with
30902	31196	5	B	0.97795	17	45	Jean
31228	31756	5	B	0.95765	18	46	Francois
31788	32620	5	B	0.16975	19	47	Cloutier,
32780	33056	5	B	0.95	20	48	a
33078	33436	5	B	0.99508	21	49	Collective
33468	33616	5	B	1.0	22	50	of
33638	34588	5	B	0.47083	23	51	theorizers
34684	34992	5	B	1.0	24	52	First
35046	35628	5	B	0.98863	25	53	Steps.
35724	36032	6	B	0.9969	1	54	So,
36086	36540	6	B	0.84492	2	55	JF,
36620	36816	6	B	0.99941	3	56	thank
36838	37024	6	B	1.0	4	57	you
37062	37552	6	B	0.99965	5	58	for
37686	38252	6	B	0.99992	6	59	joining
38316	38736	6	B	1.0	7	60	and
38838	39056	6	B	1.0	8	61	to
39078	39264	6	B	1.0	9	62	you
39302	39456	6	B	0.99998	10	63	for
39478	39712	6	B	0.86729	11	64	this
39766	40572	6	B	0.94713	12	65	presentation.
40716	40976	7	B	0.99	1	66	And
40998	41136	7	B	0.99996	2	67	if
41158	41440	7	B	0.99995	3	68	anybody
41510	41744	7	B	0.99998	4	69	has
41782	42188	7	B	0.99999	5	70	questions
42294	42564	7	B	0.99706	6	71	for
42602	42948	7	B	0.99999	7	72	this
43034	43728	7	B	0.99893	8	73	presentation
43824	44036	7	B	1.0	9	74	or
44058	44196	7	B	0.99997	10	75	any
44218	44356	7	B	1.0	11	76	of
44378	44516	7	B	1.0	12	77	the
44538	45108	7	B	0.99936	13	78	others,
45274	45652	7	B	0.99995	14	79	please
45706	45876	7	B	0.99982	15	80	just
45898	46036	7	B	0.99997	16	81	put
46058	46196	7	B	0.99989	17	82	it
46218	46308	7	B	0.99983	18	83	in
46314	46436	7	B	0.99	19	84	the
46458	46644	7	B	1.0	20	85	live
46682	47120	7	B	0.99992	21	86	chat
47200	47444	7	B	1.0	22	87	and
47482	47696	7	B	0.98685	23	88	I'll
47728	47924	7	B	0.99998	24	89	do
47962	48116	7	B	0.76218	25	90	it.
48138	48276	8	B	0.98	1	91	I
48298	48628	8	B	0.99954	2	92	can.
48714	48916	9	B	0.99288	1	93	So
48938	49124	9	B	0.99928	2	94	thanks.
49162	49536	10	B	0.96192	1	95	JF.
49568	49716	11	B	1.0	1	96	To
49738	50310	11	B	0.75	2	97	you.
54900	55264	12	A	0.99961	1	98	Thank
55302	55600	12	A	1.0	2	99	you,
55670	56560	12	A	0.99568	3	100	Daniel.
57800	58176	13	A	0.98627	1	101	I'm
58208	58308	13	A	1.0	2	102	a
58314	58624	13	A	0.99991	3	103	software
