key	relevance
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	1.0
Science>Environment	0.7692320942878723
BusinessAndFinance>Industries>Agriculture	0.7050221562385559
BusinessAndFinance>Business>GreenSolutions	0.6502491235733032
Technology&Computing>ArtificialIntelligence	0.6290525794029236
Technology&Computing>Computing>Internet>InternetOfThings	0.5464625954627991
RealEstate>LandAndFarms	0.4361830949783325
Technology&Computing>Computing>ComputerNetworking	0.4264204502105713
Science>SpaceAndAstronomy	0.3651484549045563
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.3095225691795349
Technology&Computing>Computing>DataStorageAndWarehousing	0.30734187364578247
EventsAndAttractions>PoliticalEvent	0.2750374674797058
Technology&Computing>Computing>Internet>CloudComputing	0.2572531998157501
Hobbies&Interests>ContentProduction	0.23134192824363708
NewsAndPolitics>Politics>PoliticalIssues	0.21965479850769043
Technology&Computing	0.21029093861579895
Technology&Computing>Computing>Internet>InternetForBeginners	0.1913570761680603
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.18705950677394867
BusinessAndFinance>Industries>TechnologyIndustry	0.18457132577896118
Hobbies&Interests>Beekeeping	0.15716716647148132
