start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
19290	19358	1	A	0.86371	1	1	All
19364	19920	1	A	0.51176	2	2	right.
20930	21438	2	B	0.99995	1	3	Welcome,
21524	22202	2	B	0.95089	2	4	Mahault.
22346	22654	3	B	0.99994	1	5	This
22692	22846	3	B	0.99996	2	6	will
22868	23102	3	B	0.99999	3	7	be
23156	23760	3	B	0.94	4	8	the
24130	24830	3	B	0.99998	5	9	final
24980	25342	3	B	1.0	6	10	of
25396	26000	3	B	0.99	7	11	the
27650	28634	3	B	0.99955	8	12	presentation
28762	29514	3	B	0.99984	9	13	sessions
29642	29934	3	B	0.50985	10	14	in
29972	30222	3	B	1.0	11	15	the
30276	31338	3	B	0.99958	12	16	symposium.
31514	31854	4	B	0.99883	1	17	This
31892	32094	4	B	0.99994	2	18	is
32132	32394	4	B	0.55689	3	19	Mahault
32442	32778	4	B	0.09356	4	20	Abu
32794	33610	4	B	0.23292	5	21	Rasin
33770	34094	4	B	0.99995	6	22	with
34132	34430	4	B	1.0	7	23	the
34500	35178	4	B	0.99903	8	24	presentation
35274	35706	4	B	0.99886	9	25	shared
35738	36426	4	B	0.977	10	26	pretensions
36538	37054	4	B	0.99948	11	27	in
37172	37578	4	B	0.98837	12	28	active
37594	38218	4	B	0.71906	13	29	inference.
38314	38766	5	B	0.99502	1	30	So,
38868	39134	5	B	0.62675	2	31	thank
39172	39326	5	B	0.98	3	32	you,
39348	39994	5	B	0.88019	4	33	Mahault,
40122	40414	5	B	1.0	5	34	to
40452	41040	5	B	0.95	6	35	you.
42810	43510	6	B	0.76	1	36	And
43660	43938	6	B	0.9998	2	37	you're
43954	44086	6	B	1.0	3	38	the
44108	44246	6	B	1.0	4	39	first
44268	44454	6	B	1.0	5	40	to
44492	44754	6	B	0.99962	6	41	join
44802	44966	6	B	0.99997	7	42	with
44988	45174	6	B	0.99922	8	43	an
45212	46710	6	B	0.03953	9	44	Aiststute
47130	48070	6	B	0.68528	10	45	guardian.
50010	50758	7	A	0.99899	1	46	Awesome.
50924	51266	8	A	0.99274	1	47	Shall
51298	51446	8	A	1.0	2	48	I
51468	51654	8	A	0.99994	3	49	share
51692	51846	8	A	0.99965	4	50	my
51868	52342	8	A	0.86555	5	51	screen?
52476	53160	9	B	0.99692	1	52	Yes.
55150	55526	10	A	0.79353	1	53	Let'S
55558	56140	10	A	0.84265	2	54	do.
58030	58394	11	A	0.99682	1	55	Just
58432	58634	11	A	1.0	2	56	a
58672	58970	11	A	1.0	3	57	second.
59040	59286	12	A	0.99991	1	58	I'm
59318	59562	12	A	0.99978	2	59	looking
59616	59882	12	A	0.72141	3	60	for
59936	60154	12	A	1.0	4	61	a
60192	60970	12	A	0.99951	5	62	window.
61710	62026	13	A	0.97	1	63	I
62048	62282	13	A	0.9571	2	64	think
62336	62506	13	A	0.99999	3	65	this
62528	62714	13	A	0.99977	4	66	will
62752	63340	13	A	0.99993	5	67	do.
64830	65242	14	A	0.56127	1	68	Okay,
65296	65514	14	A	0.82989	2	69	so
65552	65706	14	A	0.99999	3	70	can
65728	65818	14	A	1.0	4	71	you
65824	65946	14	A	1.0	5	72	see
65968	66118	14	A	1.0	6	73	the
66144	66720	14	A	0.99967	7	74	screen?
67250	67710	15	B	0.99603	1	75	Yes.
67780	68014	16	B	0.9997	1	76	Looks
68052	68254	16	B	0.99967	2	77	good.
68292	68494	17	B	0.99999	1	78	Thank
68532	69214	17	B	1.0	2	79	you.
69412	69918	18	A	0.9999	1	80	Awesome.
70004	70638	19	A	0.999	1	81	So,
70804	71950	19	A	0.58953	2	82	unfortunately,
72450	73200	19	A	1.0	3	83	I
73650	74778	19	A	0.54741	4	84	imagine
74954	75486	19	A	0.54956	5	85	that
75588	75854	19	A	1.0	6	86	you
75892	76142	19	A	0.99929	7	87	are
76196	76800	19	A	0.99998	8	88	seeing
77250	77710	19	A	1.0	9	89	the
77780	78314	19	A	1.0	10	90	entire
78452	78754	19	A	0.74165	11	91	screen
78792	78946	19	A	1.0	12	92	and
78968	79154	19	A	0.99629	13	93	not
79192	79346	19	A	0.99992	14	94	just
79368	79506	19	A	0.54	15	95	the
79528	80014	19	A	0.99979	16	96	presentation.
80062	80178	20	A	1.0	1	97	I
80184	80574	20	A	0.79907	2	98	apologize
80622	80834	20	A	0.99987	3	99	about
80872	81266	20	A	0.98972	4	100	that.
81368	81586	21	B	0.83	1	101	I
81608	81698	21	B	0.99994	2	102	got
81704	82162	21	B	0.99	3	103	it.
82296	82606	22	B	0.98828	1	104	It's
82638	83054	22	B	0.56062	2	105	cropped.
83102	83266	23	B	1.0	1	106	I
83288	83426	23	B	0.99996	2	107	got
83448	83970	23	B	1.0	3	108	it.
84120	84530	24	A	0.97853	1	109	Okay,
84600	85102	24	A	0.98562	2	110	wonderful.
85166	85394	25	A	0.96622	1	111	Thank
85432	86020	25	A	1.0	2	112	you.
87510	87826	26	A	0.9977	1	113	All
87848	88370	26	A	0.99972	2	114	right,
88520	89220	26	A	0.99736	3	115	so
89990	90402	26	A	0.99995	4	116	welcome
90456	90626	26	A	1.0	5	117	to
90648	90738	26	A	1.0	6	118	the
90744	91418	26	A	0.61073	7	119	presentation
91534	91862	26	A	0.99462	8	120	on
91916	92274	26	A	0.88406	9	121	Shared
92322	92722	26	A	0.78876	10	122	Potential
92786	93014	26	A	0.99398	11	123	under
93052	93346	26	A	0.99582	12	124	Active
93378	93714	26	A	0.96535	13	125	Inference.
93762	93938	27	A	0.99934	1	126	We're
93954	94134	27	A	0.99972	2	127	going
94172	94422	27	A	0.95	3	128	to
94476	95030	27	A	0.99999	4	129	cover
95180	95446	27	A	1.0	5	130	a
95468	95606	27	A	0.99999	6	131	lot
95628	95766	27	A	1.0	7	132	of
95788	96550	27	A	0.9986	8	133	topics.
97370	97698	28	A	0.96377	1	134	Shall
97714	97846	28	A	0.79	2	135	I
97868	98226	28	A	0.99886	3	136	introduce
98258	98502	28	A	0.99998	4	137	myself
98556	98678	28	A	1.0	5	138	a
98684	98806	28	A	0.99997	6	139	little
98828	99400	28	A	0.99825	7	140	bit,
100890	101254	28	A	0.99791	8	141	or
101292	101446	28	A	0.99998	9	142	have
101468	101606	28	A	1.0	10	143	you
101628	101814	28	A	0.99983	11	144	already
101852	102054	28	A	0.99999	12	145	done
102092	102680	28	A	0.9974	13	146	that?
104170	104822	29	A	0.99746	1	147	Awesome.
104956	105254	30	A	0.69632	1	148	So,
105292	105398	30	A	0.99986	2	149	my
105404	105526	30	A	0.99636	3	150	name
105548	105686	30	A	0.99981	4	151	is
105708	106098	30	A	0.28803	5	152	Mawal
106114	106686	30	A	0.07662	6	153	Bahasa.
106738	107062	31	A	0.52113	1	154	I'm
107126	107546	31	A	0.3	2	155	a
107648	108182	31	A	0.63607	3	156	PhD
108246	108570	31	A	0.99989	4	157	student
108640	108874	31	A	0.99971	5	158	in
108912	109382	31	A	0.99928	6	159	cognitive
109446	110118	31	A	0.99988	7	160	computing.
110214	110426	32	A	1.0	1	161	I
110448	110586	32	A	0.99981	2	162	work
110608	110746	32	A	0.81205	3	163	in
110768	111126	32	A	0.9991	4	164	active
111158	111798	32	A	0.98802	5	165	inference
111894	112154	32	A	0.99969	6	166	in
112192	112442	32	A	1.0	7	167	the
112496	113094	32	A	0.9999	8	168	interaction
113142	113740	32	A	0.9999	9	169	between
114350	114810	32	A	0.99995	10	170	social
114880	115690	32	A	0.99994	11	171	sciences,
116210	117338	32	A	0.67899	12	172	philosophy,
117514	118154	32	A	0.99877	13	173	consciousness,
118202	118778	32	A	0.99963	14	174	science,
118874	119374	32	A	0.94	15	175	and
119492	120074	32	A	0.87031	16	176	artificial
120122	120990	32	A	0.90799	17	177	intelligence.
122850	123226	33	A	0.98966	1	178	We're
123258	123406	33	A	0.99977	2	179	going
123428	123614	33	A	0.67	3	180	to
123652	123950	33	A	0.99991	4	181	start
124020	124206	33	A	1.0	5	182	a
124228	124858	33	A	0.99933	6	183	presentation
124954	125600	33	A	0.99998	7	184	on
125970	126474	33	A	0.57768	8	185	potential
126522	126686	33	A	0.99	9	186	and
126708	126986	33	A	0.99847	10	187	active
127018	127306	33	A	0.90755	11	188	inference.
127338	127438	34	A	0.98969	1	189	So
127444	127566	34	A	0.56101	2	190	I'm
127588	127678	34	A	0.99995	3	191	going
127684	127758	34	A	1.0	4	192	to
127764	128106	34	A	0.99953	5	193	define
128138	128238	34	A	1.0	6	194	a
128244	128366	34	A	0.99987	7	195	lot
128388	128538	34	A	1.0	8	196	of
128564	128946	34	A	0.69518	9	197	terms.
129048	129278	35	A	0.9997	1	198	It's
129294	129474	35	A	0.95756	2	199	going
129512	129666	35	A	1.0	3	200	to
129688	129970	35	A	0.99484	4	201	deal
130040	130660	35	A	0.99942	5	202	into
132150	132766	35	A	0.99602	6	203	philosophy,
132798	132994	35	A	0.56016	7	204	terms
133032	133186	35	A	0.99998	8	205	that
133208	133298	35	A	0.99989	9	206	are
133304	133522	35	A	0.99976	10	207	very
133576	134210	35	A	0.99863	11	208	deep.
135430	135938	36	A	0.8	1	209	And
136024	136226	36	A	0.99912	2	210	so
136248	136446	36	A	0.99498	3	211	let's
136478	136674	36	A	0.99999	4	212	get
136712	137010	36	A	1.0	5	213	started.
137080	137218	37	A	1.0	1	214	If
137224	137346	37	A	0.83	2	215	you
137368	137554	37	A	0.9894	3	216	will
137592	137794	37	A	0.99999	4	217	just
137832	138034	37	A	0.99999	5	218	give
138072	138706	37	A	0.99999	6	219	me
138888	139282	37	A	1.0	7	220	one
139336	139602	37	A	0.99993	8	221	small
139656	140260	37	A	1.0	9	222	second.
147730	148094	38	A	0.83	1	223	And
148132	148378	38	A	0.72947	2	224	we're
