start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
8140	8304	1	A	0.99	1	1	And
8342	8556	1	A	0.98396	2	2	it's
8588	8736	1	A	1.0	3	3	a
8758	9424	1	A	0.99998	4	4	great
9622	10428	1	A	0.99521	5	5	segue
10524	11170	1	A	0.99993	6	6	from
11780	12396	1	A	0.61058	7	7	collective
12428	12892	1	A	0.99772	8	8	behavior
12956	13184	1	A	0.58868	9	9	in
13222	13644	1	A	0.99981	10	10	surprise
13692	14236	1	A	0.9992	11	11	minimizing
14268	14656	1	A	0.99943	12	12	agents
14758	15456	1	A	0.82	13	13	to
15638	16156	1	A	0.98693	14	14	collective
16188	16652	1	A	0.8716	15	15	behavior
16716	16896	1	A	0.99233	16	16	in
16918	17276	1	A	0.99966	17	17	surprise
17308	17884	1	A	0.74503	18	18	minimizing
17932	18528	1	A	0.99735	19	19	agents,
18694	18976	1	A	1.0	20	20	I
18998	19570	1	A	0.97366	21	21	guess.
19940	20352	2	A	0.99997	1	22	Welcome,
20406	21200	2	A	0.88659	2	23	Connor.
21700	22112	3	B	0.99887	1	24	Hey.
22166	22384	4	B	0.63907	1	25	Sorry,
22422	22528	4	B	0.98	2	26	I
22534	22656	4	B	0.99965	3	27	just
22678	22828	4	B	0.98063	4	28	turned
22844	22976	4	B	0.56081	5	29	on
22998	23136	4	B	0.99905	6	30	my
23158	23436	4	B	0.99954	7	31	audio,
23468	23616	4	B	0.99943	8	32	so
23638	23728	4	B	1.0	9	33	I
23734	23856	4	B	0.99997	10	34	just
23878	24064	4	B	0.99988	11	35	heard
24102	24256	4	B	1.0	12	36	the
24278	24848	4	B	0.9995	13	37	last
25014	25344	4	B	0.99959	14	38	thing
25382	25536	4	B	0.99406	15	39	you
25558	25984	4	B	0.74188	16	40	said.
26102	26432	5	B	0.89648	1	41	Yeah.
26486	26992	6	B	0.81443	1	42	Hey,
27126	27810	6	B	0.97432	2	43	welcome.
28420	28880	7	B	0.94186	1	44	Yes,
28950	29570	7	B	0.9901	2	45	thanks.
30060	30810	8	A	0.6376	1	46	Um,
31260	31636	8	A	0.99982	2	47	we're
31668	31864	8	A	0.99999	3	48	looking
31902	32104	8	A	0.99999	4	49	forward
32142	32296	8	A	1.0	5	50	to
32318	32552	8	A	0.99682	6	51	your
32606	33268	8	A	0.99781	7	52	presentation.
33364	33796	9	A	0.82745	1	53	Multi
33828	34312	9	A	0.63388	2	54	agent
34446	34916	9	A	0.99893	3	55	active
34948	35236	9	A	0.9319	4	56	inference
35268	35416	9	A	1.0	5	57	and
35438	36036	9	A	0.66645	6	58	multiscale
36068	36676	9	A	0.84617	7	59	alignment,
36788	37160	9	A	0.99981	8	60	current
37230	37860	9	A	0.9998	9	61	developments
