start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
5520	6070	A	0.52	1	1	1	You.
7800	8212	B	0.98612	1	2	2	Hello,
8266	8870	B	0.99842	1	3	3	everyone.
9320	9776	B	0.99014	1	4	4	It's
9808	10096	B	0.99	1	5	5	June
10128	10624	B	0.57	1	6	6	15,
10672	12148	B	0.92	1	7	7	2023.
12314	12596	B	0.99934	1	8	8	We
12618	12852	B	0.88894	1	9	9	are
12906	13220	B	0.9993	1	10	10	here
13290	13764	B	0.70995	1	11	11	in
13882	14384	B	0.99817	1	12	12	lecture
14432	14932	B	0.93	1	13	13	two
15066	15460	B	0.77	1	14	14	of
15530	15856	B	0.81081	1	15	15	Chris
15888	16656	B	0.51114	1	16	16	field's
16768	17140	B	0.99969	1	17	17	course,
17210	17664	B	0.99951	1	18	18	physics
17712	17972	B	0.99979	1	19	19	as
18026	18484	B	0.99993	1	20	20	Information
18602	19280	B	0.96547	1	21	21	Processing.
19360	19700	B	0.99123	1	22	22	So.
19770	19956	B	0.99977	2	1	23	Thank
19978	20260	B	0.56	2	2	24	you,
20330	21040	B	0.9975	2	3	25	Chris.
21200	21572	B	0.99998	2	4	26	Looking
21626	21940	B	0.99995	2	5	27	forward
22010	22340	B	1.0	2	6	28	to
22410	22644	B	0.54	2	7	29	the
22682	23460	B	0.64279	2	8	30	lecture.
25240	25604	A	0.62583	2	9	31	Thank
25642	25844	A	1.0	2	10	32	you,
25882	26660	A	0.838	2	11	33	Daniel.
27160	27524	A	0.99	2	12	34	And,
27562	27812	A	0.94274	2	13	35	yes,
27866	28132	A	0.9999	2	14	36	welcome
28186	28356	A	1.0	2	15	37	to
28378	28564	A	0.99379	2	16	38	this
28602	29380	A	0.91546	2	17	39	session.
29840	30492	A	0.88265	2	18	40	How?
30626	30924	A	0.99991	3	1	41	This
30962	31336	A	0.91836	3	2	42	section
31368	31660	A	0.56191	3	3	43	is
31730	32200	A	0.987	3	4	44	titled
32280	32668	A	0.62473	3	5	45	why
32754	33400	A	0.99208	3	6	46	Quantum
33480	34300	A	0.99998	3	7	47	Physics.
