start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
5520	6070	1	A	0.52	1	1	You.
7800	8212	2	B	0.98612	1	2	Hello,
8266	8870	2	B	0.99842	2	3	everyone.
9320	9776	3	B	0.99014	1	4	It's
9808	10096	3	B	0.99	2	5	June
10128	10624	3	B	0.57	3	6	15,
10672	12148	3	B	0.92	4	7	2023.
12314	12596	4	B	0.99934	1	8	We
12618	12852	4	B	0.88894	2	9	are
12906	13220	4	B	0.9993	3	10	here
13290	13764	4	B	0.70995	4	11	in
13882	14384	4	B	0.99817	5	12	lecture
14432	14932	4	B	0.93	6	13	two
15066	15460	4	B	0.77	7	14	of
15530	15856	4	B	0.81081	8	15	Chris
15888	16656	4	B	0.51114	9	16	field's
16768	17140	4	B	0.99969	10	17	course,
17210	17664	4	B	0.99951	11	18	physics
17712	17972	4	B	0.99979	12	19	as
18026	18484	4	B	0.99993	13	20	Information
18602	19280	4	B	0.96547	14	21	Processing.
19360	19700	5	B	0.99123	1	22	So.
19770	19956	6	B	0.99977	1	23	Thank
19978	20260	6	B	0.56	2	24	you,
20330	21040	6	B	0.9975	3	25	Chris.
21200	21572	7	B	0.99998	1	26	Looking
21626	21940	7	B	0.99995	2	27	forward
22010	22340	7	B	1.0	3	28	to
22410	22644	7	B	0.54	4	29	the
22682	23460	7	B	0.64279	5	30	lecture.
25240	25604	8	A	0.62583	1	31	Thank
25642	25844	8	A	1.0	2	32	you,
25882	26660	8	A	0.838	3	33	Daniel.
27160	27524	9	A	0.99	1	34	And,
27562	27812	9	A	0.94274	2	35	yes,
27866	28132	9	A	0.9999	3	36	welcome
28186	28356	9	A	1.0	4	37	to
28378	28564	9	A	0.99379	5	38	this
28602	29380	9	A	0.91546	6	39	session.
29840	30492	10	A	0.88265	1	40	How?
30626	30924	11	A	0.99991	1	41	This
30962	31336	11	A	0.91836	2	42	section
31368	31660	11	A	0.56191	3	43	is
31730	32200	11	A	0.987	4	44	titled
32280	32668	11	A	0.62473	5	45	why
32754	33400	11	A	0.99208	6	46	Quantum
33480	34300	11	A	0.99998	7	47	Physics.
35440	36044	12	A	1.0	1	48	And
36162	36492	12	A	0.53332	2	49	if
36546	36764	12	A	0.99	3	50	you
36802	37052	12	A	0.60709	4	51	will
37106	37512	12	A	0.99411	5	52	recall,
37576	37804	12	A	1.0	6	53	from
37842	37996	12	A	1.0	7	54	the
38018	38252	12	A	1.0	8	55	first
38306	39100	12	A	0.99626	9	56	session,
39760	40172	12	A	0.99991	10	57	we
40226	40920	12	A	0.99727	11	58	reviewed
41000	41244	12	A	1.0	12	59	the
41282	41628	12	A	0.75803	13	60	history
41714	41964	12	A	1.0	14	61	of
42002	42452	12	A	0.99689	15	62	physics
42536	42928	12	A	0.99	16	63	and
43014	43216	12	A	0.99993	17	64	some
43238	43328	12	A	1.0	18	65	of
43334	43456	12	A	1.0	19	66	the
43478	43664	12	A	0.99998	20	67	history
43702	43856	12	A	0.61	21	68	of
43878	44476	12	A	0.50449	22	69	mathematics
44508	44752	12	A	0.99	23	70	and
44806	45120	12	A	0.99999	24	71	computer
45190	46000	12	A	0.99992	25	72	science
49300	49616	12	A	0.99424	26	73	from
49638	49776	12	A	1.0	27	74	the
49798	49936	12	A	0.99358	28	75	end
49958	50096	12	A	1.0	29	76	of
50118	50208	12	A	1.0	30	77	the
50214	50736	12	A	0.49	31	78	19th
50758	51260	12	A	0.97991	32	79	century
51340	51632	12	A	0.99963	33	80	through
51686	52144	12	A	0.51	34	81	to
52262	52544	12	A	1.0	35	82	the
52582	52876	12	A	0.74894	36	83	beginning
52908	53056	12	A	1.0	37	84	of
53078	53216	12	A	1.0	38	85	the
53238	53712	12	A	0.97	39	86	21st
53766	54560	12	A	0.42259	40	87	century.
55400	56196	13	A	0.98	1	88	And
56378	57012	13	A	0.99992	2	89	discuss
