docLabel	start	end	count	rank	text
gs056-1	3955282	3956136	1	0.08	projective spaces
gs056-1	490928	491946	1	0.07	state space
gs056-1	681042	681622	2	0.07	state space
gs056-1	774408	774882	3	0.07	state space
gs056-1	894304	894762	4	0.07	state space
gs056-1	907108	907582	5	0.07	state space
gs056-1	914568	914994	6	0.07	state space
gs056-1	1023352	1024178	7	0.07	state space
gs056-1	1071128	1071634	8	0.07	state space
gs056-1	1095648	1096074	9	0.07	state space
gs056-1	1097470	1098026	10	0.07	state space
gs056-1	1106388	1107200	11	0.07	state space
gs056-1	1131788	1132630	12	0.07	state space
gs056-1	1133932	1134886	13	0.07	state space
gs056-1	1288848	1289402	14	0.07	state space
gs056-1	1474728	1475262	15	0.07	state space
gs056-1	1475948	1476630	16	0.07	state space
gs056-1	1563092	1563582	17	0.07	state space
gs056-1	1566088	1566482	18	0.07	state space
gs056-1	1574328	1574754	19	0.07	state space
gs056-1	1576300	1576918	20	0.07	state space
gs056-1	1617970	1618990	21	0.07	state space
gs056-1	1694784	1695274	22	0.07	state space
gs056-1	1977388	1978134	23	0.07	state space
gs056-1	1979388	1979862	24	0.07	state space
gs056-1	2530174	2530584	25	0.07	state space
gs056-1	2539410	2539884	26	0.07	state space
gs056-1	2725678	2726184	27	0.07	state space
gs056-1	3225748	3226094	28	0.07	state space
gs056-1	3445912	3446450	29	0.07	state space
gs056-1	3658188	3658790	30	0.07	state space
gs056-1	209348	210240	1	0.06	3D space
gs056-1	1864580	1865262	2	0.06	3D space
gs056-1	2599574	2600448	3	0.06	3D space
gs056-1	2608134	2608828	4	0.06	3D space
gs056-1	2658682	2659252	5	0.06	3D space
gs056-1	4110994	4111532	6	0.06	3D space
gs056-1	2527278	2528250	1	0.06	Latent space
gs056-1	3682776	3683538	2	0.06	Latent space
gs056-1	4409794	4410400	3	0.06	Latent space
gs056-1	3894248	3895174	1	0.06	Eclidean space
gs056-1	3912208	3912922	2	0.06	Eclidean space
gs056-1	3911808	3912922	1	0.06	3D Eclidean space
gs056-1	4189118	4189892	1	0.06	projective frames
gs056-1	2826142	2828116	1	0.06	projective 3D projective geometry
gs056-1	1639488	1640822	1	0.06	projective transformations
gs056-1	3402812	3403794	2	0.06	projective transformations
gs056-1	3423588	3424910	3	0.06	projective transformations
gs056-1	4179338	4180784	4	0.06	projective transformations
gs056-1	4193918	4195076	5	0.06	projective transformations
gs056-1	339628	340620	1	0.06	several ways
gs056-1	1841088	1841594	2	0.06	several ways
gs056-1	1572070	1572894	1	0.06	changing frames
gs056-1	1578332	1579430	2	0.06	changing frames
gs056-1	1837148	1838200	1	0.05	projective case
gs056-1	1940768	1941434	2	0.05	projective case
gs056-1	2181966	2182744	3	0.05	projective case
gs056-1	2264298	2265140	4	0.05	projective case
gs056-1	3442310	3443940	5	0.05	projective case
gs056-1	4314420	4315904	6	0.05	projective case
gs056-1	203062	204218	1	0.05	epistemic value
gs056-1	1183964	1184950	2	0.05	epistemic value
gs056-1	1259956	1260862	3	0.05	epistemic value
gs056-1	1299942	1301194	4	0.05	epistemic value
gs056-1	1330860	1331942	5	0.05	epistemic value
gs056-1	1442118	1443260	6	0.05	epistemic value
gs056-1	1457508	1458398	7	0.05	epistemic value
gs056-1	1497104	1498074	8	0.05	epistemic value
gs056-1	2028286	2029560	9	0.05	epistemic value
gs056-1	2046598	2047664	10	0.05	epistemic value
gs056-1	2057894	2058672	11	0.05	epistemic value
gs056-1	2099158	2100352	12	0.05	epistemic value
gs056-1	2102828	2103584	13	0.05	epistemic value
gs056-1	2254044	2255200	14	0.05	epistemic value
gs056-1	2951196	2952054	15	0.05	epistemic value
gs056-1	3115390	3116570	16	0.05	epistemic value
gs056-1	3185032	3186260	17	0.05	epistemic value
gs056-1	3212678	3213674	18	0.05	epistemic value
gs056-1	3268688	3269542	19	0.05	epistemic value
gs056-1	3285944	3286642	20	0.05	epistemic value
gs056-1	3293758	3294674	21	0.05	epistemic value
gs056-1	3334468	3335570	22	0.05	epistemic value
gs056-1	2827118	2828116	1	0.05	projective geometry
gs056-1	3881092	3882202	2	0.05	projective geometry
gs056-1	3946088	3947410	3	0.05	projective geometry
gs056-1	3978138	3979264	4	0.05	projective geometry
gs056-1	3981482	3983060	5	0.05	projective geometry
gs056-1	673208	673806	1	0.05	certain objects
gs056-1	2617498	2618096	2	0.05	certain objects
