text	entity_type		start	end
Activeinference@gmail.com	email_address		168600	170434
Ben	person_name		325192	325726
Ali	person_name		326328	327086
mathematics	occupation		333634	334306
mathematics	occupation		359844	360426
mathematics	occupation		367044	367578
Ali	person_name		375592	376270
Mike	person_name		376792	377038
Ben	person_name		447666	447944
mathematics	occupation		457958	459040
Ali	person_name		510838	511452
Mike	person_name		511596	512044
Ali	person_name		516518	516936
Ben	person_name		553026	553304
math	occupation		553858	554184
British	nationality		619898	620224
maths	occupation		620618	621200
math	occupation		623498	623824
mathematics	occupation		650482	651740
linear algebra	occupation		690302	691204
physics	occupation		700232	700904
mathematics	occupation		711398	712204
math	occupation		734558	735012
Mathematics	occupation		783466	784660
mathematics	occupation		830138	831460
Jeff	person_name		916332	916674
Brock Blue	person_name		951626	954256
Mike	person_name		955306	955584
SpaceX	organization		963556	964084
system dynamics	occupation		971102	972032
Yon Lacoun	person_name		1119816	1121010
Adam Safron	person_name		1123388	1124562
deep learning	occupation		1129728	1130586
Blue	person_name		1139790	1140770
science	occupation		1416692	1417044
researchers	occupation		1419842	1420344
Mike	person_name		1465670	1466530
Ali	person_name		1511370	1512062
Brock	person_name		1709372	1710230
Brock	person_name		1845976	1846478
Ali	person_name		1846574	1847410
researchers	occupation		1908546	1909538
investigator	occupation		1939262	1940036
JF	person_name		1990798	1991364
complexity science	occupation		2003298	2004264
complexity science	occupation		2008188	2009084
Mike	person_name		2015940	2016492
ron	person_name		2016982	2017680
Mike	person_name		2095618	2095944
Ron	person_name		2095992	2096780
Mike	person_name		2104322	2104616
Rohan	person_name		2279210	2279696
meta science	occupation		2284494	2285204
science	occupation		2286452	2286884
folk psychology	occupation		2375522	2376280
behavioral cognitive science	occupation		2409340	2411640
systems dynamics	occupation		2416382	2417252
reviewer	occupation		2521772	2522274
reviewer	occupation		2524134	2524486
Blue	person_name		2547652	2547946
Ron	person_name		2548292	2548990
math	occupation		2594432	2595190
Blue	person_name		2627276	2627634
Rohan	person_name		2630110	2630822
Brock	person_name		2631312	2632010
engineering	occupation		2640608	2641046
control systems engineer	occupation		2641584	2643070
Rachel Thomas	person_name		2668636	2669394
Jeremy Howard	person_name		2669628	2670610
linear algebra	occupation		2678210	2679026
algebra	occupation		2681298	2681794
practitioners	occupation		2700612	2701114
Controls engineer	occupation		2704548	2705534
Ron Brock	person_name		2725548	2726950
math	occupation		2817448	2817726
Ali	person_name		2905048	2905374
Dyslexic	medical_condition		2938768	2939770
Brock	person_name		2952946	2953580
Rohan	person_name		3019560	3020224
Rohan	person_name		3169542	3170560
Georgia Tech's Intelligence Systems unit	organization		3189412	3192218
JF	person_name		3237890	3238586
