docLabel	start	end	count	rank	text
AIFSS-02L	527724	529142	1	0.08	active inference agents
AIFSS-02L	613940	615442	2	0.08	active inference agents
AIFSS-02L	1552918	1554450	3	0.08	active inference agents
AIFSS-02L	2108500	2109710	4	0.08	active inference agents
AIFSS-02L	2573576	2574914	5	0.08	active inference agents
AIFSS-02L	3516984	3518306	6	0.08	active inference agents
AIFSS-02L	4566686	4568110	7	0.08	active inference agents
AIFSS-02L	4615772	4617190	8	0.08	active inference agents
AIFSS-02L	5279740	5281240	9	0.08	active inference agents
AIFSS-02L	5315800	5317060	10	0.08	active inference agents
AIFSS-02L	5331920	5333276	11	0.08	active inference agents
AIFSS-02L	5347526	5348656	12	0.08	active inference agents
AIFSS-02L	8612	9482	1	0.07	active inference
AIFSS-02L	15668	16394	2	0.07	active inference
AIFSS-02L	16628	17274	3	0.07	active inference
AIFSS-02L	36092	36834	4	0.07	active inference
AIFSS-02L	55444	56590	5	0.07	active inference
AIFSS-02L	73256	74094	6	0.07	active inference
AIFSS-02L	136748	137486	7	0.07	active inference
AIFSS-02L	142448	143142	8	0.07	active inference
AIFSS-02L	157412	158538	9	0.07	active inference
AIFSS-02L	170710	171614	10	0.07	active inference
AIFSS-02L	199150	200006	11	0.07	active inference
AIFSS-02L	244208	244934	12	0.07	active inference
AIFSS-02L	265448	266382	13	0.07	active inference
AIFSS-02L	513732	514634	14	0.07	active inference
AIFSS-02L	527724	528594	15	0.07	active inference
AIFSS-02L	547984	548742	16	0.07	active inference
AIFSS-02L	613940	614894	17	0.07	active inference
AIFSS-02L	853458	854136	18	0.07	active inference
AIFSS-02L	870298	871216	19	0.07	active inference
AIFSS-02L	1012660	1013964	20	0.07	active inference
AIFSS-02L	1029758	1030404	21	0.07	active inference
AIFSS-02L	1045214	1045876	22	0.07	active inference
AIFSS-02L	1054838	1055484	23	0.07	active inference
AIFSS-02L	1056710	1057564	24	0.07	active inference
AIFSS-02L	1165658	1166624	25	0.07	active inference
AIFSS-02L	1197698	1198344	26	0.07	active inference
AIFSS-02L	1204678	1205324	27	0.07	active inference
AIFSS-02L	1212566	1213672	28	0.07	active inference
AIFSS-02L	1215578	1216480	29	0.07	active inference
AIFSS-02L	1227646	1228836	30	0.07	active inference
AIFSS-02L	1333086	1334308	31	0.07	active inference
AIFSS-02L	1355756	1356748	32	0.07	active inference
AIFSS-02L	1417146	1418208	33	0.07	active inference
AIFSS-02L	1443218	1443864	34	0.07	active inference
AIFSS-02L	1499106	1499864	35	0.07	active inference
AIFSS-02L	1518394	1519056	36	0.07	active inference
AIFSS-02L	1544898	1545624	37	0.07	active inference
AIFSS-02L	1552918	1553836	38	0.07	active inference
AIFSS-02L	1578150	1579054	39	0.07	active inference
AIFSS-02L	1596368	1597094	40	0.07	active inference
AIFSS-02L	1627768	1628894	41	0.07	active inference
AIFSS-02L	1640476	1641374	42	0.07	active inference
AIFSS-02L	1653056	1653874	43	0.07	active inference
AIFSS-02L	1916568	1917294	44	0.07	active inference
AIFSS-02L	1968072	1969038	45	0.07	active inference
AIFSS-02L	1994048	1994774	46	0.07	active inference
AIFSS-02L	1999776	2000630	47	0.07	active inference
AIFSS-02L	2019768	2020494	48	0.07	active inference
AIFSS-02L	2108500	2109354	49	0.07	active inference
AIFSS-02L	2147232	2148246	50	0.07	active inference
AIFSS-02L	2159924	2160714	51	0.07	active inference
AIFSS-02L	2448848	2449574	52	0.07	active inference
AIFSS-02L	2504772	2505754	53	0.07	active inference
AIFSS-02L	2539196	2539906	54	0.07	active inference
AIFSS-02L	2562468	2563114	55	0.07	active inference
AIFSS-02L	2573576	2574414	56	0.07	active inference
AIFSS-02L	2634844	2635554	57	0.07	active inference
AIFSS-02L	2672488	2673550	58	0.07	active inference
AIFSS-02L	3197968	3198694	59	0.07	active inference
AIFSS-02L	3327416	3328638	60	0.07	active inference
AIFSS-02L	3345792	3346890	61	0.07	active inference
AIFSS-02L	3390092	3390802	62	0.07	active inference
AIFSS-02L	3516984	3517822	63	0.07	active inference
AIFSS-02L	3540668	3541518	64	0.07	active inference
AIFSS-02L	3895846	3896800	65	0.07	active inference
AIFSS-02L	4047578	4048720	66	0.07	active inference
AIFSS-02L	4566686	4567456	67	0.07	active inference
AIFSS-02L	4615772	4616594	68	0.07	active inference
AIFSS-02L	4619712	4620934	69	0.07	active inference
AIFSS-02L	4980208	4981158	70	0.07	active inference
AIFSS-02L	5100982	5101916	71	0.07	active inference
AIFSS-02L	5279740	5280676	72	0.07	active inference
AIFSS-02L	5315800	5316704	73	0.07	active inference
AIFSS-02L	5331920	5332824	74	0.07	active inference
AIFSS-02L	5347526	5348236	75	0.07	active inference
AIFSS-02L	5369226	5370416	76	0.07	active inference
AIFSS-02L	5377022	5377716	77	0.07	active inference
AIFSS-02L	1056710	1057872	1	0.07	active inference people
AIFSS-02L	1227646	1230804	1	0.07	active inference action selection policies
AIFSS-02L	1354900	1356748	1	0.07	extended active inference
AIFSS-02L	4619712	4621766	1	0.07	active inference structures
AIFSS-02L	112532	115270	1	0.06	prediction error enactive models
AIFSS-02L	321670	322606	1	0.06	prediction errors
AIFSS-02L	323672	324398	2	0.06	prediction errors
AIFSS-02L	331628	332434	3	0.06	prediction errors
AIFSS-02L	339728	341050	4	0.06	prediction errors
AIFSS-02L	451652	452910	5	0.06	prediction errors
AIFSS-02L	492224	493174	6	0.06	prediction errors
AIFSS-02L	660628	661258	7	0.06	prediction errors
AIFSS-02L	812682	813754	8	0.06	prediction errors
AIFSS-02L	1060076	1061516	9	0.06	prediction errors
AIFSS-02L	2131708	2132594	10	0.06	prediction errors
AIFSS-02L	2265946	2266906	11	0.06	prediction errors
AIFSS-02L	2983932	2985026	12	0.06	prediction errors
AIFSS-02L	2985612	2986226	13	0.06	prediction errors
AIFSS-02L	3160052	3161018	14	0.06	prediction errors
AIFSS-02L	4494256	4495152	15	0.06	prediction errors
AIFSS-02L	4995096	4995806	16	0.06	prediction errors
AIFSS-02L	3038092	3038786	1	0.06	different kinds
AIFSS-02L	2232810	2234242	1	0.06	prediction error signals
AIFSS-02L	2723784	2725054	2	0.06	prediction error signals
AIFSS-02L	2163588	2165226	1	0.06	prediction error minimization
AIFSS-02L	2493072	2494570	2	0.06	prediction error minimization
AIFSS-02L	4363566	4365080	3	0.06	prediction error minimization
AIFSS-02L	4909592	4910882	4	0.06	prediction error minimization
AIFSS-02L	5007224	5008710	5	0.06	prediction error minimization
AIFSS-02L	4858376	4859954	1	0.06	prediction error slopes
AIFSS-02L	476552	478050	1	0.06	post prediction error
AIFSS-02L	2264850	2266906	1	0.06	newsworthy prediction errors
AIFSS-02L	570184	570894	1	0.05	enactive inference
