docLabel	start	end	count	rank	text
AIFSS-02L	527724	5348656	12	0.08	active inference agents
AIFSS-02L	8612	5377716	77	0.07	active inference
AIFSS-02L	1056710	1057872	1	0.07	active inference people
AIFSS-02L	1227646	1230804	1	0.07	active inference action selection policies
AIFSS-02L	1354900	1356748	1	0.07	extended active inference
AIFSS-02L	4619712	4621766	1	0.07	active inference structures
AIFSS-02L	112532	115270	1	0.06	prediction error enactive models
AIFSS-02L	321670	4995806	16	0.06	prediction errors
AIFSS-02L	3038092	3038786	1	0.06	different kinds
AIFSS-02L	2232810	2725054	2	0.06	prediction error signals
AIFSS-02L	2163588	5008710	5	0.06	prediction error minimization
AIFSS-02L	4858376	4859954	1	0.06	prediction error slopes
AIFSS-02L	476552	478050	1	0.06	post prediction error
AIFSS-02L	2264850	2266906	1	0.06	newsworthy prediction errors
AIFSS-02L	570184	5511758	7	0.05	enactive inference
