docLabel	start	end	count	rank	text
ma006-1	3237168	3238758	1	0.08	active inference theory
ma006-1	4800704	4802010	2	0.08	active inference theory
ma006-1	4824332	4826710	3	0.08	active inference theory
ma006-1	4995168	4996690	4	0.08	active inference theory
ma006-1	13772	14594	1	0.07	active inference
ma006-1	21530	22514	2	0.07	active inference
ma006-1	52312	52926	3	0.07	active inference
ma006-1	60882	61474	4	0.07	active inference
ma006-1	78112	78566	5	0.07	active inference
ma006-1	116028	116866	6	0.07	active inference
ma006-1	153048	153566	7	0.07	active inference
ma006-1	164828	165426	8	0.07	active inference
ma006-1	217888	218454	9	0.07	active inference
ma006-1	232928	233446	10	0.07	active inference
ma006-1	237188	237626	11	0.07	active inference
ma006-1	303048	304062	12	0.07	active inference
ma006-1	327792	328246	13	0.07	active inference
ma006-1	335028	335818	14	0.07	active inference
ma006-1	342148	342634	15	0.07	active inference
ma006-1	362348	362866	16	0.07	active inference
ma006-1	393924	394474	17	0.07	active inference
ma006-1	399752	400414	18	0.07	active inference
ma006-1	856344	856846	19	0.07	active inference
ma006-1	871868	872366	20	0.07	active inference
ma006-1	911772	912386	21	0.07	active inference
ma006-1	1210508	1211106	22	0.07	active inference
ma006-1	1416108	1416626	23	0.07	active inference
ma006-1	2123408	2123926	24	0.07	active inference
ma006-1	2162764	2163266	25	0.07	active inference
ma006-1	2168288	2168854	26	0.07	active inference
ma006-1	2181648	2182326	27	0.07	active inference
ma006-1	2251352	2251966	28	0.07	active inference
ma006-1	2539828	2540586	29	0.07	active inference
ma006-1	2626064	2626566	30	0.07	active inference
ma006-1	2901720	2903010	31	0.07	active inference
ma006-1	2907048	2907534	32	0.07	active inference
ma006-1	2915308	2915826	33	0.07	active inference
ma006-1	2938404	2939242	34	0.07	active inference
ma006-1	2987250	2988106	35	0.07	active inference
ma006-1	3082788	3083658	36	0.07	active inference
ma006-1	3216968	3217742	37	0.07	active inference
ma006-1	3228386	3229186	38	0.07	active inference
ma006-1	3237168	3237942	39	0.07	active inference
ma006-1	3249908	3251070	40	0.07	active inference
ma006-1	3254308	3255390	41	0.07	active inference
ma006-1	3355508	3356670	42	0.07	active inference
ma006-1	3420488	3421214	43	0.07	active inference
ma006-1	3583916	3585190	44	0.07	active inference
ma006-1	3772952	3773970	45	0.07	active inference
ma006-1	3921832	3922654	46	0.07	active inference
ma006-1	3979708	3980306	47	0.07	active inference
ma006-1	4007908	4008990	48	0.07	active inference
ma006-1	4486448	4487302	49	0.07	active inference
ma006-1	4489942	4491050	50	0.07	active inference
ma006-1	4563646	4564494	51	0.07	active inference
ma006-1	4779868	4780674	52	0.07	active inference
ma006-1	4792976	4793766	53	0.07	active inference
ma006-1	4800704	4801514	54	0.07	active inference
ma006-1	4824332	4825430	55	0.07	active inference
ma006-1	4875708	4876898	56	0.07	active inference
ma006-1	4981628	4983282	57	0.07	active inference
ma006-1	4995168	4995894	58	0.07	active inference
ma006-1	5062168	5062814	59	0.07	active inference
ma006-1	4489390	4491050	1	0.07	quantum active inference
ma006-1	4562712	4564494	2	0.07	quantum active inference
ma006-1	2168288	2169850	1	0.06	active inference textbooks
ma006-1	66668	67618	1	0.06	category theory
ma006-1	95678	96686	2	0.06	category theory
ma006-1	107922	109030	3	0.06	category theory
ma006-1	283104	283570	4	0.06	category theory
ma006-1	289994	290586	5	0.06	category theory
ma006-1	353928	354622	6	0.06	category theory
ma006-1	378432	379126	7	0.06	category theory
ma006-1	773862	774406	8	0.06	category theory
ma006-1	3058044	3058626	9	0.06	category theory
ma006-1	3678578	3679138	10	0.06	category theory
ma006-1	3812260	3812894	11	0.06	category theory
ma006-1	3824648	3825390	12	0.06	category theory
ma006-1	3829458	3830274	13	0.06	category theory
ma006-1	3838972	3839558	14	0.06	category theory
ma006-1	3919576	3920590	15	0.06	category theory
ma006-1	4098624	4099206	16	0.06	category theory
ma006-1	4234892	4235554	17	0.06	category theory
ma006-1	4238048	4238646	18	0.06	category theory
ma006-1	4241878	4242486	19	0.06	category theory
ma006-1	4384998	4386250	20	0.06	category theory
ma006-1	4793968	4795130	21	0.06	category theory
ma006-1	3228386	3229762	1	0.06	active inference modeling
ma006-1	911772	912614	1	0.06	active inference text
ma006-1	2539828	2540862	2	0.06	active inference text
ma006-1	3929852	3931634	1	0.06	continuous time generative models
ma006-1	22812	23874	1	0.06	string diagrams
ma006-1	64684	65378	2	0.06	string diagrams
ma006-1	284308	284906	3	0.06	string diagrams
ma006-1	296728	297854	4	0.06	string diagrams
ma006-1	312588	313106	5	0.06	string diagrams
ma006-1	328384	329606	6	0.06	string diagrams
ma006-1	338468	339322	7	0.06	string diagrams
ma006-1	390004	391082	8	0.06	string diagrams
ma006-1	404504	405730	9	0.06	string diagrams
ma006-1	438068	438746	10	0.06	string diagrams
ma006-1	509378	510274	11	0.06	string diagrams
ma006-1	914908	915586	12	0.06	string diagrams
ma006-1	929408	930166	13	0.06	string diagrams
ma006-1	940468	941226	14	0.06	string diagrams
ma006-1	943988	945038	15	0.06	string diagrams
ma006-1	1114604	1115266	16	0.06	string diagrams
ma006-1	1258632	1259198	17	0.06	string diagrams
ma006-1	1417980	1418806	18	0.06	string diagrams
ma006-1	1515788	1516914	19	0.06	string diagrams
ma006-1	1533604	1534186	20	0.06	string diagrams
ma006-1	1911724	1912466	21	0.06	string diagrams
ma006-1	2164684	2165554	22	0.06	string diagrams
ma006-1	2898568	2899246	23	0.06	string diagrams
ma006-1	2923088	2923990	24	0.06	string diagrams
ma006-1	3168616	3169990	25	0.06	string diagrams
ma006-1	3266264	3267038	26	0.06	string diagrams
ma006-1	3307332	3308106	27	0.06	string diagrams
ma006-1	3309252	3309898	28	0.06	string diagrams
ma006-1	3391024	3391686	29	0.06	string diagrams
ma006-1	3424540	3425266	30	0.06	string diagrams
ma006-1	3464968	3466130	31	0.06	string diagrams
ma006-1	3513352	3514126	32	0.06	string diagrams
ma006-1	3961124	3961726	33	0.06	string diagrams
ma006-1	4220456	4221198	34	0.06	string diagrams
ma006-1	4258708	4259306	35	0.06	string diagrams
ma006-1	4289974	4290726	36	0.06	string diagrams
ma006-1	4302308	4302858	37	0.06	string diagrams
ma006-1	4341808	4342486	38	0.06	string diagrams
ma006-1	4372568	4373246	39	0.06	string diagrams
ma006-1	4408628	4409178	40	0.06	string diagrams
ma006-1	4420104	4421278	41	0.06	string diagrams
ma006-1	5100298	5100938	42	0.06	string diagrams
ma006-1	5202912	5203686	43	0.06	string diagrams
ma006-1	107516	109030	1	0.06	applied category theory
ma006-1	289668	290586	2	0.06	applied category theory
ma006-1	773488	774406	3	0.06	applied category theory
