"Start Time","End Time","Transcript"
"00;00;08;02","00;00;08;14","Hello,"
"00;00;08;14","00;00;08;29","everyone."
"00;00;08;29","00;00;09;16","Welcome"
"00;00;09;16","00;00;09;28","to"
"00;00;09;28","00;00;10;12","Acton"
"00;00;10;12","00;00;10;26","Flab."
"00;00;10;26","00;00;11;05","Live"
"00;00;11;05","00;00;11;16","stream"
"00;00;11;16","00;00;11;27","number"
"00;00;11;27","00;00;13;19","25.1."
"00;00;13;19","00;00;14;04","Today"
"00;00;14;04","00;00;14;12","is"
"00;00;14;12","00;00;14;25","July"
"00;00;14;25","00;00;15;10","six."
"00;00;15;10","00;00;16;09","2021."
"00;00;16;09","00;00;16;14","And"
"00;00;16;14","00;00;16;20","we're"
"00;00;16;20","00;00;16;29","going"
"00;00;16;29","00;00;17;07","to be"
"00;00;17;07","00;00;17;22","talking"
"00;00;17;22","00;00;18;02","about"
"00;00;18;02","00;00;18;28","the paper,"
"00;00;18;28","00;00;19;02","the"
"00;00;19;02","00;00;19;23","computational"
"00;00;19;23","00;00;20;10","boundary"
"00;00;20;10","00;00;20;22","of"
"00;00;20;22","00;00;21;09","a self"
"00;00;21;09","00;00;22;00","developmental"
"00;00;22;00","00;00;22;08","bio"
"00;00;22;08","00;00;23;08","electricity,"
"00;00;23;08","00;00;23;20","driver's"
"00;00;23;20","00;00;24;25","multicellularity"
"00;00;24;25","00;00;25;07","and"
"00;00;25;07","00;00;25;21","scale"
"00;00;25;21","00;00;26;04","free"
"00;00;26;04","00;00;27;08","cognition."
"00;00;28;05","00;00;29;04","We are a"
"00;00;29;04","00;00;30;03","participatory"
"00;00;30;03","00;00;30;14","and"
"00;00;30;14","00;00;30;27","online"
"00;00;30;27","00;00;31;05","lab"
"00;00;31;05","00;00;31;13","that is"
"00;00;31;13","00;00;32;07","communicating,"
"00;00;32;07","00;00;32;22","learning"
"00;00;32;22","00;00;32;26","and"
"00;00;32;26","00;00;33;17","practicing"
"00;00;33;17","00;00;33;29","applied"
"00;00;33;29","00;00;34;09","active"
"00;00;34;09","00;00;35;05","inference."
"00;00;35;05","00;00;35;11","You"
"00;00;35;11","00;00;35;15","can"
"00;00;35;15","00;00;35;26","find us"
"00;00;35;26","00;00;36;03","at the"
"00;00;36;03","00;00;36;15","links"
"00;00;36;15","00;00;36;20","here"
"00;00;36;20","00;00;36;29","on this"
"00;00;36;29","00;00;37;23","page."
"00;00;37;23","00;00;38;10","This is a"
"00;00;38;10","00;00;39;01","recorded"
"00;00;39;01","00;00;39;10","and"
"00;00;39;10","00;00;39;27","archived"
"00;00;39;27","00;00;40;04","live"
"00;00;40;04","00;00;40;14","stream,"
"00;00;40;14","00;00;40;22","so"
"00;00;40;22","00;00;41;02","please"
"00;00;41;02","00;00;41;11","provide"
"00;00;41;11","00;00;41;15","us"
"00;00;41;15","00;00;42;15","with feedback"
"00;00;42;15","00;00;42;20","so"
"00;00;42;20","00;00;42;23","that"
"00;00;42;23","00;00;43;01","we can"
"00;00;43;01","00;00;43;12","improve"
"00;00;43;12","00;00;44;07","our work"
"00;00;44;07","00;00;44;14","all"
"00;00;44;14","00;00;45;04","backgrounds"
"00;00;45;04","00;00;45;12","and"
"00;00;45;12","00;00;46;03","perspectives"
"00;00;46;03","00;00;46;14","are"
"00;00;46;14","00;00;46;27","welcome"
"00;00;46;27","00;00;47;18","here."
"00;00;47;25","00;00;48;08","We will be"
"00;00;48;08","00;00;48;22","following"
"00;00;48;22","00;00;48;29","good"
"00;00;48;29","00;00;49;09","video"
"00;00;49;09","00;00;49;23","etiquette"
"00;00;49;23","00;00;50;07","for"
"00;00;50;07","00;00;50;15","live"
"00;00;50;15","00;00;51;12","streams"
"00;00;51;28","00;00;52;10","here."
"00;00;52;10","00;00;52;17","At"
"00;00;52;17","00;00;52;27","the short"
"00;00;52;27","00;00;53;06","link,"
"00;00;53;06","00;00;53;27","you will see"
"00;00;53;27","00;00;54;07","all"
"00;00;54;07","00;00;54;12","of the"
"00;00;54;12","00;00;54;20","live"
"00;00;54;20","00;00;55;03","streams"
"00;00;55;03","00;00;55;07","and"
"00;00;55;07","00;00;55;15","different"
"00;00;55;15","00;00;56;00","series"
"00;00;56;00","00;00;56;04","that"
"00;00;56;04","00;00;56;10","we've"
"00;00;56;10","00;00;56;19","done"
"00;00;56;19","00;00;56;27","leading"
"00;00;56;27","00;00;57;01","up"
"00;00;57;01","00;00;57;04","to"
"00;00;57;04","00;00;57;12","this"
"00;00;57;12","00;00;57;19","in the"
"00;00;57;19","00;00;58;11","communications"
"00;00;58;11","00;00;58;22","unit"
"00;00;58;22","00;00;59;01","of the"
"00;00;59;01","00;00;59;10","Active"
"00;00;59;10","00;00;59;21","Inference"
"00;00;59;21","00;01;00;11","Lab."
"00;01;00;16","00;01;00;23","And"
"00;01;00;23","00;01;01;03","today"
"00;01;01;03","00;01;01;09","we're"
"00;01;01;09","00;01;01;18","going"
"00;01;01;18","00;01;01;24","to be"
"00;01;01;24","00;01;02;06","jumping"
"00;01;02;06","00;01;02;17","into"
"00;01;02;17","00;01;02;20","the"
"00;01;02;20","00;01;03;00","first"
"00;01;03;00","00;01;03;12","half"
"00;01;03;12","00;01;03;26","of"
"00;01;03;26","00;01;04;07","a"
"00;01;04;07","00;01;04;27","discussion"
"00;01;04;27","00;01;05;07","of the"
"00;01;05;07","00;01;06;05","paper"
"00;01;06;05","00;01;06;13","in"
"00;01;06;13","00;01;07;00","July,"
"00;01;07;00","00;01;07;10","and on"
"00;01;07;10","00;01;08;15","the 13th"
"00;01;08;15","00;01;09;10","we will have"
"00;01;09;10","00;01;10;08","25.2,"
"00;01;10;08","00;01;11;02","which is also"
"00;01;11;02","00;01;11;09","on"
"00;01;11;09","00;01;11;14","this"
"00;01;11;14","00;01;11;27","paper"
"00;01;11;27","00;01;12;06","and"
"00;01;12;06","00;01;12;19","hopefully"
"00;01;12;19","00;01;12;29","with"
"00;01;12;29","00;01;13;09","the"
"00;01;13;09","00;01;13;22","author"
"00;01;13;22","00;01;14;04","joining"
"00;01;15;17","00;01;16;04","today"
"00;01;16;04","00;01;16;11","and"
"00;01;16;11","00;01;16;23","act in"
"00;01;16;23","00;01;17;09","Flab"
"00;01;17;09","00;01;18;05","Livestream"
"00;01;18;05","00;01;18;13","number"
"00;01;18;13","00;01;19;23","25.1."
"00;01;19;23","00;01;19;29","We're"
"00;01;19;29","00;01;20;07","going"
"00;01;20;07","00;01;20;23","to be"
"00;01;20;23","00;01;21;12","learning"
"00;01;21;12","00;01;21;26","and"
"00;01;21;26","00;01;22;22","discussing"
"00;01;22;22","00;01;24;11","this paper"
"00;01;24;13","00;01;24;27","so"
"00;01;24;27","00;01;26;19","I will"
"00;01;26;20","00;01;26;29","pass"
"00;01;26;29","00;01;27;02","it"
"00;01;27;02","00;01;27;11","off."
"00;01;27;11","00;01;27;18","I'm"
"00;01;27;18","00;01;27;28","blue"
"00;01;27;28","00;01;28;29","and I"
"00;01;28;29","00;01;29;06","am an"
"00;01;29;06","00;01;29;17","independent"
"00;01;29;17","00;01;29;28","research"
"00;01;29;28","00;01;30;14","consultant"
"00;01;30;14","00;01;30;20","based"
"00;01;30;20","00;01;31;01","out of"
"00;01;31;01","00;01;31;05","New"
"00;01;31;05","00;01;31;21","Mexico,"
"00;01;31;21","00;01;32;04","and"
"00;01;32;04","00;01;33;04","I will"
"00;01;33;04","00;01;33;24","pass it"
"00;01;33;24","00;01;34;10","to"
"00;01;34;10","00;01;34;25","Stephen"
"00;01;34;25","00;01;35;04","for a"
"00;01;35;04","00;01;35;12","quick"
"00;01;35;12","00;01;35;16","round"
"00;01;35;16","00;01;35;19","of"
"00;01;35;19","00;01;36;28","introductions"
"00;01;38;11","00;01;38;19","thanks,"
"00;01;38;19","00;01;38;29","Blue."
"00;01;38;29","00;01;39;10","Hi."
"00;01;39;10","00;01;39;20","So"
"00;01;39;20","00;01;39;28","this is"
"00;01;39;28","00;01;40;11","Stephen"
"00;01;40;11","00;01;40;22","here."
"00;01;40;22","00;01;40;28","I'm"
"00;01;40;28","00;01;41;07","based"
"00;01;41;07","00;01;41;11","in"
"00;01;41;11","00;01;42;29","Toronto."
"00;01;42;29","00;01;43;03","I'm"
"00;01;43;03","00;01;43;07","doing"
"00;01;43;07","00;01;43;09","a"
"00;01;43;09","00;01;43;19","practice"
"00;01;43;19","00;01;44;01","base"
"00;01;44;05","00;01;44;19","Ph.D.,"
"00;01;44;19","00;01;45;17","and"
"00;01;45;28","00;01;46;02","I'm"
"00;01;46;02","00;01;46;14","interested"
"00;01;46;14","00;01;46;23","in how"
"00;01;46;23","00;01;47;02","active"
"00;01;47;02","00;01;47;16","inference"
"00;01;47;16","00;01;47;20","can"
"00;01;47;20","00;01;48;09","help"
"00;01;48;09","00;01;48;27","unify"
"00;01;48;27","00;01;49;08","lots"
"00;01;49;08","00;01;49;11","of"
"00;01;49;11","00;01;49;28","threads"
"00;01;49;28","00;01;50;01","that"
"00;01;50;01","00;01;50;04","have"
"00;01;50;04","00;01;50;20","been"
"00;01;50;22","00;01;51;02","very"
"00;01;51;02","00;01;51;19","confusing"
"00;01;51;19","00;01;51;27","to me"
"00;01;51;27","00;01;52;03","over"
"00;01;52;03","00;01;52;12","the last"
"00;01;52;12","00;01;53;06","few years."
"00;01;53;06","00;01;54;01","And"
"00;01;54;16","00;01;54;25","if it's"
"00;01;54;25","00;01;55;06","OK,"
"00;01;55;06","00;01;55;09","I'm"
"00;01;55;09","00;01;55;12","going"
"00;01;55;12","00;01;55;14","to"
"00;01;55;14","00;01;55;28","throw"
"00;01;55;28","00;01;56;03","this"
"00;01;56;03","00;01;56;08","over"
"00;01;56;08","00;01;56;13","to"
"00;01;56;13","00;01;56;29","Dave"
"00;01;56;29","00;01;58;10","Douglas"
"00;01;59;01","00;01;59;12","yes."
"00;01;59;12","00;01;59;20","Hi."
"00;01;59;20","00;02;00;02","I'm"
"00;02;00;02","00;02;00;08","in the"
"00;02;00;08","00;02;00;27","Philippines,"
"00;02;00;27","00;02;01;02","up in"
"00;02;01;02","00;02;01;04","the"
"00;02;01;04","00;02;02;07","mountains."
"00;02;02;07","00;02;02;23","The rainy"
"00;02;02;23","00;02;03;04","season"
"00;02;03;04","00;02;04;08","has begun,"
"00;02;04;08","00;02;04;19","and"
"00;02;04;19","00;02;05;00","we just"
"00;02;05;00","00;02;05;13","survived"
"00;02;05;13","00;02;05;15","the"
"00;02;05;15","00;02;06;10","4th of July."
"00;02;06;10","00;02;06;21","So all"
"00;02;06;21","00;02;06;24","is"
"00;02;06;24","00;02;07;02","good"
"00;02;09;03","00;02;09;20","thanks,"
"00;02;09;20","00;02;10;03","Dan, I"
"00;02;10;03","00;02;10;16","guess."
"00;02;11;08","00;02;12;03","Thanks."
"00;02;12;10","00;02;12;15","I'm"
"00;02;12;15","00;02;13;00","Daniel."
"00;02;13;00","00;02;13;25","I'm in"
"00;02;13;25","00;02;14;13","Davis"
"00;02;14;13","00;02;15;00","and"
"00;02;15;00","00;02;15;10","yep,"
"00;02;15;10","00;02;15;19","looking"
"00;02;15;19","00;02;15;28","forward"
"00;02;15;28","00;02;16;03","to"
"00;02;16;03","00;02;16;28","this."
"00;02;16;28","00;02;17;05","Point"
"00;02;17;05","00;02;17;12","one"
"00;02;17;12","00;02;18;09","session."
"00;02;18;18","00;02;18;24","And"
"00;02;18;24","00;02;19;14","also"
"00;02;19;14","00;02;19;24","nice"
"00;02;19;24","00;02;20;03","job"
"00;02;20;03","00;02;20;08","with"
"00;02;20;08","00;02;20;11","the"
"00;02;20;11","00;02;21;03","broadcasting"
"00;02;21;03","00;02;21;06","and"
"00;02;21;06","00;02;21;25","facilitating"
"00;02;21;25","00;02;22;13","blue."
"00;02;22;20","00;02;23;17","Thanks."
"00;02;24;11","00;02;24;24","So"
"00;02;24;24","00;02;25;04","we can"
"00;02;25;04","00;02;25;13","just"
"00;02;25;13","00;02;25;24","start"
"00;02;25;24","00;02;26;03","off"
"00;02;26;03","00;02;26;12","with"
"00;02;26;12","00;02;26;19","just"
"00;02;26;19","00;02;26;25","some"
"00;02;26;25","00;02;27;10","questions"
"00;02;27;10","00;02;27;23","about"
"00;02;27;23","00;02;28;06","what"
"00;02;28;06","00;02;28;18","you liked"
