"Start Time","End Time","Transcript"
"00;00;30;20","00;00;31;05","Hello"
"00;00;31;05","00;00;31;10","and"
"00;00;31;10","00;00;31;20","welcome,"
"00;00;31;20","00;00;32;10","everyone."
"00;00;32;10","00;00;33;00","It is"
"00;00;33;00","00;00;33;12","Acton"
"00;00;33;12","00;00;33;25","Flab,"
"00;00;33;25","00;00;34;02","live"
"00;00;34;02","00;00;34;11","stream"
"00;00;34;11","00;00;34;19","number"
"00;00;34;19","00;00;36;17","44.0."
"00;00;36;17","00;00;36;26","It's"
"00;00;36;26","00;00;37;18","May 13th."
"00;00;37;18","00;00;39;12","2022."
"00;00;39;24","00;00;40;04","Welcome"
"00;00;40;04","00;00;40;19","to the"
"00;00;40;19","00;00;41;00","Acton"
"00;00;41;00","00;00;41;21","flap."
"00;00;41;27","00;00;43;05","We are a participatory"
"00;00;43;05","00;00;43;18","online"
"00;00;43;18","00;00;44;04","lab"
"00;00;44;04","00;00;44;15","that is"
"00;00;44;15","00;00;45;08","communicating,"
"00;00;45;08","00;00;45;22","learning"
"00;00;45;22","00;00;45;26","and"
"00;00;45;26","00;00;46;18","practicing"
"00;00;46;18","00;00;47;00","apply"
"00;00;47;00","00;00;47;03","to"
"00;00;47;03","00;00;47;14","active"
"00;00;47;14","00;00;48;14","inference."
"00;00;48;17","00;00;48;21","You"
"00;00;48;21","00;00;49;04","can find"
"00;00;49;04","00;00;49;10","more"
"00;00;49;10","00;00;49;28","information"
"00;00;49;28","00;00;50;06","at the"
"00;00;50;06","00;00;50;16","links"
"00;00;50;16","00;00;50;21","on"
"00;00;50;21","00;00;51;14","the slide."
"00;00;52;05","00;00;53;03","This is a recorded"
"00;00;53;03","00;00;53;07","and"
"00;00;53;07","00;00;53;24","an archived"
"00;00;53;24","00;00;54;02","live"
"00;00;54;02","00;00;54;21","stream,"
"00;00;54;22","00;00;54;29","so"
"00;00;54;29","00;00;55;08","please"
"00;00;55;08","00;00;55;18","provide"
"00;00;55;18","00;00;55;22","us"
"00;00;55;22","00;00;56;08","with feedback"
"00;00;56;08","00;00;56;13","so"
"00;00;56;13","00;00;56;20","we can"
"00;00;56;20","00;00;56;29","improve"
"00;00;56;29","00;00;57;27","our work"
"00;00;58;10","00;00;58;16","all"
"00;00;58;16","00;00;59;04","backgrounds"
"00;00;59;04","00;00;59;07","and"
"00;00;59;07","00;00;59;27","perspectives"
"00;00;59;27","00;01;00;04","are"
"00;01;00;04","00;01;00;25","welcome"
"00;01;00;25","00;01;01;07","and"
"00;01;01;07","00;01;01;11","we'll"
"00;01;01;11","00;01;01;15","be"
"00;01;01;15","00;01;02;06","following"
"00;01;02;06","00;01;02;16","video"
"00;01;02;16","00;01;03;02","etiquette"
"00;01;03;02","00;01;03;07","for"
"00;01;03;07","00;01;03;13","live"
"00;01;03;13","00;01;04;05","streams."
"00;01;04;25","00;01;05;04","If you want"
"00;01;05;04","00;01;05;06","to"
"00;01;05;06","00;01;05;12","learn"
"00;01;05;12","00;01;05;22","more"
"00;01;05;22","00;01;06;01","about"
"00;01;06;01","00;01;06;03","the"
"00;01;06;03","00;01;06;10","live"
"00;01;06;10","00;01;06;26","streams"
"00;01;06;26","00;01;07;03","or"
"00;01;07;03","00;01;07;16","other"
"00;01;07;16","00;01;08;05","activities"
"00;01;08;05","00;01;09;06","in the lab,"
"00;01;09;06","00;01;09;13","head"
"00;01;09;13","00;01;09;23","to"
"00;01;09;23","00;01;10;04","Active"
"00;01;10;04","00;01;10;17","Inference"
"00;01;10;17","00;01;11;21","Talk"
"00;01;12;24","00;01;13;07","today"
"00;01;13;07","00;01;13;21","in"
"00;01;13;21","00;01;15;13","44.0."
"00;01;15;13","00;01;16;17","We are going"
"00;01;16;17","00;01;16;21","to"
"00;01;16;21","00;01;17;04","learn"
"00;01;17;04","00;01;17;11","and"
"00;01;17;11","00;01;18;05","discuss"
"00;01;18;05","00;01;18;17","this"
"00;01;18;17","00;01;18;29","awesome"
"00;01;18;29","00;01;19;15","paper"
"00;01;19;15","00;01;20;09","therapeutic"
"00;01;20;09","00;01;20;26","alliance"
"00;01;20;26","00;01;21;07","as"
"00;01;21;07","00;01;21;18","active"
"00;01;21;18","00;01;22;19","inference"
"00;01;22;19","00;01;23;10","journey"
"00;01;23;11","00;01;23;25","from"
"00;01;23;25","00;01;25;07","2022"
"00;01;25;07","00;01;26;02","by so"
"00;01;26;02","00;01;26;27","mcpartlin"
"00;01;26;27","00;01;27;25","Francisco"
"00;01;27;25","00;01;28;05","Sarah"
"00;01;28;05","00;01;28;21","Kelly"
"00;01;28;21","00;01;29;02","Carl"
"00;01;29;02","00;01;30;01","Feresten"
"00;01;30;01","00;01;30;08","and"
"00;01;30;08","00;01;30;19","George"
"00;01;30;19","00;01;31;20","Estrous"
"00;01;31;20","00;01;32;08","and"
"00;01;32;08","00;01;32;26","the video"
"00;01;32;26","00;01;33;04","is"
"00;01;33;04","00;01;33;13","just"
"00;01;33;13","00;01;33;17","an"
"00;01;33;17","00;01;34;15","introductory"
"00;01;34;15","00;01;35;09","review"
"00;01;35;09","00;01;36;06","slash"
"00;01;36;06","00;01;36;25","scoping"
"00;01;36;25","00;01;37;04","and"
"00;01;37;04","00;01;38;27","contextualizing"
"00;01;38;27","00;01;39;02","we're"
"00;01;39;02","00;01;39;08","going"
"00;01;39;08","00;01;39;17","to"
"00;01;39;17","00;01;39;26","have"
"00;01;39;26","00;01;40;10","some"
"00;01;40;10","00;01;41;02","discussions"
"00;01;41;02","00;01;41;09","in the"
"00;01;41;09","00;01;41;18","coming"
"00;01;41;18","00;01;41;29","weeks"
"00;01;41;29","00;01;42;07","on"
"00;01;42;07","00;01;42;11","this"
"00;01;42;11","00;01;43;05","paper"
"00;01;43;05","00;01;43;21","with"
"00;01;43;21","00;01;44;12","the authors"
"00;01;44;12","00;01;44;16","and"
"00;01;44;16","00;01;44;26","some"
"00;01;44;26","00;01;45;08","non"
"00;01;45;08","00;01;46;01","authors."
"00;01;46;01","00;01;46;12","So"
"00;01;47;12","00;01;47;18","we're"
"00;01;47;18","00;01;47;27","just"
"00;01;47;27","00;01;48;04","going"
"00;01;48;04","00;01;48;18","to be"
"00;01;48;18","00;01;49;11","overvaluing"
"00;01;49;11","00;01;49;14","the"
"00;01;49;14","00;01;50;15","paper,"
"00;01;50;20","00;01;51;05","opening up"
"00;01;51;05","00;01;51;11","some"
"00;01;51;11","00;01;51;26","threads,"
