docLabel	start	end	count	rank	text
ls044-2	2076412	2077094	1	0.06	other things
ls044-2	3516478	3517490	2	0.06	other things
ls044-2	1569592	1570238	1	0.06	certain kinds
ls044-2	3681254	3682016	1	0.05	beautiful kind
ls044-2	6082020	6083456	1	0.05	qualitative kind
ls044-2	1009108	1009486	1	0.05	mine kind
ls044-2	1191056	1192266	1	0.05	prior kind
ls044-2	3046950	3047422	1	0.05	certain things
ls044-2	3137772	3138342	2	0.05	certain things
ls044-2	3511768	3512242	3	0.05	certain things
ls044-2	4659422	4660040	4	0.05	certain things
ls044-2	2098228	2099182	1	0.05	many other ways
ls044-2	2016488	2017570	1	0.05	participatory things
ls044-2	3557572	3558970	1	0.05	modifiable things
ls044-2	3568802	3569948	2	0.05	modifiable things
ls044-2	3297428	3298234	1	0.05	other examples
ls044-2	826968	827714	1	0.05	nagging things
ls044-2	5466888	5467692	1	0.05	multiple things
ls044-2	5610382	5610964	1	0.05	small things
ls044-2	4844522	4845616	1	0.05	other papers
