text	entity_type		start	end
July 28, 2023	date		25606	27936
Tomaso Salvatore	person_name		29062	30716
Daniel	person_name		51198	51572
Luca Binketti	person_name		76020	77356
Amin	person_name		77468	77884
Mccarrak Berenmille	person_name		77932	79356
Thomas Lukasiavic	person_name		79494	80800
Verses	organization		84150	84664
University of Oxford	organization		87274	88512
Teovien	organization		89290	90500
machine learning	occupation		116534	117072
neuroscience	occupation		176454	177056
neuroscience	occupation		247374	248520
neurosciences	occupation		250654	251716
Oliver Elias	person_name		259698	261144
Shannon	person_name		264720	265740
information theory	occupation		290142	291332
neuroscience	occupation		302258	303260
Mumford	person_name		306578	307144
Elias	person_name		329082	329536
Oliver	person_name		329674	330032
Rao	person_name		339646	339956
Ballard	person_name		340094	340840
Karl Friston	person_name		387258	388032
Rowan Ballard	person_name		391994	392800
Karl Frieston	person_name		402606	403396
Rambalar	person_name		543044	543670
machine learning	occupation		725792	726362
machine learning	occupation		845992	846610
Judea Pearl	person_name		921620	922426
classical statistics	occupation		977748	978938
Judeoperl	person_name		1144808	1145626
Judy Perl	person_name		1236620	1237496
pandemic	event		1522848	1523766
hospitalization	medical_process		1527926	1528970
hospitalized	medical_process		1540772	1541818
vaccinated	medical_process		1545374	1545966
Ducalculus	occupation		1871748	1872438
machine	occupation		2113956	2114266
machine learning	occupation		2615748	2616302
Ernest Sharoni	person_name		2838578	2839336
Baron	person_name		3627682	3628460
Baron	person_name		3657338	3657744
ML	occupation		3704810	3705264
Don	person_name		3705312	3705764
Karl Friedston	person_name		3809240	3810500
Chris Buckley	person_name		3863422	3864228
cognitive science	occupation		3922104	3923500
ML	occupation		3944820	3945356
Don	person_name		3945388	3945740
Italy	location		4011998	4012356
Baron	person_name		4098618	4099380
Bert	person_name		4108206	4109076
authors	occupation		4282018	4282344
Don	person_name		4332632	4332940
Tomaso	person_name		4336342	4336844
Bert	person_name		4341366	4341852
Oxford group	organization		4405978	4406564
ML	occupation		4484482	4484776
Don	person_name		4484808	4485196
science	occupation		4951322	4952048
Bayesian Mechanics	occupation		5130024	5130904
Alexander Orobria	person_name		5163182	5164468
Thomas	person_name		5203958	5204716
Daniel	person_name		5205462	5205996
