docLabel	start	end	count	rank	text
3Symp_1_06	616604	2179154	9	0.1	neural network model
3Symp_1_06	641252	753570	2	0.1	canonical neural network model
3Symp_1_06	625424	629674	1	0.1	other continuous neural network model
3Symp_1_06	636282	637998	1	0.09	canonical neural model
3Symp_1_06	1341428	1342894	1	0.09	neural activity model
3Symp_1_06	94032	2178050	36	0.09	neural network
3Symp_1_06	93386	1649198	7	0.09	canonical neural network
3Symp_1_06	788730	1701822	2	0.09	neural network activity
3Symp_1_06	361356	380982	2	0.09	neural network dynamics
3Symp_1_06	1910984	1912194	1	0.08	kinetic neural network
3Symp_1_06	1068748	1074780	1	0.08	original neural network data
3Symp_1_06	117308	1940202	12	0.07	free energy principle
3Symp_1_06	170768	1803426	7	0.07	genetic model
3Symp_1_06	201918	1904466	9	0.07	generative model
3Symp_1_06	128326	1919894	7	0.07	variational free energy
