docLabel	sp	myTime	myTimeDisplay	myTimeSRT
3Symp_1_08	A	2010	00:02	00:00:02,008
3Symp_1_08	A	75120	01:15	00:01:15,010
3Symp_1_08	A	2719160	45:19	00:45:19,450
3Symp_1_08	A	2753454	45:53	00:45:53,484
3Symp_1_08	A	2825740	47:05	00:47:05,544
3Symp_1_08	A	3008440	50:08	00:50:08,709
3Symp_1_08	B	29380	00:29	00:00:29,035
3Symp_1_08	B	81460	01:21	00:01:21,643
3Symp_1_08	B	2728740	45:28	00:45:28,459
3Symp_1_08	B	2775920	46:15	00:46:15,500
3Symp_1_08	B	2883360	48:03	00:48:03,596
3Symp_1_08	B	3096740	51:36	00:51:36,791
