text	entity_type		start	end
Nikki	person_name		12458	13310
student	occupation		104478	104712
University of Amsterdam	organization		105054	106036
Primac	person_name		237332	237786
Woodcherf	person_name		237988	238826
authors	occupation		278896	279350
philosophy of	occupation		340708	341298
simulation theory	occupation		381172	381994
simulation theory	occupation		402040	403486
Gordon	person_name		404072	404446
Bob Williams	person_name		492676	493294
Devane ETL	organization		538308	539114
computational phenotyping and diagnostics	medical_process		582212	585898
autism spectrum	medical_condition		603928	605330
autistic spectrum	medical_condition		606588	607394
ADHD	medical_condition		607788	608738
schizophrenia	medical_condition		609292	610470
Zhao	person_name		792136	792446
Rabinovitz	person_name		827776	829050
Baker	person_name		904348	904738
Haika	person_name		955576	956126
Asian	nationality		957768	957978
Baker	person_name		958748	959106
authors	occupation		1057212	1057650
agents	occupation		1078670	1079130
agent	occupation		1101352	1101602
agents	occupation		1105692	1105990
agent	occupation		1112476	1112866
agent	occupation		1114092	1114534
agents	occupation		1131028	1131406
Castle	person_name		1168284	1168846
HAF	person_name		1169152	1169814
Kaufman	person_name		1177520	1178006
Mutusis	person_name		1185892	1186506
Beijing	location		1187396	1187786
Tam	person_name		1214514	1214968
Caston Hess	person_name		1418706	1419644
Kaufman	person_name		1459100	1459716
authors	occupation		1598842	1599232
Vada	person_name		1779282	1779656
Devane	person_name		1804380	1804916
Joe	person_name		1856458	1856736
computational phenotyping	medical_process		1859262	1860772
autistic	medical_condition		1861358	1862244
agent	occupation		1908526	1909172
economics	occupation		1928320	1929500
er	occupation		1934598	1935004
guesser	occupation		1940278	1940556
guesser	occupation		1942058	1942336
guesser	occupation		1945034	1945456
agents	occupation		1956958	1957240
Ketone	drug		1993526	1994120
agents	occupation		2040182	2040480
agent	occupation		2042618	2042900
agent	occupation		2046400	2047124
agent	occupation		2050778	2051012
agents	occupation		2059758	2060088
firster	person_name		2225206	2225948
Theoretical Neurobiology Lab	organization		2292018	2294030
Guillaume Dumas	person_name		2661306	2662640
PPSP labor	organization		2672090	2673088
internship	occupation		2673598	2674404
Rudy Said	person_name		2675118	2675880
Pi MDP team	organization		2678958	2680330
Kofristen	person_name		2685822	2686560
computational phenotyping study	medical_process		2785938	2787980
Ktom	medical_process		2788610	2789144
Aspen Paul	person_name		2837026	2837928
agent	occupation		3111382	3111632
agent	occupation		3116622	3117210
