start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
330	880	1	A	0.35	1	1	You.
1970	2334	2	B	0.95	1	2	And
2372	2960	2	B	0.9	2	3	now
3570	4078	2	B	0.99889	3	4	welcome
4164	5070	2	B	0.45047	4	5	aswin
5810	6078	2	B	0.99937	5	6	how
6084	6206	2	B	0.88996	6	7	are
6228	6366	2	B	1.0	7	8	you
6388	7006	2	B	0.99216	8	9	doing?
7188	7486	3	A	0.99802	1	10	Hi,
7508	7914	3	A	0.99231	2	11	Daniel.
7962	8138	4	A	0.99805	1	12	I'm
8154	8720	4	A	0.99391	2	13	good.
9810	10314	5	B	0.3971	1	14	Hanging
10362	10960	5	B	0.94	2	15	out,
12210	12574	5	B	0.98732	3	16	looking
12612	12766	5	B	0.6008	4	17	forward.
12788	12926	6	A	0.74559	1	18	Can
12948	13086	6	A	1.0	2	19	you
13108	13246	6	A	0.40744	3	20	hear
13268	13406	6	A	0.98	4	21	me
13428	13946	6	A	0.85879	5	22	properly?
14058	14670	7	B	0.99529	1	23	Yeah,
14820	15182	7	B	0.99994	2	24	sounds
15236	15502	7	B	0.99761	3	25	good.
15556	15966	8	B	1.0	1	26	And
16068	16720	8	B	0.99921	2	27	yes,
17090	17454	8	B	0.99998	3	28	looking
17492	17790	8	B	0.63404	4	29	forward
17860	18046	8	B	1.0	5	30	to
18068	18398	8	B	0.67842	6	31	your
18484	19242	8	B	0.99672	7	32	workshop
19306	19582	8	B	0.99994	8	33	on
19636	20282	8	B	0.98195	9	34	sophisticated
20346	20826	8	B	0.99125	10	35	inference
20858	21006	8	B	0.98787	11	36	in
21028	22090	8	B	0.51791	12	37	pymdp.
22250	22574	9	B	1.0	1	38	So
22612	22766	9	B	0.51	2	39	it
22788	22974	9	B	0.99925	3	40	can
23012	23600	9	B	0.96788	4	41	be
24130	24494	9	B	0.98499	5	42	up
24532	24686	9	B	0.61	6	43	to
24708	25014	9	B	0.98	7	44	90
25092	25526	9	B	0.99966	8	45	minutes
25628	25942	9	B	0.99998	9	46	or
25996	26226	9	B	0.99983	10	47	it's
26258	26594	9	B	0.99988	11	48	totally
26642	26902	9	B	0.99743	12	49	okay
26956	27174	9	B	0.71526	13	50	if
27212	27426	9	B	0.99983	14	51	it's
27458	27654	9	B	0.99979	15	52	less
27692	27798	9	B	1.0	16	53	and
27804	27926	9	B	0.94255	17	54	we
27948	28086	9	B	0.99999	18	55	can
28108	28246	9	B	1.0	19	56	take
28268	28358	9	B	1.0	20	57	a
28364	28582	9	B	1.0	21	58	short
28636	29240	9	B	0.99999	22	59	break,
29850	30310	9	B	0.77	23	60	but
30380	31000	9	B	0.99995	24	61	please
31530	31846	9	B	0.99999	25	62	take
31868	31958	9	B	1.0	26	63	it
31964	32134	9	B	0.88921	27	64	away
32172	32326	9	B	1.0	28	65	and
32348	32486	9	B	1.0	29	66	just
32508	32646	9	B	0.65909	30	67	let
32668	32806	9	B	1.0	31	68	me
32828	32966	9	B	0.99999	32	69	know
32988	33270	9	B	0.7858	33	70	however
33340	33478	9	B	1.0	34	71	I
33484	33606	9	B	0.99993	35	72	can
33628	34200	9	B	1.0	36	73	help.
34570	35366	10	A	0.99993	1	74	Great.
35548	35846	11	A	0.99997	1	75	Thank
35868	36006	11	A	1.0	2	76	you
36028	36166	11	A	0.99	3	77	so
36188	36760	11	A	0.99963	4	78	much.
37710	38074	12	A	0.90568	1	79	Maybe
38112	38374	12	A	0.98182	2	80	I'll
38422	38634	12	A	0.99997	3	81	share
38672	38826	12	A	0.99998	4	82	my
38848	39082	12	A	0.99999	5	83	screen
39136	39354	12	A	0.78	6	84	and
39392	39980	12	A	0.99997	7	85	start.
