docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs045-1	A	6570	00:06	00:00:06,564
gs045-1	B	44768	00:44	00:00:44,572
gs045-1	B	103180	01:43	00:01:43,813
gs045-1	B	948860	15:48	00:15:48,598
gs045-1	B	1988520	33:08	00:33:08,791
gs045-1	B	2160456	36:00	00:36:00,945
gs045-1	B	2250760	37:30	00:37:30,029
gs045-1	B	2511340	41:51	00:41:51,266
gs045-1	B	2730734	45:30	00:45:30,461
gs045-1	B	3045520	50:45	00:50:45,746
gs045-1	C	70718	01:10	00:01:10,570
gs045-1	C	918180	15:18	00:15:18,291
gs045-1	C	1951340	32:31	00:32:31,760
gs045-1	C	2149260	35:49	00:35:49,940
gs045-1	C	2174960	36:14	00:36:14,959
gs045-1	C	2393930	39:53	00:39:53,160
gs045-1	C	2635420	43:55	00:43:55,378
gs045-1	C	2985740	49:45	00:49:45,692
gs045-1	D	2215280	36:55	00:36:55,000
gs045-1	E	2650400	44:10	00:44:10,387
gs045-1	E	3033640	50:33	00:50:33,734
