text	entity_type		start	end
July 26, 2023	date		8948	11192
Megan Peters	person_name		16846	17700
Nora Bradford	person_name		18126	19124
science	occupation		27652	28228
journalism	occupation		29460	30332
Megan	person_name		30950	31340
Daniel	person_name		34278	34684
consciousness science	occupation		57844	58884
consciousness science	occupation		66382	67660
physics	occupation		92758	93132
consciousness science	occupation		96378	97456
natural sciences	occupation		101018	101840
philosophy	occupation		102202	102816
spirituality	occupation		103082	103984
consciousness science	occupation		110622	111892
psychologists	occupation		119346	119896
biologists	occupation		120098	120712
neuroscientists	occupation		121170	122312
computer scientists	occupation		123138	123864
engineers	occupation		124098	124632
religious and spiritual leaders	occupation		124962	126584
Consciousness science	occupation		149880	150976
science	occupation		162734	163300
consciousness scientists	occupation		170322	171528
science	occupation		173922	174264
panpsychism	occupation		180374	181564
consciousness science	occupation		210430	211316
consciousness science	occupation		224306	225176
physics	occupation		238022	238412
medicine	occupation		238678	239260
consciousness science	occupation		279426	280424
biology	occupation		298106	298608
chemistry	occupation		298938	299520
neuroscience	occupation		299600	300384
climate science	occupation		300432	301312
engineering	occupation		301376	302064
Christoph Coke	person_name		319422	320256
consciousness science	occupation		321298	321976
Caltech	organization		322178	322616
scientist	occupation		335462	336076
scientist	occupation		347162	347776
cancer	medical_condition		358388	359140
scientist	occupation		363022	363604
cancer	medical_condition		365102	365524
cancer	medical_condition		369128	370056
biomedicine	occupation		385638	386236
scientists	occupation		415822	416324
journalist	occupation		423154	423544
anesthetic	drug		426882	427368
science	occupation		441132	441436
consciousness science	occupation		466446	467316
pseudoscience	occupation		467518	468164
association for the Scientific Study of Consciousness annual meeting	organization		490502	493436
New York City	location		493878	494624
Christophe Coke	person_name		496502	497296
Dave Chalmers	person_name		498698	499456
Christophe Wagered Dave	person_name		568446	570056
researchers	occupation		572018	572504
science	occupation		600440	601072
science	occupation		615038	615316
economist	occupation		636198	637200
ASSC	organization		641654	642284
meeting	event		643004	643568
Economist	organization		655518	656004
science	occupation		681682	682024
science	occupation		691718	692480
Anil Seth	person_name		754520	755328
Tim Bain	person_name		755498	755904
scientists	occupation		856272	856704
consciousness science	occupation		889126	890400
consciousness science	occupation		895962	897280
committee	organization		899408	899744
journalism	occupation		948762	949264
science	occupation		964302	965000
science	occupation		966302	966644
consciousness science	occupation		973042	974264
consciousness science	occupation		988278	989308
consciousness science	occupation		997546	998432
consciousness science	occupation		998912	1000208
consciousness science	occupation		1007614	1008484
cognitive sciences	occupation		1011358	1012260
computational neuroscience	occupation		1012558	1013844
computer science	occupation		1014558	1015204
artificial intelligence	occupation		1015252	1016164
machine learning	occupation		1016212	1016840
philosophy	occupation		1020162	1020920
psychology	occupation		1021282	1021944
engineering	occupation		1022466	1023224
metascience	occupation		1023938	1024664
neuroimaging	occupation		1025138	1025736
statistics	occupation		1026098	1026680
consciousness science	occupation		1029122	1029944
consciousness science	occupation		1032038	1032764
Consciousness science	occupation		1035558	1036476
natural sciences	occupation		1050010	1050832
philosophy	occupation		1051098	1051584
science	occupation		1071218	1071544
trainees	occupation		1076952	1077624
consciousness scientist	occupation		1087494	1088812
trainees	occupation		1093078	1093468
consciousness Science	occupation		1112318	1113396
ASFC	organization		1114814	1115316
science	occupation		1116862	1117204
consciousness science	occupation		1130002	1130824
Daniel	person_name		1162878	1163284
Nora Bradford	person_name		1164206	1165364
doctoral student	occupation		1165934	1166632
UC Irvine	organization		1167038	1168072
Consciousness Science	occupation		1169042	1169944
science journalist	occupation		1172072	1173416
American	nationality		1175272	1175628
Science	occupation		1175714	1175976
Laura	person_name		1184640	1185188
ASC	organization		1193638	1194536
ASSC	organization		1197898	1198288
ASSC	organization		1198938	1199376
consciousness science	occupation		1203482	1204256
journalism	occupation		1220720	1221740
conscious science	occupation		1234630	1235676
journalist	occupation		1238660	1239372
journalists	occupation		1257598	1258132
researchers	occupation		1259374	1260004
Nora	person_name		1266718	1267028
sociological research	occupation		1378322	1379352
climate science	occupation		1379734	1380492
medicine	occupation		1432502	1433280
consciousness science	occupation		1455182	1456004
coma	medical_condition		1459236	1460068
locked in syndrome	medical_condition		1460686	1461604
traumatic brain injury	injury		1461838	1463400
Anesthesia	medical_process		1463820	1464948
researchers	occupation		1530594	1531224
journalist	occupation		1535638	1536092
journalists	occupation		1537574	1538044
science	occupation		1590742	1591004
science	occupation		1615438	1615812
science	occupation		1766222	1766852
ASC	organization		1769054	1769856
computational neuroscience	occupation		1775122	1776664
neuroimaging	occupation		1776962	1777912
psychological psychophysics	occupation		1778562	1780436
logical philosophy	occupation		1781814	1783404
Nora	person_name		1841436	1841964
Megan	person_name		1861534	1861764
philosophers	occupation		1965726	1966404
statisticians	occupation		1967438	1968304
science	occupation		2017362	2017944
