start	end	sentNum	speaker	confidence	text
7260	8456	2	B	0.84239	Hello and welcome.
8558	11192	3	B	0.99977	It's July 26, 2023.
11246	19124	4	B	0.99983	We're here in active inference Livestream 49.1 with Megan Peters and Nora Bradford.
19172	21172	5	B	0.99996	So thank you both for joining.
21236	30332	6	B	0.99971	We're looking forward to a presentation followed by a discussion on clickbait consciousness science and responsible journalism.
30476	32290	7	B	0.99923	So, Megan, to you.
32820	33472	8	A	0.71432	Thank you.
33526	35504	9	A	1	And thanks so much, Daniel, for having us.
35542	38272	10	A	0.99985	We're really happy to be here and to chat about this.
38326	43170	11	A	0.99874	So I'll talk for a little over ten minutes and then we'll hopefully have a nice discussion here.
43540	52404	12	A	0.99886	So, yeah, we're really happy to be here because I think that this is a really topical thing for us to be talking about right now.
52442	53732	13	A	0.99975	It's very in the media.
53866	60490	14	A	0.57451	It's really in response to the way the media has been covering consciousness science just in the past few weeks.
60860	62504	15	A	0.99975	So here we go.
62542	64632	16	A	0.99392	I'll have a few things to share with you.
64766	70860	17	A	0.99338	Okay, so since we're talking about consciousness science, let's start with a provocative question.
71010	72540	18	A	0.9998	So you are conscious.
72880	74430	19	A	0.99995	How is this possible?
75280	80476	20	A	0.99998	How is it possible that your brain creates the conscious experience of you?
80658	84912	21	A	1	And so this is a captivating, and it's a stimulating kind of crazy question.
84966	86690	22	A	0.62453	It's a really huge question.
87060	90912	23	A	0.78413	It borders on the religious and spiritual in many ways.
90966	94100	24	A	0.99995	It borders on the cutting edge of physics in many ways.
94250	107800	25	A	1	And so the study of this question and the field of consciousness science more generally, it's really straddling the border between the natural sciences and philosophy and spirituality in a way that a lot of other domains maybe don't need to do.
107950	126584	26	A	0.83	And so, as a result, this field of consciousness science, it really captures the hearts and minds and sometimes pretty wild imaginations of all sorts of folks, as I said, from psychologists and biologists and neuroscientists all the way to computer scientists and engineers to religious and spiritual leaders.
126712	135968	27	A	0.99994	Basically anybody who wonders about our origins or place in the universe, why that we know that we are here, why there is something that it is like to be us.
136134	141952	28	A	0.99999	They are the people who are interested in this question, and that's probably a lot of people who are listening and watching right now.
142086	149430	29	A	0.99978	So it's actually really quite easy, I think, to get swept up in the sensational nature of this question.
149880	152084	30	A	0.92156	Consciousness science is a really big deal.
152122	155910	31	A	0.98511	It touches on so many aspects of our everyday experience.
156760	163300	32	A	1	And so this kind of leads us to another version of this question, which is, is this even really science?
163380	166164	33	A	0.99997	Is this something that can be even studied scientifically?
166212	169728	34	A	0.99997	Or does it transcend beyond scientific inquiry?
169924	174264	35	A	0.71001	Do consciousness scientists do something that can be characterized really as science?
174312	184764	36	A	0.99999	Or maybe they're studying something that's a little bit more on the border, like, I don't know, telepathy or panpsychism, like maybe rocks and trees are also conscious.
184812	186576	37	A	0.99874	Wouldn't that be crazy?
186758	190700	38	A	0.99999	Or maybe the vibrations of the mean that the universe is conscious.
190780	197060	39	A	0.99869	So it kind of quickly starts to feel a little fuzzy, a little less scientific.
198280	207370	40	A	1	And that's what I want to talk about today, is that perception and how that is kind of exacerbated by the way that this field is portrayed in the media and maybe what we can do about it.
208300	208808	41	A	0.9968	Okay?
208894	219688	42	A	0.65	And so all this means that consciousness science is really difficult, not just to do scientifically, and it is really difficult, I promise you, but it's also really difficult from a social perspective.
219784	240800	43	A	0.70124	So more than for some other fields, those of us who do consciousness science and who study this scientifically, we have a really crucial and difficult responsibility, which is to accurately and precisely communicate the state of our field and its methods and its discoveries and how it relates to other fields, from physics to medicine and beyond.
241140	247750	44	A	0.99	And it's in fact, so difficult that our field has actually written a number of papers about just how difficult it is.
248120	255210	45	A	0.99279	So this is a fairly recent paper TS colleagues, including many others.
255820	257688	46	A	0.99975	This is just from a few years ago.
