text	entity_type		start	end
October 25, 2023	date		12238	14680
social sciences	occupation		16414	17480
Avel	person_name		21742	22308
Avel	person_name		60382	61220
North Korea	location		142648	143198
Russia	location		143368	144050
Stuart Kauffman	person_name		340062	340830
Kaufmane	person_name		341576	342286
Kaufman	person_name		468118	468604
machine learning	occupation		629470	630120
physics	occupation		698838	699244
mechanics	occupation		699478	700400
physics	occupation		1002838	1003292
physics	occupation		1008502	1008844
physics	occupation		1020954	1021312
investor	occupation		1132302	1133060
physicists	occupation		1161530	1162064
mathematicians	occupation		1162112	1162896
social scientists	occupation		1162928	1163836
scientists	occupation		1169358	1169684
Spacing	person_name		1181826	1182264
Quantum	political_affiliation		1183474	1183944
ism	political_affiliation		1183992	1184552
category theory	occupation		1185298	1186152
math	occupation		1225682	1226024
physics	occupation		1239462	1240320
John Bayes	person_name		1246470	1248220
physics	occupation		1264170	1264544
formal science	occupation		1264778	1265880
physics	occupation		1276002	1276392
Bayes	person_name		1297620	1298124
science	occupation		1356186	1356980
activist	occupation		1483828	1484330
ethics	occupation		1488852	1489550
Evan Thompson	person_name		1548372	1549810
physics	occupation		1562348	1563030
Varila	person_name		1563772	1564306
ethics	occupation		1699022	1699502
cancer	medical_condition		1724326	1724806
physics	occupation		1739460	1739962
enactivists	occupation		1753614	1754414
ethics	occupation		1777648	1777942
ethics	occupation		1792468	1792922
ethics	occupation		1793252	1793594
ethics	occupation		1796872	1797262
Avil	person_name		1816348	1817190
positivism	political_affiliation		1868272	1869174
agent	occupation		1947784	1948050
Australia	location		2033914	2034352
Christ	person_name		2043850	2044276
ethics	occupation		2155586	2155954
ethics	occupation		2158890	2159830
ethics	occupation		2164572	2164994
Australia	location		2186928	2188010
feudalism	political_affiliation		2226430	2227398
feudalism	political_affiliation		2230592	2231222
ethics	occupation		2271756	2272290
physics	occupation		2337738	2338064
evolutionary biology	occupation		2422758	2423820
ethics	occupation		2480922	2481264
scientific	occupation		2536122	2536720
shop psychiatry	occupation		2666448	2667302
Ben White	person_name		2680470	2681202
Daniel	person_name		2685832	2686530
computational psychiatrist	occupation		2764564	2765834
author	occupation		2955558	2955964
Abel	person_name		2979500	2980036
