start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
5340	5890	A	0.70328	1	1	1	You.
7860	8272	A	0.99989	1	2	2	Hello
8326	8930	A	0.99999	1	3	3	everyone.
9700	10016	A	0.99998	1	4	4	It
10038	10416	A	0.55907	1	5	5	is
10518	11004	A	1.0	1	6	6	August
11052	11360	A	1.0	1	7	7	2,
11430	12928	A	1.0	1	8	8	2023.
13094	13436	A	0.99976	1	9	9	We're
13468	13616	A	0.99999	1	10	10	in
13638	13872	A	1.0	1	11	11	the
13926	14236	A	0.78073	1	12	12	active
14268	14764	A	0.73137	1	13	13	inference
14812	14976	A	0.99999	1	14	14	for
14998	15136	A	1.0	1	15	15	the
15158	15440	A	1.0	1	16	16	Social
15510	16028	A	0.99961	1	17	17	Sciences
16124	16768	A	0.99988	1	18	18	course.
16934	17356	A	0.95267	1	19	19	I'm
17388	17676	A	0.99897	1	20	20	Daniel
17708	18540	A	0.99078	1	21	21	Friedman,
18700	19024	A	1.0	1	22	22	and
19062	19216	A	1.0	1	23	23	this
19238	19376	A	0.99999	1	24	24	is
19398	19488	A	0.98755	1	25	25	going
19494	19568	A	1.0	1	26	26	to
19574	19840	A	0.99995	1	27	27	be
19910	20096	A	1.0	1	28	28	a
20118	20620	A	0.99999	1	29	29	lecture
20700	21232	A	1.0	1	30	30	on
21366	21964	A	0.99983	1	31	31	collective
22012	22796	A	0.97822	1	32	32	behavior.
22988	23536	A	1.0	2	1	33	Now
23638	23904	A	1.0	2	2	34	of
23942	24192	A	1.0	2	3	35	course,
24246	24892	A	0.99982	2	4	36	disclaimers
24956	25136	A	0.99997	2	5	37	could
25158	25756	A	0.99984	2	6	38	abound
25868	26096	A	1.0	2	7	39	and
26118	26268	A	0.99222	2	8	40	there's
26284	26416	A	0.99989	2	9	41	so
26438	26576	A	1.0	2	10	42	many
26598	26832	A	1.0	2	11	43	ways
26886	27008	A	1.0	2	12	44	to
27014	27136	A	1.0	2	13	45	go
27158	27392	A	1.0	2	14	46	about
27446	27664	A	1.0	2	15	47	this
27702	28044	A	0.99929	2	16	48	topic
28092	28352	A	1.0	2	17	49	of
28406	28844	A	0.99986	2	18	50	collective
28892	29292	A	0.99985	2	19	51	behavior
29356	29584	A	0.99675	2	20	52	that
29622	29992	A	0.91939	2	21	53	in
30086	30708	A	0.5257	2	22	54	duality,
30804	31160	A	0.56816	2	23	55	in
31230	32180	A	0.99472	2	24	56	enactment,
32340	32616	A	1.0	2	25	57	I
32638	32824	A	0.99992	2	26	58	really
32862	33064	A	0.99999	2	27	59	hope
33102	33256	A	0.99999	2	28	60	it
33278	33608	A	0.99995	2	29	61	is
33694	34084	A	0.49904	2	30	62	multi
34132	34484	A	0.99888	2	31	63	scale
34532	34696	A	1.0	2	32	64	and
34718	35572	A	0.99895	2	33	65	collective.
35716	36036	A	0.88346	2	34	66	I'm
36068	36264	A	0.99987	2	35	67	really
36302	36552	A	1.0	2	36	68	looking
36606	36920	A	0.99999	2	37	69	forward
36990	37176	A	1.0	2	38	70	to
37198	37480	A	0.99941	2	39	71	your
37550	37972	A	0.99647	2	40	72	comments
38036	38216	A	1.0	2	41	73	and
38238	38424	A	0.99981	2	42	74	your
38462	39060	A	0.99651	2	43	75	engagement
39140	39336	A	0.99969	2	44	76	with
39358	39640	A	0.97094	2	45	77	this
39710	40040	A	0.99991	2	46	78	area,
40110	40296	A	0.9997	2	47	79	with
40318	40504	A	0.99972	2	48	80	this
40542	41060	A	0.99682	2	49	81	lecture,
41140	41384	A	0.99987	2	50	82	with
41422	41624	A	0.99997	2	51	83	this
41662	42104	A	0.99988	2	52	84	course.
42222	42456	A	0.99386	2	53	85	So
42478	42616	A	0.99955	2	54	86	if
42638	42776	A	0.96193	2	55	87	you're
42798	43032	A	0.99997	2	56	88	watching
43086	43544	A	0.99995	2	57	89	Live,
43662	43896	A	0.99984	2	58	90	you
43918	44104	A	0.99988	2	59	91	can
44142	44344	A	0.99999	2	60	92	add
44382	44772	A	0.99428	2	61	93	comments
44836	45064	A	0.99991	2	62	94	into
45102	45268	A	1.0	2	63	95	the
45294	45484	A	0.99997	2	64	96	live
45522	45832	A	0.77836	2	65	97	chat
45896	46124	A	0.99827	2	66	98	or
46162	46556	A	0.99998	2	67	99	questions
46658	46876	A	1.0	2	68	100	and
46898	47144	A	0.99847	2	69	101	I'll
47192	47404	A	0.99996	2	70	102	check
47442	47596	A	0.99988	2	71	103	them
47618	47756	A	1.0	2	72	104	out
47778	47916	A	1.0	2	73	105	at
47938	48076	A	1.0	2	74	106	the
48098	48670	A	0.99967	2	75	107	end.
49040	49596	A	0.99995	2	76	108	Also
49698	49916	A	0.99999	2	77	109	in
49938	50028	A	1.0	2	78	110	the
50034	50424	A	0.99996	2	79	111	YouTube
50472	50732	A	0.8012	2	80	112	live
50786	51288	A	0.99992	2	81	113	chat
51384	51644	A	1.0	2	82	114	and
51682	51836	A	0.99996	2	83	115	in
51858	51948	A	1.0	2	84	116	the
51954	52220	A	0.50899	2	85	117	video
52290	53128	A	0.58917	2	86	118	description,
53304	53644	A	0.99998	2	87	119	there
53682	53980	A	0.98771	2	88	120	is
54050	54236	A	1.0	2	89	121	a
54258	54492	A	1.0	2	90	122	link
54546	54716	A	1.0	2	91	123	to
54738	54876	A	0.99999	2	92	124	where
