"Start Time","End Time","Transcript"
"00;00;27;02","00;00;27;06","All"
"00;00;27;06","00;00;27;19","right."
"00;00;27;19","00;00;28;02","Hello"
"00;00;28;02","00;00;28;11","and"
"00;00;28;11","00;00;29;03","welcome"
"00;00;29;03","00;00;29;17","to"
"00;00;29;17","00;00;30;18","Active"
"00;00;30;18","00;00;31;05","Livestream"
"00;00;31;05","00;00;31;14","number"
"00;00;31;14","00;00;33;09","42.0."
"00;00;33;09","00;00;33;18","It's"
"00;00;33;18","00;00;34;28","April 16th,"
"00;00;34;28","00;00;36;24","2022."
"00;00;36;26","00;00;37;06","Welcome"
"00;00;37;06","00;00;37;20","to the"
"00;00;37;20","00;00;38;02","Active"
"00;00;38;02","00;00;38;17","Lab."
"00;00;38;21","00;00;38;27","We're"
"00;00;38;27","00;00;38;28","a"
"00;00;38;28","00;00;39;22","participatory"
"00;00;39;22","00;00;40;03","online"
"00;00;40;03","00;00;40;19","lab"
"00;00;40;19","00;00;41;00","that is"
"00;00;41;00","00;00;42;01","communicating,"
"00;00;42;01","00;00;42;15","learning"
"00;00;42;15","00;00;42;20","and"
"00;00;42;20","00;00;43;11","practicing"
"00;00;43;11","00;00;43;25","applied"
"00;00;43;25","00;00;44;05","active"
"00;00;44;05","00;00;45;04","inference."
"00;00;45;17","00;00;45;22","You"
"00;00;45;22","00;00;45;26","can"
"00;00;45;26","00;00;46;02","find"
"00;00;46;02","00;00;46;10","us at"
"00;00;46;10","00;00;46;12","the"
"00;00;46;12","00;00;46;25","links"
"00;00;46;25","00;00;47;04","on this"
"00;00;47;04","00;00;47;20","slide."
"00;00;48;04","00;00;49;00","This is a recorded"
"00;00;49;00","00;00;49;06","and an"
"00;00;49;06","00;00;49;20","archived"
"00;00;49;20","00;00;50;04","livestream,"
"00;00;50;04","00;00;50;09","so"
"00;00;50;09","00;00;50;17","please"
"00;00;50;17","00;00;50;27","provide"
"00;00;50;27","00;00;51;01","us"
"00;00;51;01","00;00;51;18","feedback"
"00;00;51;18","00;00;51;25","so"
"00;00;51;25","00;00;52;01","we can"
"00;00;52;01","00;00;52;10","improve"
"00;00;52;10","00;00;53;06","our work"
"00;00;53;14","00;00;53;21","all"
"00;00;53;21","00;00;54;07","backgrounds"
"00;00;54;07","00;00;54;10","and"
"00;00;54;10","00;00;54;25","perspectives"
"00;00;54;25","00;00;54;29","are"
"00;00;54;29","00;00;55;21","welcome"
"00;00;55;21","00;00;55;26","and"
"00;00;55;26","00;00;56;00","we'll"
"00;00;56;00","00;00;56;03","be"
"00;00;56;03","00;00;56;20","following"
"00;00;56;20","00;00;57;10","good"
"00;00;57;10","00;00;57;19","video"
"00;00;57;19","00;00;58;03","etiquette"
"00;00;58;03","00;00;58;07","for"
"00;00;58;07","00;00;58;24","livestreams"
"00;00;58;24","00;00;58;28","and"
"00;00;58;28","00;00;59;08","said"
"00;00;59;08","00;00;59;17","Thanks"
"00;00;59;17","00;01;00;07","a ton"
"00;01;00;07","00;01;00;22","for"
"00;01;00;22","00;01;01;20","joining"
"00;01;01;20","00;01;01;23","us."
"00;01;02;20","00;01;02;28","Really"
"00;01;02;28","00;01;03;03","looking"
"00;01;03;03","00;01;03;10","forward"
"00;01;03;10","00;01;03;12","to"
"00;01;03;12","00;01;03;22","this"
"00;01;03;22","00;01;04;25","conversation."
"00;01;05;23","00;01;06;03","If you want"
"00;01;06;03","00;01;06;05","to"
"00;01;06;05","00;01;06;09","learn"
"00;01;06;09","00;01;06;16","more"
"00;01;06;16","00;01;06;25","about"
"00;01;06;25","00;01;07;08","active"
"00;01;07;08","00;01;07;18","live"
"00;01;07;18","00;01;08;20","activities,"
