key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing>DataStorageAndWarehousing	0.8467627167701721
BusinessAndFinance>Business>MarketingAndAdvertising	0.5535662770271301
Technology&Computing>Computing	0.5141724944114685
Hobbies&Interests>ContentProduction	0.4993833899497986
Technology&Computing>Computing>ProgrammingLanguages	0.4636010229587555
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.44473057985305786
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.4121924340724945
Technology&Computing>Computing>Internet>InternetOfThings	0.33026373386383057
BooksAndLiterature>Cookbooks	0.3114177882671356
Technology&Computing>Computing>ComputerSoftwareAndApplications	0.2608201503753662
BusinessAndFinance>Business>BusinessOperations	0.25502002239227295
Technology&Computing>Computing>Internet>SocialNetworking	0.24021294713020325
BusinessAndFinance>Business>HumanResources	0.2202787697315216
Technology&Computing>Computing>ComputerSoftwareAndApplications>DigitalAudio	0.17715881764888763
Education>OnlineEducation	0.17657619714736938
BusinessAndFinance>Business>BusinessUtilities	0.16631367802619934
Technology&Computing>Robotics	0.16397295892238617
PersonalFinance>HomeUtilities>GasAndElectric	0.15983034670352936
Food&Drink>Cooking	0.15126243233680725
